,Word,Frequency,Zipf Frequency,Part of Speech,Phonemes,No Stress,Lexicality,Length,Size
281,artists,4.68e-05,4.67,NOUN,"['AA1', 'R', 'T', 'AH0', 'S', 'T', 'S']","['AA', 'R', 'T', 'AH', 'S', 'T', 'S']",real,7,long
282,confirmed,4.68e-05,4.67,VERB,"['K', 'AH0', 'N', 'F', 'ER1', 'M', 'D']","['K', 'AH', 'N', 'F', 'ER', 'M', 'D']",real,7,long
283,platform,4.68e-05,4.67,NOUN,"['P', 'L', 'AE1', 'T', 'F', 'AO2', 'R', 'M']","['P', 'L', 'AE', 'T', 'F', 'AO', 'R', 'M']",real,8,long
284,regarding,4.68e-05,4.67,VERB,"['R', 'AH0', 'G', 'AA1', 'R', 'D', 'IH0', 'NG']","['R', 'AH', 'G', 'AA', 'R', 'D', 'IH', 'NG']",real,8,long
285,relations,4.68e-05,4.67,NOUN,"['R', 'IY0', 'L', 'EY1', 'SH', 'AH0', 'N', 'Z']","['R', 'IY', 'L', 'EY', 'SH', 'AH', 'N', 'Z']",real,8,long
286,requires,4.68e-05,4.67,VERB,"['R', 'IY0', 'K', 'W', 'AY1', 'ER0', 'Z']","['R', 'IY', 'K', 'W', 'AY', 'ER', 'Z']",real,7,long
287,scientific,4.68e-05,4.67,ADJ,"['S', 'AY2', 'AH0', 'N', 'T', 'IH1', 'F', 'IH0', 'K']","['S', 'AY', 'AH', 'N', 'T', 'IH', 'F', 'IH', 'K']",real,9,long
288,williams,4.68e-05,4.67,PROPN,"['W', 'IH1', 'L', 'Y', 'AH0', 'M', 'Z']","['W', 'IH', 'L', 'Y', 'AH', 'M', 'Z']",real,7,long
289,businesses,4.57e-05,4.66,NOUN,"['B', 'IH1', 'Z', 'N', 'AH0', 'S', 'AH0', 'Z']","['B', 'IH', 'Z', 'N', 'AH', 'S', 'AH', 'Z']",real,8,long
290,developing,4.57e-05,4.66,VERB,"['D', 'IH0', 'V', 'EH1', 'L', 'AH0', 'P', 'IH0', 'NG']","['D', 'IH', 'V', 'EH', 'L', 'AH', 'P', 'IH', 'NG']",real,9,long
291,elections,4.57e-05,4.66,NOUN,"['IH0', 'L', 'EH1', 'K', 'SH', 'AH0', 'N', 'Z']","['IH', 'L', 'EH', 'K', 'SH', 'AH', 'N', 'Z']",real,8,long
292,emotional,4.57e-05,4.66,ADJ,"['IH0', 'M', 'OW1', 'SH', 'AH0', 'N', 'AH0', 'L']","['IH', 'M', 'OW', 'SH', 'AH', 'N', 'AH', 'L']",real,8,long
293,everywhere,4.57e-05,4.66,ADV,"['EH1', 'V', 'R', 'IY0', 'W', 'EH2', 'R']","['EH', 'V', 'R', 'IY', 'W', 'EH', 'R']",real,7,long
294,facilities,4.57e-05,4.66,NOUN,"['F', 'AH0', 'S', 'IH1', 'L', 'AH0', 'T', 'IY0', 'Z']","['F', 'AH', 'S', 'IH', 'L', 'AH', 'T', 'IY', 'Z']",real,9,long
295,interests,4.57e-05,4.66,NOUN,"['IH1', 'N', 'T', 'R', 'AH0', 'S', 'T', 'S']","['IH', 'N', 'T', 'R', 'AH', 'S', 'T', 'S']",real,8,long
296,internal,4.57e-05,4.66,ADJ,"['IH0', 'N', 'T', 'ER1', 'N', 'AH0', 'L']","['IH', 'N', 'T', 'ER', 'N', 'AH', 'L']",real,7,long
297,italian,4.57e-05,4.66,ADJ,"['IH0', 'T', 'AE1', 'L', 'Y', 'AH0', 'N']","['IH', 'T', 'AE', 'L', 'Y', 'AH', 'N']",real,7,long
298,listening,4.57e-05,4.66,VERB,"['L', 'IH1', 'S', 'AH0', 'N', 'IH0', 'NG']","['L', 'IH', 'S', 'AH', 'N', 'IH', 'NG']",real,7,long
299,recorded,4.57e-05,4.66,VERB,"['R', 'AH0', 'K', 'AO1', 'R', 'D', 'AH0', 'D']","['R', 'AH', 'K', 'AO', 'R', 'D', 'AH', 'D']",real,8,long
300,relatively,4.57e-05,4.66,ADV,"['R', 'EH1', 'L', 'AH0', 'T', 'IH0', 'V', 'L', 'IY0']","['R', 'EH', 'L', 'AH', 'T', 'IH', 'V', 'L', 'IY']",real,9,long
301,apartment,4.47e-05,4.65,NOUN,"['AH0', 'P', 'AA1', 'R', 'T', 'M', 'AH0', 'N', 'T']","['AH', 'P', 'AA', 'R', 'T', 'M', 'AH', 'N', 'T']",real,9,long
302,committed,4.47e-05,4.65,VERB,"['K', 'AH0', 'M', 'IH1', 'T', 'AH0', 'D']","['K', 'AH', 'M', 'IH', 'T', 'AH', 'D']",real,7,long
303,confidence,4.47e-05,4.65,NOUN,"['K', 'AA1', 'N', 'F', 'AH0', 'D', 'AH0', 'N', 'S']","['K', 'AA', 'N', 'F', 'AH', 'D', 'AH', 'N', 'S']",real,9,long
304,identity,4.47e-05,4.65,NOUN,"['AY0', 'D', 'EH1', 'N', 'T', 'AH0', 'T', 'IY0']","['AY', 'D', 'EH', 'N', 'T', 'AH', 'T', 'IY']",real,8,long
305,properties,4.47e-05,4.65,NOUN,"['P', 'R', 'AA1', 'P', 'ER0', 'T', 'IY0', 'Z']","['P', 'R', 'AA', 'P', 'ER', 'T', 'IY', 'Z']",real,8,long
306,affected,4.37e-05,4.64,VERB,"['AH0', 'F', 'EH1', 'K', 'T', 'AH0', 'D']","['AH', 'F', 'EH', 'K', 'T', 'AH', 'D']",real,7,long
307,aircraft,4.37e-05,4.64,NOUN,"['EH1', 'R', 'K', 'R', 'AE2', 'F', 'T']","['EH', 'R', 'K', 'R', 'AE', 'F', 'T']",real,7,long
308,argument,4.37e-05,4.64,NOUN,"['AA1', 'R', 'G', 'Y', 'AH0', 'M', 'AH0', 'N', 'T']","['AA', 'R', 'G', 'Y', 'AH', 'M', 'AH', 'N', 'T']",real,9,long
309,considering,4.37e-05,4.64,VERB,"['K', 'AH0', 'N', 'S', 'IH1', 'D', 'ER0', 'IH0', 'NG']","['K', 'AH', 'N', 'S', 'IH', 'D', 'ER', 'IH', 'NG']",real,9,long
310,corporate,4.37e-05,4.64,ADJ,"['K', 'AO1', 'R', 'P', 'ER0', 'AH0', 'T']","['K', 'AO', 'R', 'P', 'ER', 'AH', 'T']",real,7,long
311,determined,4.37e-05,4.64,VERB,"['D', 'IH0', 'T', 'ER1', 'M', 'AH0', 'N', 'D']","['D', 'IH', 'T', 'ER', 'M', 'AH', 'N', 'D']",real,8,long
312,extended,4.37e-05,4.64,VERB,"['IH0', 'K', 'S', 'T', 'EH1', 'N', 'D', 'AH0', 'D']","['IH', 'K', 'S', 'T', 'EH', 'N', 'D', 'AH', 'D']",real,9,long
313,friendly,4.37e-05,4.64,ADJ,"['F', 'R', 'EH1', 'N', 'D', 'L', 'IY0']","['F', 'R', 'EH', 'N', 'D', 'L', 'IY']",real,7,long
314,millions,4.37e-05,4.64,NOUN,"['M', 'IH1', 'L', 'Y', 'AH0', 'N', 'Z']","['M', 'IH', 'L', 'Y', 'AH', 'N', 'Z']",real,7,long
315,properly,4.37e-05,4.64,ADV,"['P', 'R', 'AA1', 'P', 'ER0', 'L', 'IY0']","['P', 'R', 'AA', 'P', 'ER', 'L', 'IY']",real,7,long
316,residents,4.37e-05,4.64,NOUN,"['R', 'EH1', 'Z', 'IH0', 'D', 'AH0', 'N', 'T', 'S']","['R', 'EH', 'Z', 'IH', 'D', 'AH', 'N', 'T', 'S']",real,9,long
317,temperature,4.37e-05,4.64,NOUN,"['T', 'EH1', 'M', 'P', 'R', 'AH0', 'CH', 'ER0']","['T', 'EH', 'M', 'P', 'R', 'AH', 'CH', 'ER']",real,8,long
318,authorities,4.27e-05,4.63,NOUN,"['AH0', 'TH', 'AO1', 'R', 'AH0', 'T', 'IY0', 'Z']","['AH', 'TH', 'AO', 'R', 'AH', 'T', 'IY', 'Z']",real,8,long
319,basically,4.27e-05,4.63,ADV,"['B', 'EY1', 'S', 'IH0', 'K', 'L', 'IY0']","['B', 'EY', 'S', 'IH', 'K', 'L', 'IY']",real,7,long
320,collected,4.27e-05,4.63,VERB,"['K', 'AH0', 'L', 'EH1', 'K', 'T', 'AH0', 'D']","['K', 'AH', 'L', 'EH', 'K', 'T', 'AH', 'D']",real,8,long
321,context,4.27e-05,4.63,NOUN,"['K', 'AA1', 'N', 'T', 'EH0', 'K', 'S', 'T']","['K', 'AA', 'N', 'T', 'EH', 'K', 'S', 'T']",real,8,long
322,elected,4.27e-05,4.63,VERB,"['IH0', 'L', 'EH1', 'K', 'T', 'AH0', 'D']","['IH', 'L', 'EH', 'K', 'T', 'AH', 'D']",real,7,long
323,examples,4.27e-05,4.63,NOUN,"['IH0', 'G', 'Z', 'AE1', 'M', 'P', 'AH0', 'L', 'Z']","['IH', 'G', 'Z', 'AE', 'M', 'P', 'AH', 'L', 'Z']",real,9,long
324,identified,4.27e-05,4.63,VERB,"['AY0', 'D', 'EH1', 'N', 'T', 'AH0', 'F', 'AY2', 'D']","['AY', 'D', 'EH', 'N', 'T', 'AH', 'F', 'AY', 'D']",real,9,long
325,inspired,4.27e-05,4.63,VERB,"['IH0', 'N', 'S', 'P', 'AY1', 'ER0', 'D']","['IH', 'N', 'S', 'P', 'AY', 'ER', 'D']",real,7,long
326,ministry,4.27e-05,4.63,PROPN,"['M', 'IH1', 'N', 'AH0', 'S', 'T', 'R', 'IY0']","['M', 'IH', 'N', 'AH', 'S', 'T', 'R', 'IY']",real,8,long
327,positions,4.27e-05,4.63,NOUN,"['P', 'AH0', 'Z', 'IH1', 'SH', 'AH0', 'N', 'Z']","['P', 'AH', 'Z', 'IH', 'SH', 'AH', 'N', 'Z']",real,8,long
328,remaining,4.27e-05,4.63,VERB,"['R', 'IH0', 'M', 'EY1', 'N', 'IH0', 'NG']","['R', 'IH', 'M', 'EY', 'N', 'IH', 'NG']",real,7,long
329,delivered,4.17e-05,4.62,VERB,"['D', 'IH0', 'L', 'IH1', 'V', 'ER0', 'D']","['D', 'IH', 'L', 'IH', 'V', 'ER', 'D']",real,7,long
330,estimated,4.17e-05,4.62,VERB,"['EH1', 'S', 'T', 'AH0', 'M', 'EY2', 'T', 'AH0', 'D']","['EH', 'S', 'T', 'AH', 'M', 'EY', 'T', 'AH', 'D']",real,9,long
331,literature,4.17e-05,4.62,NOUN,"['L', 'IH1', 'T', 'ER0', 'AH0', 'CH', 'ER0']","['L', 'IH', 'T', 'ER', 'AH', 'CH', 'ER']",real,7,long
332,moments,4.17e-05,4.62,NOUN,"['M', 'OW1', 'M', 'AH0', 'N', 'T', 'S']","['M', 'OW', 'M', 'AH', 'N', 'T', 'S']",real,7,long
333,ourselves,4.17e-05,4.62,PRON,"['AW0', 'ER0', 'S', 'EH1', 'L', 'V', 'Z']","['AW', 'ER', 'S', 'EH', 'L', 'V', 'Z']",real,7,long
334,selection,4.17e-05,4.62,NOUN,"['S', 'AH0', 'L', 'EH1', 'K', 'SH', 'AH0', 'N']","['S', 'AH', 'L', 'EH', 'K', 'SH', 'AH', 'N']",real,8,long
335,typically,4.17e-05,4.62,ADV,"['T', 'IH1', 'P', 'IH0', 'K', 'L', 'IY0']","['T', 'IH', 'P', 'IH', 'K', 'L', 'IY']",real,7,long
336,vehicles,4.17e-05,4.62,NOUN,"['V', 'IY1', 'HH', 'IH0', 'K', 'AH0', 'L', 'Z']","['V', 'IY', 'HH', 'IH', 'K', 'AH', 'L', 'Z']",real,8,long
337,virginia,4.17e-05,4.62,PROPN,"['V', 'ER0', 'JH', 'IH1', 'N', 'Y', 'AH0']","['V', 'ER', 'JH', 'IH', 'N', 'Y', 'AH']",real,7,long
338,assembly,4.07e-05,4.61,NOUN,"['AH0', 'S', 'EH1', 'M', 'B', 'L', 'IY0']","['AH', 'S', 'EH', 'M', 'B', 'L', 'IY']",real,7,long
339,breakfast,4.07e-05,4.61,NOUN,"['B', 'R', 'EH1', 'K', 'F', 'AH0', 'S', 'T']","['B', 'R', 'EH', 'K', 'F', 'AH', 'S', 'T']",real,8,long
340,capable,4.07e-05,4.61,ADJ,"['K', 'EY1', 'P', 'AH0', 'B', 'AH0', 'L']","['K', 'EY', 'P', 'AH', 'B', 'AH', 'L']",real,7,long
341,customer,4.07e-05,4.61,NOUN,"['K', 'AH1', 'S', 'T', 'AH0', 'M', 'ER0']","['K', 'AH', 'S', 'T', 'AH', 'M', 'ER']",real,7,long
342,destroyed,4.07e-05,4.61,VERB,"['D', 'IH0', 'S', 'T', 'R', 'OY1', 'D']","['D', 'IH', 'S', 'T', 'R', 'OY', 'D']",real,7,long
343,essential,4.07e-05,4.61,ADJ,"['IH0', 'S', 'EH1', 'N', 'SH', 'AH0', 'L']","['IH', 'S', 'EH', 'N', 'SH', 'AH', 'L']",real,7,long
344,familiar,4.07e-05,4.61,ADJ,"['F', 'AH0', 'M', 'IH1', 'L', 'Y', 'ER0']","['F', 'AH', 'M', 'IH', 'L', 'Y', 'ER']",real,7,long
345,granted,4.07e-05,4.61,VERB,"['G', 'R', 'AE1', 'N', 'T', 'AH0', 'D']","['G', 'R', 'AE', 'N', 'T', 'AH', 'D']",real,7,long
346,humans,4.07e-05,4.61,NOUN,"['HH', 'Y', 'UW1', 'M', 'AH0', 'N', 'Z']","['HH', 'Y', 'UW', 'M', 'AH', 'N', 'Z']",real,7,long
347,hundreds,4.07e-05,4.61,NOUN,"['HH', 'AH1', 'N', 'D', 'R', 'AH0', 'D', 'Z']","['HH', 'AH', 'N', 'D', 'R', 'AH', 'D', 'Z']",real,8,long
348,improved,4.07e-05,4.61,VERB,"['IH0', 'M', 'P', 'R', 'UW1', 'V', 'D']","['IH', 'M', 'P', 'R', 'UW', 'V', 'D']",real,7,long
349,markets,4.07e-05,4.61,NOUN,"['M', 'AA1', 'R', 'K', 'AH0', 'T', 'S']","['M', 'AA', 'R', 'K', 'AH', 'T', 'S']",real,7,long
350,perfectly,4.07e-05,4.61,ADV,"['P', 'ER1', 'F', 'AH0', 'K', 'T', 'L', 'IY0']","['P', 'ER', 'F', 'AH', 'K', 'T', 'L', 'IY']",real,8,long
351,recommend,4.07e-05,4.61,VERB,"['R', 'EH2', 'K', 'AH0', 'M', 'EH1', 'N', 'D']","['R', 'EH', 'K', 'AH', 'M', 'EH', 'N', 'D']",real,8,long
352,creative,3.98e-05,4.6,ADJ,"['K', 'R', 'IY0', 'EY1', 'T', 'IH0', 'V']","['K', 'R', 'IY', 'EY', 'T', 'IH', 'V']",real,7,long
353,directed,3.98e-05,4.6,VERB,"['D', 'ER0', 'EH1', 'K', 'T', 'AH0', 'D']","['D', 'ER', 'EH', 'K', 'T', 'AH', 'D']",real,7,long
354,maximum,3.98e-05,4.6,ADJ,"['M', 'AE1', 'K', 'S', 'AH0', 'M', 'AH0', 'M']","['M', 'AE', 'K', 'S', 'AH', 'M', 'AH', 'M']",real,8,long
355,newspaper,3.98e-05,4.6,NOUN,"['N', 'UW1', 'Z', 'P', 'EY2', 'P', 'ER0']","['N', 'UW', 'Z', 'P', 'EY', 'P', 'ER']",real,7,long
356,republic,3.98e-05,4.6,NOUN,"['R', 'IY0', 'P', 'AH1', 'B', 'L', 'AH0', 'K']","['R', 'IY', 'P', 'AH', 'B', 'L', 'AH', 'K']",real,8,long
357,territory,3.98e-05,4.6,NOUN,"['T', 'EH1', 'R', 'IH0', 'T', 'AO2', 'R', 'IY0']","['T', 'EH', 'R', 'IH', 'T', 'AO', 'R', 'IY']",real,8,long
358,appointed,3.89e-05,4.59,VERB,"['AH0', 'P', 'OY1', 'N', 'T', 'AH0', 'D']","['AH', 'P', 'OY', 'N', 'T', 'AH', 'D']",real,7,long
359,assistance,3.89e-05,4.59,NOUN,"['AH0', 'S', 'IH1', 'S', 'T', 'AH0', 'N', 'S']","['AH', 'S', 'IH', 'S', 'T', 'AH', 'N', 'S']",real,8,long
360,boyfriend,3.89e-05,4.59,NOUN,"['B', 'OY1', 'F', 'R', 'EH2', 'N', 'D']","['B', 'OY', 'F', 'R', 'EH', 'N', 'D']",real,7,long
361,concerns,3.89e-05,4.59,NOUN,"['K', 'AH0', 'N', 'S', 'ER1', 'N', 'Z']","['K', 'AH', 'N', 'S', 'ER', 'N', 'Z']",real,7,long
362,controlled,3.89e-05,4.59,VERB,"['K', 'AH0', 'N', 'T', 'R', 'OW1', 'L', 'D']","['K', 'AH', 'N', 'T', 'R', 'OW', 'L', 'D']",real,8,long
363,corporation,3.89e-05,4.59,NOUN,"['K', 'AO2', 'R', 'P', 'ER0', 'EY1', 'SH', 'AH0', 'N']","['K', 'AO', 'R', 'P', 'ER', 'EY', 'SH', 'AH', 'N']",real,9,long
364,delivery,3.89e-05,4.59,NOUN,"['D', 'IH0', 'L', 'IH1', 'V', 'ER0', 'IY0']","['D', 'IH', 'L', 'IH', 'V', 'ER', 'IY']",real,7,long
365,devices,3.89e-05,4.59,NOUN,"['D', 'IH0', 'V', 'AY1', 'S', 'AH0', 'Z']","['D', 'IH', 'V', 'AY', 'S', 'AH', 'Z']",real,7,long
366,explained,3.89e-05,4.59,VERB,"['IH0', 'K', 'S', 'P', 'L', 'EY1', 'N', 'D']","['IH', 'K', 'S', 'P', 'L', 'EY', 'N', 'D']",real,8,long
367,pacific,3.89e-05,4.59,PROPN,"['P', 'AH0', 'S', 'IH1', 'F', 'IH0', 'K']","['P', 'AH', 'S', 'IH', 'F', 'IH', 'K']",real,7,long
368,reasonable,3.89e-05,4.59,ADJ,"['R', 'IY1', 'Z', 'AH0', 'N', 'AH0', 'B', 'AH0', 'L']","['R', 'IY', 'Z', 'AH', 'N', 'AH', 'B', 'AH', 'L']",real,9,long
369,receiving,3.89e-05,4.59,VERB,"['R', 'AH0', 'S', 'IY1', 'V', 'IH0', 'NG']","['R', 'AH', 'S', 'IY', 'V', 'IH', 'NG']",real,7,long
370,resolution,3.89e-05,4.59,NOUN,"['R', 'EH2', 'Z', 'AH0', 'L', 'UW1', 'SH', 'AH0', 'N']","['R', 'EH', 'Z', 'AH', 'L', 'UW', 'SH', 'AH', 'N']",real,9,long
371,typical,3.89e-05,4.59,ADJ,"['T', 'IH1', 'P', 'AH0', 'K', 'AH0', 'L']","['T', 'IH', 'P', 'AH', 'K', 'AH', 'L']",real,7,long
372,universe,3.89e-05,4.59,NOUN,"['Y', 'UW1', 'N', 'AH0', 'V', 'ER2', 'S']","['Y', 'UW', 'N', 'AH', 'V', 'ER', 'S']",real,7,long
373,conducted,3.8e-05,4.58,VERB,"['K', 'AH0', 'N', 'D', 'AH1', 'K', 'T', 'AH0', 'D']","['K', 'AH', 'N', 'D', 'AH', 'K', 'T', 'AH', 'D']",real,9,long
374,dedicated,3.8e-05,4.58,VERB,"['D', 'EH1', 'D', 'AH0', 'K', 'EY0', 'T', 'AH0', 'D']","['D', 'EH', 'D', 'AH', 'K', 'EY', 'T', 'AH', 'D']",real,9,long
375,definition,3.8e-05,4.58,NOUN,"['D', 'EH2', 'F', 'AH0', 'N', 'IH1', 'SH', 'AH0', 'N']","['D', 'EH', 'F', 'AH', 'N', 'IH', 'SH', 'AH', 'N']",real,9,long
376,recovery,3.8e-05,4.58,NOUN,"['R', 'IH0', 'K', 'AH1', 'V', 'R', 'IY0']","['R', 'IH', 'K', 'AH', 'V', 'R', 'IY']",real,7,long
377,represent,3.8e-05,4.58,VERB,"['R', 'EH2', 'P', 'R', 'AH0', 'Z', 'EH1', 'N', 'T']","['R', 'EH', 'P', 'R', 'AH', 'Z', 'EH', 'N', 'T']",real,9,long
378,understood,3.8e-05,4.58,VERB,"['AH2', 'N', 'D', 'ER0', 'S', 'T', 'UH1', 'D']","['AH', 'N', 'D', 'ER', 'S', 'T', 'UH', 'D']",real,8,long
379,academic,3.72e-05,4.57,ADJ,"['AE2', 'K', 'AH0', 'D', 'EH1', 'M', 'IH0', 'K']","['AE', 'K', 'AH', 'D', 'EH', 'M', 'IH', 'K']",real,8,long
380,chemical,3.72e-05,4.57,PROPN,"['K', 'EH1', 'M', 'AH0', 'K', 'AH0', 'L']","['K', 'EH', 'M', 'AH', 'K', 'AH', 'L']",real,7,long
381,normally,3.72e-05,4.57,ADV,"['N', 'AO1', 'R', 'M', 'AH0', 'L', 'IY0']","['N', 'AO', 'R', 'M', 'AH', 'L', 'IY']",real,7,long
382,opposition,3.72e-05,4.57,NOUN,"['AA2', 'P', 'AH0', 'Z', 'IH1', 'SH', 'AH0', 'N']","['AA', 'P', 'AH', 'Z', 'IH', 'SH', 'AH', 'N']",real,8,long
383,personally,3.72e-05,4.57,ADV,"['P', 'ER1', 'S', 'AH0', 'N', 'AH0', 'L', 'IY0']","['P', 'ER', 'S', 'AH', 'N', 'AH', 'L', 'IY']",real,8,long
384,programme,3.72e-05,4.57,NOUN,"['P', 'R', 'OW1', 'G', 'R', 'AE2', 'M']","['P', 'R', 'OW', 'G', 'R', 'AE', 'M']",real,7,long
385,ultimately,3.72e-05,4.57,ADV,"['AH1', 'L', 'T', 'AH0', 'M', 'AH0', 'T', 'L', 'IY0']","['AH', 'L', 'T', 'AH', 'M', 'AH', 'T', 'L', 'IY']",real,9,long
386,anybody,3.63e-05,4.56,PRON,"['EH1', 'N', 'IY0', 'B', 'AH0', 'D', 'IY0']","['EH', 'N', 'IY', 'B', 'AH', 'D', 'IY']",real,7,long
387,basketball,3.63e-05,4.56,NOUN,"['B', 'AE1', 'S', 'K', 'AH0', 'T', 'B', 'AO2', 'L']","['B', 'AE', 'S', 'K', 'AH', 'T', 'B', 'AO', 'L']",real,9,long
388,candidates,3.63e-05,4.56,NOUN,"['K', 'AE1', 'N', 'D', 'AH0', 'D', 'EY0', 'T', 'S']","['K', 'AE', 'N', 'D', 'AH', 'D', 'EY', 'T', 'S']",real,9,long
389,consumer,3.63e-05,4.56,NOUN,"['K', 'AH0', 'N', 'S', 'UW1', 'M', 'ER0']","['K', 'AH', 'N', 'S', 'UW', 'M', 'ER']",real,7,long
390,creation,3.63e-05,4.56,NOUN,"['K', 'R', 'IY0', 'EY1', 'SH', 'AH0', 'N']","['K', 'R', 'IY', 'EY', 'SH', 'AH', 'N']",real,7,long
391,depending,3.63e-05,4.56,VERB,"['D', 'IH0', 'P', 'EH1', 'N', 'D', 'IH0', 'NG']","['D', 'IH', 'P', 'EH', 'N', 'D', 'IH', 'NG']",real,8,long
392,depression,3.63e-05,4.56,NOUN,"['D', 'IH0', 'P', 'R', 'EH1', 'SH', 'AH0', 'N']","['D', 'IH', 'P', 'R', 'EH', 'SH', 'AH', 'N']",real,8,long
393,describe,3.63e-05,4.56,VERB,"['D', 'IH0', 'S', 'K', 'R', 'AY1', 'B']","['D', 'IH', 'S', 'K', 'R', 'AY', 'B']",real,7,long
394,employment,3.63e-05,4.56,NOUN,"['EH0', 'M', 'P', 'L', 'OY1', 'M', 'AH0', 'N', 'T']","['EH', 'M', 'P', 'L', 'OY', 'M', 'AH', 'N', 'T']",real,9,long
395,exclusive,3.63e-05,4.56,ADJ,"['IH0', 'K', 'S', 'K', 'L', 'UW1', 'S', 'IH0', 'V']","['IH', 'K', 'S', 'K', 'L', 'UW', 'S', 'IH', 'V']",real,9,long
396,hopefully,3.63e-05,4.56,ADV,"['HH', 'OW1', 'P', 'F', 'AH0', 'L', 'IY0']","['HH', 'OW', 'P', 'F', 'AH', 'L', 'IY']",real,7,long
397,identify,3.63e-05,4.56,VERB,"['AY0', 'D', 'EH1', 'N', 'T', 'AH0', 'F', 'AY2']","['AY', 'D', 'EH', 'N', 'T', 'AH', 'F', 'AY']",real,8,long
398,importance,3.63e-05,4.56,NOUN,"['IH0', 'M', 'P', 'AO1', 'R', 'T', 'AH0', 'N', 'S']","['IH', 'M', 'P', 'AO', 'R', 'T', 'AH', 'N', 'S']",real,9,long
399,partners,3.63e-05,4.56,NOUN,"['P', 'AA1', 'R', 'T', 'N', 'ER0', 'Z']","['P', 'AA', 'R', 'T', 'N', 'ER', 'Z']",real,7,long
400,performing,3.63e-05,4.56,VERB,"['P', 'ER0', 'F', 'AO1', 'R', 'M', 'IH0', 'NG']","['P', 'ER', 'F', 'AO', 'R', 'M', 'IH', 'NG']",real,8,long
401,personnel,3.63e-05,4.56,NOUN,"['P', 'ER2', 'S', 'AH0', 'N', 'EH1', 'L']","['P', 'ER', 'S', 'AH', 'N', 'EH', 'L']",real,7,long
402,perspective,3.63e-05,4.56,NOUN,"['P', 'ER0', 'S', 'P', 'EH1', 'K', 'T', 'IH0', 'V']","['P', 'ER', 'S', 'P', 'EH', 'K', 'T', 'IH', 'V']",real,9,long
403,revolution,3.63e-05,4.56,NOUN,"['R', 'EH2', 'V', 'AH0', 'L', 'UW1', 'SH', 'AH0', 'N']","['R', 'EH', 'V', 'AH', 'L', 'UW', 'SH', 'AH', 'N']",real,9,long
404,victims,3.63e-05,4.56,NOUN,"['V', 'IH1', 'K', 'T', 'AH0', 'M', 'Z']","['V', 'IH', 'K', 'T', 'AH', 'M', 'Z']",real,7,long
405,declared,3.55e-05,4.55,VERB,"['D', 'IH0', 'K', 'L', 'EH1', 'R', 'D']","['D', 'IH', 'K', 'L', 'EH', 'R', 'D']",real,7,long
406,existence,3.55e-05,4.55,NOUN,"['EH0', 'G', 'Z', 'IH1', 'S', 'T', 'AH0', 'N', 'S']","['EH', 'G', 'Z', 'IH', 'S', 'T', 'AH', 'N', 'S']",real,9,long
407,expression,3.55e-05,4.55,NOUN,"['IH0', 'K', 'S', 'P', 'R', 'EH1', 'SH', 'AH0', 'N']","['IH', 'K', 'S', 'P', 'R', 'EH', 'SH', 'AH', 'N']",real,9,long
408,interior,3.55e-05,4.55,PROPN,"['IH0', 'N', 'T', 'IH1', 'R', 'IY0', 'ER0']","['IH', 'N', 'T', 'IH', 'R', 'IY', 'ER']",real,7,long
409,maintenance,3.55e-05,4.55,NOUN,"['M', 'EY1', 'N', 'T', 'AH0', 'N', 'AH0', 'N', 'S']","['M', 'EY', 'N', 'T', 'AH', 'N', 'AH', 'N', 'S']",real,9,long
410,pakistan,3.55e-05,4.55,PROPN,"['P', 'AE1', 'K', 'IH0', 'S', 'T', 'AE2', 'N']","['P', 'AE', 'K', 'IH', 'S', 'T', 'AE', 'N']",real,8,long
411,practices,3.55e-05,4.55,NOUN,"['P', 'R', 'AE1', 'K', 'T', 'AH0', 'S', 'AH0', 'Z']","['P', 'R', 'AE', 'K', 'T', 'AH', 'S', 'AH', 'Z']",real,9,long
412,replaced,3.55e-05,4.55,VERB,"['R', 'IY2', 'P', 'L', 'EY1', 'S', 'T']","['R', 'IY', 'P', 'L', 'EY', 'S', 'T']",real,7,long
413,resistance,3.55e-05,4.55,NOUN,"['R', 'IH0', 'Z', 'IH1', 'S', 'T', 'AH0', 'N', 'S']","['R', 'IH', 'Z', 'IH', 'S', 'T', 'AH', 'N', 'S']",real,9,long
414,updated,3.55e-05,4.55,VERB,"['AH0', 'P', 'D', 'EY1', 'T', 'AH0', 'D']","['AH', 'P', 'D', 'EY', 'T', 'AH', 'D']",real,7,long
415,absolute,3.47e-05,4.54,ADJ,"['AE1', 'B', 'S', 'AH0', 'L', 'UW2', 'T']","['AE', 'B', 'S', 'AH', 'L', 'UW', 'T']",real,7,long
416,advertising,3.47e-05,4.54,NOUN,"['AE1', 'D', 'V', 'ER0', 'T', 'AY2', 'Z', 'IH0', 'NG']","['AE', 'D', 'V', 'ER', 'T', 'AY', 'Z', 'IH', 'NG']",real,9,long
417,agencies,3.47e-05,4.54,NOUN,"['EY1', 'JH', 'AH0', 'N', 'S', 'IY0', 'Z']","['EY', 'JH', 'AH', 'N', 'S', 'IY', 'Z']",real,7,long
418,democrats,3.47e-05,4.54,PROPN,"['D', 'EH1', 'M', 'AH0', 'K', 'R', 'AE2', 'T', 'S']","['D', 'EH', 'M', 'AH', 'K', 'R', 'AE', 'T', 'S']",real,9,long
