,Unnamed: 0,Word,Condition,Lexicality,Size,Morphology,Frequency,Length,Zipf_Frequency,Phonemes,No_Stress,Part of Speech,Prediction
540,540,eater,RSCL,real,short,complex,2.63e-06,3,3.42,"['IY1', 'T', 'ER0']","['IY', 'T', 'ER']",NOUN,"['IY', 'T', 'ER']"
541,541,redo,RSCL,real,short,complex,1.55e-06,4,3.19,"['R', 'IY0', 'D', 'UW1']","['R', 'IY', 'D', 'UW']",VERB,"['R', 'IY', 'D', 'UW']"
542,542,seaman,RSCL,real,short,complex,1.58e-06,5,3.2,"['S', 'IY1', 'M', 'AH0', 'N']","['S', 'IY', 'M', 'AH', 'N']",NOUN,"['S', 'IY', 'M', 'AH', 'N']"
543,543,dries,RSCL,real,short,complex,1.58e-06,4,3.2,"['D', 'R', 'AY1', 'Z']","['D', 'R', 'AY', 'Z']",VERB,"['D', 'R', 'AY', 'Z']"
544,544,roaming,RSCL,real,short,complex,3.16e-06,5,3.5,"['R', 'OW1', 'M', 'IH0', 'NG']","['R', 'OW', 'M', 'IH', 'NG']",VERB,"['R', 'OW', 'M', 'IH', 'NG']"
545,545,longing,RSCL,real,short,complex,3.16e-06,5,3.5,"['L', 'AO1', 'NG', 'IH0', 'NG']","['L', 'AO', 'NG', 'IH', 'NG']",NOUN,"['L', 'AO', 'NG', 'IH', 'NG']"
546,546,orator,RSCL,real,short,complex,7.94e-07,5,2.9,"['AO1', 'R', 'AH0', 'T', 'ER0']","['AO', 'R', 'AH', 'T', 'ER']",NOUN,"['AO', 'R', 'AH', 'T', 'ER']"
547,547,kneel,RSCL,real,short,complex,1.74e-06,3,3.24,"['N', 'IY1', 'L']","['N', 'IY', 'L']",VERB,"['N', 'IY', 'L']"
548,548,hellish,RSCL,real,short,complex,8.32e-07,5,2.92,"['HH', 'EH1', 'L', 'IH0', 'SH']","['HH', 'EH', 'L', 'IH', 'SH']",ADJ,"['HH', 'EH', 'L', 'IH', 'SH']"
549,549,sayings,RSCL,real,short,complex,1.48e-06,5,3.17,"['S', 'EY1', 'IH0', 'NG', 'Z']","['S', 'EY', 'IH', 'NG', 'Z']",NOUN,"['S', 'EY', 'IH', 'NG', 'Z']"
550,550,bluish,RSCL,real,short,complex,7.59e-07,5,2.88,"['B', 'L', 'UW1', 'IH0', 'SH']","['B', 'L', 'UW', 'IH', 'SH']",ADJ,"['B', 'L', 'UW', 'IH', 'SH']"
551,551,detour,RSCL,real,short,complex,1.58e-06,5,3.2,"['D', 'IH0', 'T', 'UH1', 'R']","['D', 'IH', 'T', 'UH', 'R']",NOUN,"['D', 'IH', 'T', 'UH', 'R']"
552,552,eased,RSCL,real,short,complex,1.78e-06,3,3.25,"['IY1', 'Z', 'D']","['IY', 'Z', 'D']",VERB,"['IY', 'Z', 'D']"
553,553,finesse,RSCL,real,short,complex,1.51e-06,5,3.18,"['F', 'IH0', 'N', 'EH1', 'S']","['F', 'IH', 'N', 'EH', 'S']",VERB,"['F', 'IH', 'N', 'EH', 'S']"
554,554,lawler,RSCL,real,short,complex,8.51e-07,4,2.93,"['L', 'AO1', 'L', 'ER0']","['L', 'AO', 'L', 'ER']",PROPN,"['L', 'AO', 'L', 'ER']"
555,555,haters,RSCL,real,short,complex,3.16e-06,5,3.5,"['HH', 'EY1', 'T', 'ER0', 'Z']","['HH', 'EY', 'T', 'ER', 'Z']",NOUN,"['HH', 'EY', 'T', 'ER', 'Z']"
556,556,foresee,RSCL,real,short,complex,1.51e-06,5,3.18,"['F', 'AO0', 'R', 'S', 'IY1']","['F', 'AO', 'R', 'S', 'IY']",VERB,"['F', 'AO', 'R', 'S', 'IY']"
557,557,outweighed,RSCL,real,short,complex,7.94e-07,5,2.9,"['AW0', 'T', 'W', 'EY1', 'D']","['AW', 'T', 'W', 'EY', 'D']",VERB,"['AW', 'T', 'W', 'EY', 'D']"
558,558,biggie,RSCL,real,short,complex,1.51e-06,4,3.18,"['B', 'IH1', 'G', 'IY0']","['B', 'IH', 'G', 'IY']",NOUN,"['B', 'IH', 'G', 'IY']"
559,559,sewn,RSCL,real,short,complex,1.51e-06,3,3.18,"['S', 'OW1', 'N']","['S', 'OW', 'N']",VERB,"['S', 'OW', 'N']"
560,560,oxen,RSCL,real,short,complex,7.94e-07,5,2.9,"['AA1', 'K', 'S', 'AH0', 'N']","['AA', 'K', 'S', 'AH', 'N']",PROPN,"['AA', 'K', 'S', 'AH', 'N']"
561,561,mapped,RSCL,real,short,complex,3.16e-06,4,3.5,"['M', 'AE1', 'P', 'T']","['M', 'AE', 'P', 'T']",VERB,"['M', 'AE', 'P', 'T']"
562,562,mailed,RSCL,real,short,complex,3.16e-06,4,3.5,"['M', 'EY1', 'L', 'D']","['M', 'EY', 'L', 'D']",VERB,"['M', 'EY', 'L', 'D']"
563,563,shrank,RSCL,real,short,complex,7.94e-07,5,2.9,"['SH', 'R', 'AE1', 'NG', 'K']","['SH', 'R', 'AE', 'NG', 'K']",VERB,"['SH', 'R', 'AE', 'NG', 'K']"
564,564,impair,RSCL,real,short,complex,8.51e-07,5,2.93,"['IH0', 'M', 'P', 'EH1', 'R']","['IH', 'M', 'P', 'EH', 'R']",VERB,"['IH', 'M', 'P', 'EH', 'R']"
565,565,afoot,RSCL,real,short,complex,7.76e-07,4,2.89,"['AH0', 'F', 'UH1', 'T']","['AH', 'F', 'UH', 'T']",VERB,"['AH', 'F', 'UH', 'T']"
566,566,docked,RSCL,real,short,complex,1.58e-06,4,3.2,"['D', 'AA1', 'K', 'T']","['D', 'AA', 'K', 'T']",VERB,"['D', 'AA', 'K', 'T']"
567,567,oars,RSCL,real,short,complex,1.02e-06,3,3.01,"['AO1', 'R', 'Z']","['AO', 'R', 'Z']",NOUN,"['AO', 'R', 'Z']"
568,568,recoil,RSCL,real,short,complex,1.55e-06,5,3.19,"['R', 'IY0', 'K', 'OY1', 'L']","['R', 'IY', 'K', 'OY', 'L']",VERB,"['R', 'IY', 'K', 'OY', 'L']"
569,569,hitter,RSCL,real,short,complex,3.16e-06,4,3.5,"['HH', 'IH1', 'T', 'ER0']","['HH', 'IH', 'T', 'ER']",NOUN,"['HH', 'IH', 'T', 'ER']"
570,570,outing,RSCL,real,short,complex,3.16e-06,4,3.5,"['AW1', 'T', 'IH0', 'NG']","['AW', 'T', 'IH', 'NG']",NOUN,"['AW', 'T', 'IH', 'NG']"
571,571,eels,RSCL,real,short,complex,1.51e-06,3,3.18,"['IY1', 'L', 'Z']","['IY', 'L', 'Z']",NOUN,"['IY', 'L', 'Z']"
572,572,disarray,RSCL,real,short,complex,9.12e-07,5,2.96,"['D', 'IH2', 'S', 'ER0', 'EY1']","['D', 'IH', 'S', 'ER', 'EY']",NOUN,"['D', 'IH', 'S', 'ER', 'EY']"
573,573,ills,RSCL,real,short,complex,1.02e-06,3,3.01,"['IH1', 'L', 'Z']","['IH', 'L', 'Z']",NOUN,"['IH', 'L', 'Z']"
574,574,rename,RSCL,real,short,complex,1.51e-06,5,3.18,"['R', 'IY0', 'N', 'EY1', 'M']","['R', 'IY', 'N', 'EY', 'M']",VERB,"['R', 'IY', 'N', 'EY', 'M']"
575,575,lashes,RSCL,real,short,complex,2.75e-06,5,3.44,"['L', 'AE1', 'SH', 'IH0', 'Z']","['L', 'AE', 'SH', 'IH', 'Z']",NOUN,"['L', 'AE', 'SH', 'IH', 'Z']"
576,576,seashore,RSCL,real,short,complex,8.32e-07,5,2.92,"['S', 'IY1', 'SH', 'AO2', 'R']","['S', 'IY', 'SH', 'AO', 'R']",NOUN,"['S', 'IY', 'SH', 'AO', 'R']"
577,577,badges,RSCL,real,short,complex,3.16e-06,5,3.5,"['B', 'AE1', 'JH', 'IH0', 'Z']","['B', 'AE', 'JH', 'IH', 'Z']",NOUN,"['B', 'AE', 'JH', 'IH', 'Z']"
578,578,milky,RSCL,real,short,complex,3.16e-06,5,3.5,"['M', 'IH1', 'L', 'K', 'IY0']","['M', 'IH', 'L', 'K', 'IY']",ADJ,"['M', 'IH', 'L', 'K', 'IY']"
579,579,ascent,RSCL,real,short,complex,2.63e-06,5,3.42,"['AH0', 'S', 'EH1', 'N', 'T']","['AH', 'S', 'EH', 'N', 'T']",NOUN,"['AH', 'S', 'EH', 'N', 'T']"
580,580,sawmill,RSCL,real,short,complex,7.76e-07,5,2.89,"['S', 'AO1', 'M', 'IH2', 'L']","['S', 'AO', 'M', 'IH', 'L']",NOUN,"['S', 'AO', 'M', 'IH', 'L']"
581,581,authored,RSCL,real,short,complex,3.09e-06,4,3.49,"['AO1', 'TH', 'ER0', 'D']","['AO', 'TH', 'ER', 'D']",VERB,"['AO', 'TH', 'ER', 'D']"
582,582,bailout,RSCL,real,short,complex,1.45e-06,5,3.16,"['B', 'EY1', 'L', 'AW2', 'T']","['B', 'EY', 'L', 'AW', 'T']",NOUN,"['B', 'EY', 'L', 'AW', 'T']"
583,583,beggar,RSCL,real,short,complex,1.48e-06,4,3.17,"['B', 'EH1', 'G', 'ER0']","['B', 'EH', 'G', 'ER']",NOUN,"['B', 'EH', 'G', 'ER']"
584,584,chords,RSCL,real,short,complex,3.16e-06,5,3.5,"['K', 'AO1', 'R', 'D', 'Z']","['K', 'AO', 'R', 'D', 'Z']",NOUN,"['K', 'AO', 'R', 'D', 'Z']"
585,585,unearthed,RSCL,real,short,complex,1.55e-06,5,3.19,"['AH0', 'N', 'ER1', 'TH', 'T']","['AH', 'N', 'ER', 'TH', 'T']",VERB,"['AH', 'N', 'ER', 'TH', 'T']"
586,586,ferries,RSCL,real,short,complex,1.51e-06,5,3.18,"['F', 'EH1', 'R', 'IY0', 'Z']","['F', 'EH', 'R', 'IY', 'Z']",NOUN,"['F', 'EH', 'R', 'IY', 'Z']"
587,587,signage,RSCL,real,short,complex,1.55e-06,5,3.19,"['S', 'AY1', 'N', 'IH0', 'JH']","['S', 'AY', 'N', 'IH', 'JH']",NOUN,"['S', 'AY', 'N', 'IH', 'JH']"
588,588,eyeing,RSCL,real,short,complex,1.45e-06,3,3.16,"['AY1', 'IH0', 'NG']","['AY', 'IH', 'NG']",VERB,"['AY', 'IH', 'NG']"
589,589,chilly,RSCL,real,short,complex,3.16e-06,4,3.5,"['CH', 'IH1', 'L', 'IY0']","['CH', 'IH', 'L', 'IY']",ADJ,"['CH', 'IH', 'L', 'IY']"
590,590,vowed,RSCL,real,short,complex,2.45e-06,3,3.39,"['V', 'AW1', 'D']","['V', 'AW', 'D']",VERB,"['V', 'AW', 'D']"
591,591,newtown,RSCL,real,short,complex,1.58e-06,5,3.2,"['N', 'UW1', 'T', 'AW2', 'N']","['N', 'UW', 'T', 'AW', 'N']",PROPN,"['N', 'UW', 'T', 'AW', 'N']"
592,592,sighed,RSCL,real,short,complex,1.35e-06,3,3.13,"['S', 'AY1', 'D']","['S', 'AY', 'D']",VERB,"['S', 'AY', 'D']"
593,593,apes,RSCL,real,short,complex,2.82e-06,3,3.45,"['EY1', 'P', 'S']","['EY', 'P', 'S']",NOUN,"['EY', 'P', 'S']"
594,594,shone,RSCL,real,short,complex,1.7e-06,3,3.23,"['SH', 'OW1', 'N']","['SH', 'OW', 'N']",VERB,"['SH', 'OW', 'N']"
595,595,maoist,RSCL,real,short,complex,7.94e-07,5,2.9,"['M', 'AW1', 'IH0', 'S', 'T']","['M', 'AW', 'IH', 'S', 'T']",PROPN,"['M', 'AW', 'IH', 'S', 'T']"
596,596,unveil,RSCL,real,short,complex,1.58e-06,5,3.2,"['AH0', 'N', 'V', 'EY1', 'L']","['AH', 'N', 'V', 'EY', 'L']",VERB,"['AH', 'N', 'V', 'EY', 'L']"
597,597,boos,RSCL,real,short,complex,1.07e-06,3,3.03,"['B', 'UW1', 'Z']","['B', 'UW', 'Z']",PROPN,"['B', 'UW', 'Z']"
598,598,crappy,RSCL,real,short,complex,3.16e-06,5,3.5,"['K', 'R', 'AE1', 'P', 'IY2']","['K', 'R', 'AE', 'P', 'IY']",ADJ,"['K', 'R', 'AE', 'P', 'IY']"
599,599,keyed,RSCL,real,short,complex,7.76e-07,3,2.89,"['K', 'IY1', 'D']","['K', 'IY', 'D']",VERB,"['K', 'IY', 'D']"
600,600,agree,RSSH,real,short,simple,9.33e-05,4,4.97,"['AH0', 'G', 'R', 'IY1']","['AH', 'G', 'R', 'IY']",VERB,"['AH', 'G', 'R', 'IY']"
601,601,claim,RSSH,real,short,simple,8.91e-05,4,4.95,"['K', 'L', 'EY1', 'M']","['K', 'L', 'EY', 'M']",VERB,"['K', 'L', 'EY', 'M']"
602,602,said,RSSH,real,short,simple,0.00102,3,6.01,"['S', 'EH1', 'D']","['S', 'EH', 'D']",VERB,"['S', 'EH', 'D']"
603,603,stark,RSSH,real,short,simple,1.02e-05,5,4.01,"['S', 'T', 'AA1', 'R', 'K']","['S', 'T', 'AA', 'R', 'K']",ADJ,"['S', 'T', 'AA', 'R', 'K']"
604,604,known,RSSH,real,short,simple,0.000245,3,5.39,"['N', 'OW1', 'N']","['N', 'OW', 'N']",VERB,"['N', 'OW', 'N']"
605,605,case,RSSH,real,short,simple,0.000355,3,5.55,"['K', 'EY1', 'S']","['K', 'EY', 'S']",NOUN,"['K', 'EY', 'S']"
606,606,those,RSSH,real,short,simple,0.000794,3,5.9,"['DH', 'OW1', 'Z']","['DH', 'OW', 'Z']",PRON,"['DH', 'OW', 'Z']"
607,607,please,RSSH,real,short,simple,0.000457,4,5.66,"['P', 'L', 'IY1', 'Z']","['P', 'L', 'IY', 'Z']",INTJ,"['P', 'L', 'IY', 'Z']"
608,608,minute,RSSH,real,short,simple,9.55e-05,5,4.98,"['M', 'IH1', 'N', 'AH0', 'T']","['M', 'IH', 'N', 'AH', 'T']",NOUN,"['M', 'IH', 'N', 'AH', 'T']"
609,609,maybe,RSSH,real,short,simple,0.000282,4,5.45,"['M', 'EY1', 'B', 'IY0']","['M', 'EY', 'B', 'IY']",ADV,"['M', 'EY', 'B', 'IY']"
610,610,state,RSSH,real,short,simple,0.000603,4,5.78,"['S', 'T', 'EY1', 'T']","['S', 'T', 'EY', 'T']",NOUN,"['S', 'T', 'EY', 'T']"
611,611,jerk,RSSH,real,short,simple,1e-05,3,4.0,"['JH', 'ER1', 'K']","['JH', 'ER', 'K']",VERB,"['JH', 'ER', 'K']"
612,612,den,RSSH,real,short,simple,1.02e-05,3,4.01,"['D', 'EH1', 'N']","['D', 'EH', 'N']",VERB,"['D', 'EH', 'N']"
613,613,lap,RSSH,real,short,simple,1.51e-05,3,4.18,"['L', 'AE1', 'P']","['L', 'AE', 'P']",NOUN,"['L', 'AE', 'P']"
614,614,could,RSSH,real,short,simple,0.00115,3,6.06,"['K', 'UH1', 'D']","['K', 'UH', 'D']",AUX,"['K', 'UH', 'D']"
615,615,taxi,RSSH,real,short,simple,1.55e-05,5,4.19,"['T', 'AE1', 'K', 'S', 'IY0']","['T', 'AE', 'K', 'S', 'IY']",NOUN,"['T', 'AE', 'K', 'S', 'IY']"
616,616,help,RSSH,real,short,simple,0.000562,4,5.75,"['HH', 'EH1', 'L', 'P']","['HH', 'EH', 'L', 'P']",VERB,"['HH', 'EH', 'L', 'P']"
617,617,chase,RSSH,real,short,simple,2.75e-05,3,4.44,"['CH', 'EY1', 'S']","['CH', 'EY', 'S']",VERB,"['CH', 'EY', 'S']"
618,618,part,RSSH,real,short,simple,0.000603,4,5.78,"['P', 'AA1', 'R', 'T']","['P', 'AA', 'R', 'T']",NOUN,"['P', 'AA', 'R', 'T']"
619,619,wear,RSSH,real,short,simple,8.32e-05,3,4.92,"['W', 'EH1', 'R']","['W', 'EH', 'R']",VERB,"['W', 'EH', 'R']"
620,620,money,RSSH,real,short,simple,0.000437,4,5.64,"['M', 'AH1', 'N', 'IY0']","['M', 'AH', 'N', 'IY']",NOUN,"['M', 'AH', 'N', 'IY']"
621,621,harm,RSSH,real,short,simple,2.95e-05,4,4.47,"['HH', 'AA1', 'R', 'M']","['HH', 'AA', 'R', 'M']",VERB,"['HH', 'AA', 'R', 'M']"
622,622,gauge,RSSH,real,short,simple,1.05e-05,3,4.02,"['G', 'EY1', 'JH']","['G', 'EY', 'JH']",VERB,"['G', 'EY', 'JH']"
623,623,boot,RSSH,real,short,simple,1.55e-05,3,4.19,"['B', 'UW1', 'T']","['B', 'UW', 'T']",NOUN,"['B', 'UW', 'T']"
624,624,chart,RSSH,real,short,simple,2.95e-05,4,4.47,"['CH', 'AA1', 'R', 'T']","['CH', 'AA', 'R', 'T']",NOUN,"['CH', 'AA', 'R', 'T']"
625,625,health,RSSH,real,short,simple,0.000275,4,5.44,"['HH', 'EH1', 'L', 'TH']","['HH', 'EH', 'L', 'TH']",NOUN,"['HH', 'EH', 'L', 'TH']"
626,626,bar,RSSH,real,short,simple,8.71e-05,3,4.94,"['B', 'AA1', 'R']","['B', 'AA', 'R']",NOUN,"['B', 'AA', 'R']"
627,627,power,RSSH,real,short,simple,0.000331,3,5.52,"['P', 'AW1', 'ER0']","['P', 'AW', 'ER']",NOUN,"['P', 'AW', 'ER']"
628,628,body,RSSH,real,short,simple,0.000251,4,5.4,"['B', 'AA1', 'D', 'IY0']","['B', 'AA', 'D', 'IY']",NOUN,"['B', 'AA', 'D', 'IY']"
629,629,best,RSSH,real,short,simple,0.000692,4,5.84,"['B', 'EH1', 'S', 'T']","['B', 'EH', 'S', 'T']",ADJ,"['B', 'EH', 'S', 'T']"
630,630,grain,RSSH,real,short,simple,1.51e-05,4,4.18,"['G', 'R', 'EY1', 'N']","['G', 'R', 'EY', 'N']",NOUN,"['G', 'R', 'EY', 'N']"
631,631,white,RSSH,real,short,simple,0.000324,3,5.51,"['W', 'AY1', 'T']","['W', 'AY', 'T']",ADJ,"['W', 'AY', 'T']"
632,632,right,RSSH,real,short,simple,0.000912,3,5.96,"['R', 'AY1', 'T']","['R', 'AY', 'T']",INTJ,"['R', 'AY', 'T']"
633,633,them,RSSH,real,short,simple,0.00155,3,6.19,"['DH', 'EH1', 'M']","['DH', 'EH', 'M']",PRON,"['DH', 'EH', 'M']"
634,634,sun,RSSH,real,short,simple,9.33e-05,3,4.97,"['S', 'AH1', 'N']","['S', 'AH', 'N']",NOUN,"['S', 'AH', 'N']"
635,635,more,RSSH,real,short,simple,0.00229,3,6.36,"['M', 'AO1', 'R']","['M', 'AO', 'R']",ADJ,"['M', 'AO', 'R']"
636,636,crude,RSSH,real,short,simple,1e-05,4,4.0,"['K', 'R', 'UW1', 'D']","['K', 'R', 'UW', 'D']",NOUN,"['K', 'R', 'UW', 'D']"
637,637,bound,RSSH,real,short,simple,2.88e-05,4,4.46,"['B', 'AW1', 'N', 'D']","['B', 'AW', 'N', 'D']",VERB,"['B', 'AW', 'N', 'D']"
638,638,when,RSSH,real,short,simple,0.00234,3,6.37,"['W', 'EH1', 'N']","['W', 'EH', 'N']",SCONJ,"['W', 'EH', 'N']"
639,639,that,RSSH,real,short,simple,0.0102,3,7.01,"['DH', 'AE1', 'T']","['DH', 'AE', 'T']",PRON,"['DH', 'AE', 'T']"
640,640,hip,RSSH,real,short,simple,2.88e-05,3,4.46,"['HH', 'IH1', 'P']","['HH', 'IH', 'P']",NOUN,"['HH', 'IH', 'P']"
641,641,run,RSSH,real,short,simple,0.000309,3,5.49,"['R', 'AH1', 'N']","['R', 'AH', 'N']",VERB,"['R', 'AH', 'N']"
642,642,search,RSSH,real,short,simple,9.12e-05,3,4.96,"['S', 'ER1', 'CH']","['S', 'ER', 'CH']",NOUN,"['S', 'ER', 'CH']"
643,643,none,RSSH,real,short,simple,8.51e-05,3,4.93,"['N', 'AH1', 'N']","['N', 'AH', 'N']",NOUN,"['N', 'AH', 'N']"
644,644,let,RSSH,real,short,simple,0.000398,3,5.6,"['L', 'EH1', 'T']","['L', 'EH', 'T']",VERB,"['L', 'EH', 'T']"
645,645,found,RSSH,real,short,simple,0.000479,4,5.68,"['F', 'AW1', 'N', 'D']","['F', 'AW', 'N', 'D']",VERB,"['F', 'AW', 'N', 'D']"
646,646,image,RSSH,real,short,simple,8.71e-05,4,4.94,"['IH1', 'M', 'AH0', 'JH']","['IH', 'M', 'AH', 'JH']",NOUN,"['IH', 'M', 'AH', 'JH']"
647,647,whole,RSSH,real,short,simple,0.000288,3,5.46,"['HH', 'OW1', 'L']","['HH', 'OW', 'L']",ADJ,"['HH', 'OW', 'L']"
648,648,pet,RSSH,real,short,simple,2.82e-05,3,4.45,"['P', 'EH1', 'T']","['P', 'EH', 'T']",NOUN,"['P', 'EH', 'T']"
649,649,flash,RSSH,real,short,simple,2.82e-05,4,4.45,"['F', 'L', 'AE1', 'SH']","['F', 'L', 'AE', 'SH']",VERB,"['F', 'L', 'AE', 'SH']"
650,650,such,RSSH,real,short,simple,0.000692,3,5.84,"['S', 'AH1', 'CH']","['S', 'AH', 'CH']",ADJ,"['S', 'AH', 'CH']"
651,651,kind,RSSH,real,short,simple,0.000282,4,5.45,"['K', 'AY1', 'N', 'D']","['K', 'AY', 'N', 'D']",NOUN,"['K', 'AY', 'N', 'D']"
652,652,used,RSSH,real,short,simple,0.000631,4,5.8,"['Y', 'UW1', 'Z', 'D']","['Y', 'UW', 'Z', 'D']",VERB,"['Y', 'UW', 'Z', 'D']"
653,653,back,RSSH,real,short,simple,0.0011,3,6.04,"['B', 'AE1', 'K']","['B', 'AE', 'K']",ADV,"['B', 'AE', 'K']"
654,654,south,RSSH,real,short,simple,0.000251,3,5.4,"['S', 'AW1', 'TH']","['S', 'AW', 'TH']",NOUN,"['S', 'AW', 'TH']"
655,655,stop,RSSH,real,short,simple,0.000331,4,5.52,"['S', 'T', 'AA1', 'P']","['S', 'T', 'AA', 'P']",VERB,"['S', 'T', 'AA', 'P']"
656,656,fear,RSSH,real,short,simple,8.91e-05,3,4.95,"['F', 'IH1', 'R']","['F', 'IH', 'R']",VERB,"['F', 'IH', 'R']"
657,657,make,RSSH,real,short,simple,0.0012,3,6.08,"['M', 'EY1', 'K']","['M', 'EY', 'K']",VERB,"['M', 'EY', 'K']"
658,658,far,RSSH,real,short,simple,0.000316,3,5.5,"['F', 'AA1', 'R']","['F', 'AA', 'R']",ADV,"['F', 'AA', 'R']"
659,659,than,RSSH,real,short,simple,0.00135,3,6.13,"['DH', 'AE1', 'N']","['DH', 'AE', 'N']",ADP,"['DH', 'AE', 'N']"
660,660,point,RSSH,real,short,simple,0.000347,4,5.54,"['P', 'OY1', 'N', 'T']","['P', 'OY', 'N', 'T']",VERB,"['P', 'OY', 'N', 'T']"
661,661,scene,RSSH,real,short,simple,9.33e-05,3,4.97,"['S', 'IY1', 'N']","['S', 'IY', 'N']",NOUN,"['S', 'IY', 'N']"
662,662,rule,RSSH,real,short,simple,8.71e-05,3,4.94,"['R', 'UW1', 'L']","['R', 'UW', 'L']",VERB,"['R', 'UW', 'L']"
663,663,sell,RSSH,real,short,simple,9.55e-05,3,4.98,"['S', 'EH1', 'L']","['S', 'EH', 'L']",VERB,"['S', 'EH', 'L']"
664,664,gray,RSSH,real,short,simple,2.82e-05,3,4.45,"['G', 'R', 'EY1']","['G', 'R', 'EY']",ADJ,"['G', 'R', 'EY']"
665,665,this,RSSH,real,short,simple,0.00661,3,6.82,"['DH', 'IH1', 'S']","['DH', 'IH', 'S']",PRON,"['DH', 'IH', 'S']"
666,666,great,RSSH,real,short,simple,0.000759,4,5.88,"['G', 'R', 'EY1', 'T']","['G', 'R', 'EY', 'T']",ADJ,"['G', 'R', 'EY', 'T']"
667,667,bad,RSSH,real,short,simple,0.000339,3,5.53,"['B', 'AE1', 'D']","['B', 'AE', 'D']",ADJ,"['B', 'AE', 'D']"
668,668,from,RSSH,real,short,simple,0.00427,4,6.63,"['F', 'R', 'AH1', 'M']","['F', 'R', 'AH', 'M']",ADP,"['F', 'R', 'AH', 'M']"
669,669,uncle,RSSH,real,short,simple,2.82e-05,5,4.45,"['AH1', 'NG', 'K', 'AH0', 'L']","['AH', 'NG', 'K', 'AH', 'L']",NOUN,"['AH', 'NG', 'K', 'AH', 'L']"
670,670,nude,RSSH,real,short,simple,1e-05,3,4.0,"['N', 'UW1', 'D']","['N', 'UW', 'D']",ADJ,"['N', 'UW', 'D']"
671,671,crush,RSSH,real,short,simple,1.48e-05,4,4.17,"['K', 'R', 'AH1', 'SH']","['K', 'R', 'AH', 'SH']",VERB,"['K', 'R', 'AH', 'SH']"
672,672,cargo,RSSH,real,short,simple,1.55e-05,5,4.19,"['K', 'AA1', 'R', 'G', 'OW2']","['K', 'AA', 'R', 'G', 'OW']",NOUN,"['K', 'AA', 'R', 'G', 'OW']"
673,673,there,RSSH,real,short,simple,0.00204,3,6.31,"['DH', 'EH1', 'R']","['DH', 'EH', 'R']",PRON,"['DH', 'EH', 'R']"
674,674,got,RSSH,real,short,simple,0.000813,3,5.91,"['G', 'AA1', 'T']","['G', 'AA', 'T']",VERB,"['G', 'AA', 'T']"
675,675,other,RSSH,real,short,simple,0.00145,3,6.16,"['AH1', 'DH', 'ER0']","['AH', 'DH', 'ER']",ADJ,"['AH', 'DH', 'ER']"
676,676,which,RSSH,real,short,simple,0.002,3,6.3,"['W', 'IH1', 'CH']","['W', 'IH', 'CH']",PRON,"['W', 'IH', 'CH']"
677,677,can,RSSH,real,short,simple,0.00288,3,6.46,"['K', 'AE1', 'N']","['K', 'AE', 'N']",AUX,"['K', 'AE', 'N']"
678,678,nature,RSSH,real,short,simple,9.55e-05,4,4.98,"['N', 'EY1', 'CH', 'ER0']","['N', 'EY', 'CH', 'ER']",NOUN,"['N', 'EY', 'CH', 'ER']"
679,679,five,RSSH,real,short,simple,0.000282,3,5.45,"['F', 'AY1', 'V']","['F', 'AY', 'V']",NUM,"['F', 'AY', 'V']"
680,680,shit,RSSH,real,short,simple,0.000302,3,5.48,"['SH', 'IH1', 'T']","['SH', 'IH', 'T']",VERB,"['SH', 'IH', 'T']"
681,681,fan,RSSH,real,short,simple,8.32e-05,3,4.92,"['F', 'AE1', 'N']","['F', 'AE', 'N']",PROPN,"['F', 'AE', 'N']"
682,682,raid,RSSH,real,short,simple,1.55e-05,3,4.19,"['R', 'EY1', 'D']","['R', 'EY', 'D']",NOUN,"['R', 'EY', 'D']"
683,683,get,RSSH,real,short,simple,0.00191,3,6.28,"['G', 'EH1', 'T']","['G', 'EH', 'T']",VERB,"['G', 'EH', 'T']"
684,684,sure,RSSH,real,short,simple,0.000468,3,5.67,"['SH', 'UH1', 'R']","['SH', 'UH', 'R']",ADJ,"['SH', 'UH', 'R']"
685,685,soccer,RSSH,real,short,simple,3.02e-05,4,4.48,"['S', 'AA1', 'K', 'ER0']","['S', 'AA', 'K', 'ER']",NOUN,"['S', 'AA', 'K', 'ER']"
686,686,love,RSSH,real,short,simple,0.000661,3,5.82,"['L', 'AH1', 'V']","['L', 'AH', 'V']",VERB,"['L', 'AH', 'V']"
687,687,drone,RSSH,real,short,simple,1e-05,4,4.0,"['D', 'R', 'OW1', 'N']","['D', 'R', 'OW', 'N']",NOUN,"['D', 'R', 'OW', 'N']"
688,688,bone,RSSH,real,short,simple,2.95e-05,3,4.47,"['B', 'OW1', 'N']","['B', 'OW', 'N']",NOUN,"['B', 'OW', 'N']"
689,689,wrong,RSSH,real,short,simple,0.000245,3,5.39,"['R', 'AO1', 'NG']","['R', 'AO', 'NG']",ADJ,"['R', 'AO', 'NG']"
690,690,tape,RSSH,real,short,simple,2.75e-05,3,4.44,"['T', 'EY1', 'P']","['T', 'EY', 'P']",NOUN,"['T', 'EY', 'P']"
691,691,battle,RSSH,real,short,simple,8.71e-05,5,4.94,"['B', 'AE1', 'T', 'AH0', 'L']","['B', 'AE', 'T', 'AH', 'L']",NOUN,"['B', 'AE', 'T', 'AH', 'L']"
