,Word,Condition,Lexicality,Size,Morphology,Frequency,Length,Zipf_Frequency,Phonemes,No_Stress,Part of Speech,Vowel Count,Consonant Count,Prediction,Edit_Distance,Insertions,Deletions,Substitutions,Error_Indices
507,beehive,RSCL,real,short,complex,7.76e-07,5,2.89,"['B', 'IY', 'HH', 'AY', 'V']","['B', 'IY', 'HH', 'AY', 'V']",NOUN,2,3,"['B', 'IY', 'HH', 'AY', 'V']",0,0,0,0,[]
508,earner,RSCL,real,short,complex,8.71e-07,3,2.94,"['ER', 'N', 'ER']","['ER', 'N', 'ER']",NOUN,2,1,"['ER', 'N', 'ER']",0,0,0,0,[]
509,tableau,RSCL,real,short,complex,8.32e-07,5,2.92,"['T', 'AH', 'B', 'L', 'OW']","['T', 'AH', 'B', 'L', 'OW']",NOUN,2,3,"['T', 'AH', 'B', 'L', 'OW']",0,0,0,0,[]
510,tenths,RSCL,real,short,complex,9.33e-07,5,2.97,"['T', 'EH', 'N', 'TH', 'S']","['T', 'EH', 'N', 'TH', 'S']",NOUN,1,4,"['T', 'EH', 'N', 'TH', 'S']",0,0,0,0,[]
511,perverse,RSCL,real,short,complex,1.55e-06,5,3.19,"['P', 'ER', 'V', 'ER', 'S']","['P', 'ER', 'V', 'ER', 'S']",ADJ,2,3,"['P', 'ER', 'V', 'ER', 'S']",0,0,0,0,[]
512,adjourned,RSCL,real,short,complex,2.19e-06,5,3.34,"['AH', 'JH', 'ER', 'N', 'D']","['AH', 'JH', 'ER', 'N', 'D']",VERB,2,3,"['AH', 'JH', 'ER', 'N', 'D']",0,0,0,0,[]
513,chewy,RSCL,real,short,complex,8.71e-07,3,2.94,"['CH', 'UW', 'IY']","['CH', 'UW', 'IY']",ADJ,2,1,"['CH', 'UW', 'IY']",0,0,0,0,[]
514,mating,RSCL,real,short,complex,3.16e-06,5,3.5,"['M', 'EY', 'T', 'IH', 'NG']","['M', 'EY', 'T', 'IH', 'NG']",VERB,2,3,"['M', 'EY', 'T', 'IH', 'NG']",0,0,0,0,[]
515,deepen,RSCL,real,short,complex,1.55e-06,5,3.19,"['D', 'IY', 'P', 'AH', 'N']","['D', 'IY', 'P', 'AH', 'N']",VERB,2,3,"['D', 'IY', 'P', 'AH', 'N']",0,0,0,0,[]
516,ablaze,RSCL,real,short,complex,8.51e-07,5,2.93,"['AH', 'B', 'L', 'EY', 'Z']","['AH', 'B', 'L', 'EY', 'Z']",ADJ,2,3,"['AH', 'B', 'L', 'EY', 'Z']",0,0,0,0,[]
517,onerous,RSCL,real,short,complex,8.32e-07,5,2.92,"['OW', 'N', 'ER', 'AH', 'S']","['OW', 'N', 'ER', 'AH', 'S']",ADJ,3,2,"['OW', 'N', 'ER', 'AH', 'S']",0,0,0,0,[]
518,assessor,RSCL,real,short,complex,7.59e-07,5,2.88,"['AH', 'S', 'EH', 'S', 'ER']","['AH', 'S', 'EH', 'S', 'ER']",NOUN,3,2,"['AH', 'S', 'EH', 'S', 'ER']",0,0,0,0,[]
519,iced,RSCL,real,short,complex,2.88e-06,3,3.46,"['AY', 'S', 'T']","['AY', 'S', 'T']",VERB,1,2,"['AY', 'S', 'T']",0,0,0,0,[]
520,geese,RSCL,real,short,complex,2.24e-06,3,3.35,"['G', 'IY', 'S']","['G', 'IY', 'S']",VERB,1,2,"['G', 'IY', 'S']",0,0,0,0,[]
521,doughnut,RSCL,real,short,complex,1.48e-06,5,3.17,"['D', 'OW', 'N', 'AH', 'T']","['D', 'OW', 'N', 'AH', 'T']",VERB,2,3,"['D', 'OW', 'N', 'AH', 'T']",0,0,0,0,[]
522,haitian,RSCL,real,short,complex,2.24e-06,5,3.35,"['HH', 'EY', 'SH', 'AH', 'N']","['HH', 'EY', 'SH', 'AH', 'N']",ADJ,2,3,"['HH', 'EY', 'SH', 'AH', 'N']",0,0,0,0,[]
523,herbal,RSCL,real,short,complex,2.29e-06,4,3.36,"['ER', 'B', 'AH', 'L']","['ER', 'B', 'AH', 'L']",ADJ,2,2,"['ER', 'B', 'AH', 'L']",0,0,0,0,[]
524,anew,RSCL,real,short,complex,1.58e-06,3,3.2,"['AH', 'N', 'UW']","['AH', 'N', 'UW']",ADV,2,1,"['AH', 'N', 'UW']",0,0,0,0,[]
525,drier,RSCL,real,short,complex,1.55e-06,4,3.19,"['D', 'R', 'AY', 'ER']","['D', 'R', 'AY', 'ER']",ADJ,2,2,"['D', 'R', 'AY', 'ER']",0,0,0,0,[]
526,awfully,RSCL,real,short,complex,2.57e-06,4,3.41,"['AA', 'F', 'L', 'IY']","['AA', 'F', 'L', 'IY']",ADV,2,2,"['AA', 'F', 'L', 'IY']",0,0,0,0,[]
527,upped,RSCL,real,short,complex,1.17e-06,3,3.07,"['AH', 'P', 'T']","['AH', 'P', 'T']",VERB,1,2,"['AH', 'P', 'T']",0,0,0,0,[]
528,faiths,RSCL,real,short,complex,1.58e-06,4,3.2,"['F', 'EY', 'TH', 'S']","['F', 'EY', 'TH', 'S']",NOUN,1,3,"['F', 'EY', 'TH', 'S']",0,0,0,0,[]
529,sorely,RSCL,real,short,complex,1.55e-06,5,3.19,"['S', 'AO', 'R', 'L', 'IY']","['S', 'AO', 'R', 'L', 'IY']",ADV,2,3,"['S', 'AO', 'R', 'L', 'IY']",0,0,0,0,[]
530,hippie,RSCL,real,short,complex,2.29e-06,4,3.36,"['HH', 'IH', 'P', 'IY']","['HH', 'IH', 'P', 'IY']",NOUN,2,2,"['HH', 'IH', 'P', 'IY']",0,0,0,0,[]
531,eyeing,RSCL,real,short,complex,1.45e-06,3,3.16,"['AY', 'IH', 'NG']","['AY', 'IH', 'NG']",VERB,2,1,"['AY', 'IH', 'NG']",0,0,0,0,[]
532,skinner,RSCL,real,short,complex,3.16e-06,5,3.5,"['S', 'K', 'IH', 'N', 'ER']","['S', 'K', 'IH', 'N', 'ER']",PROPN,2,3,"['S', 'K', 'IH', 'N', 'ER']",0,0,0,0,[]
533,mixer,RSCL,real,short,complex,3.16e-06,5,3.5,"['M', 'IH', 'K', 'S', 'ER']","['M', 'IH', 'K', 'S', 'ER']",NOUN,2,3,"['M', 'IH', 'K', 'S', 'ER']",0,0,0,0,[]
534,growers,RSCL,real,short,complex,3.16e-06,5,3.5,"['G', 'R', 'OW', 'ER', 'Z']","['G', 'R', 'OW', 'ER', 'Z']",NOUN,2,3,"['G', 'R', 'OW', 'ER', 'Z']",0,0,0,0,[]
535,shrunk,RSCL,real,short,complex,1.51e-06,5,3.18,"['SH', 'R', 'AH', 'NG', 'K']","['SH', 'R', 'AH', 'NG', 'K']",VERB,1,4,"['SH', 'R', 'AH', 'NG', 'K']",0,0,0,0,[]
536,caress,RSCL,real,short,complex,8.71e-07,4,2.94,"['K', 'ER', 'EH', 'S']","['K', 'ER', 'EH', 'S']",VERB,2,2,"['K', 'ER', 'EH', 'S']",0,0,0,0,[]
537,earthy,RSCL,real,short,complex,1.05e-06,3,3.02,"['ER', 'TH', 'IY']","['ER', 'TH', 'IY']",ADJ,2,1,"['ER', 'TH', 'IY']",0,0,0,0,[]
538,bows,RSCL,real,short,complex,3.16e-06,3,3.5,"['B', 'AW', 'Z']","['B', 'AW', 'Z']",VERB,1,2,"['B', 'AW', 'Z']",0,0,0,0,[]
539,airtight,RSCL,real,short,complex,8.91e-07,5,2.95,"['EH', 'R', 'T', 'AY', 'T']","['EH', 'R', 'T', 'AY', 'T']",NOUN,2,3,"['EH', 'R', 'T', 'AY', 'T']",0,0,0,0,[]
540,eater,RSCL,real,short,complex,2.63e-06,3,3.42,"['IY', 'T', 'ER']","['IY', 'T', 'ER']",NOUN,2,1,"['IY', 'T', 'ER']",0,0,0,0,[]
541,redo,RSCL,real,short,complex,1.55e-06,4,3.19,"['R', 'IY', 'D', 'UW']","['R', 'IY', 'D', 'UW']",VERB,2,2,"['R', 'IY', 'D', 'UW']",0,0,0,0,[]
542,seaman,RSCL,real,short,complex,1.58e-06,5,3.2,"['S', 'IY', 'M', 'AH', 'N']","['S', 'IY', 'M', 'AH', 'N']",NOUN,2,3,"['S', 'IY', 'M', 'AH', 'N']",0,0,0,0,[]
543,dries,RSCL,real,short,complex,1.58e-06,4,3.2,"['D', 'R', 'AY', 'Z']","['D', 'R', 'AY', 'Z']",VERB,1,3,"['D', 'R', 'AY', 'Z']",0,0,0,0,[]
544,roaming,RSCL,real,short,complex,3.16e-06,5,3.5,"['R', 'OW', 'M', 'IH', 'NG']","['R', 'OW', 'M', 'IH', 'NG']",VERB,2,3,"['R', 'OW', 'M', 'IH', 'NG']",0,0,0,0,[]
545,longing,RSCL,real,short,complex,3.16e-06,5,3.5,"['L', 'AO', 'NG', 'IH', 'NG']","['L', 'AO', 'NG', 'IH', 'NG']",NOUN,2,3,"['L', 'AO', 'NG', 'IH', 'NG']",0,0,0,0,[]
546,orator,RSCL,real,short,complex,7.94e-07,5,2.9,"['AO', 'R', 'AH', 'T', 'ER']","['AO', 'R', 'AH', 'T', 'ER']",NOUN,3,2,"['AO', 'R', 'AH', 'T', 'ER']",0,0,0,0,[]
547,kneel,RSCL,real,short,complex,1.74e-06,3,3.24,"['N', 'IY', 'L']","['N', 'IY', 'L']",VERB,1,2,"['N', 'IY', 'L']",0,0,0,0,[]
548,hellish,RSCL,real,short,complex,8.32e-07,5,2.92,"['HH', 'EH', 'L', 'IH', 'SH']","['HH', 'EH', 'L', 'IH', 'SH']",ADJ,2,3,"['HH', 'EH', 'L', 'IH', 'SH']",0,0,0,0,[]
549,sayings,RSCL,real,short,complex,1.48e-06,5,3.17,"['S', 'EY', 'IH', 'NG', 'Z']","['S', 'EY', 'IH', 'NG', 'Z']",NOUN,2,3,"['S', 'EY', 'IH', 'NG', 'Z']",0,0,0,0,[]
550,bluish,RSCL,real,short,complex,7.59e-07,5,2.88,"['B', 'L', 'UW', 'IH', 'SH']","['B', 'L', 'UW', 'IH', 'SH']",ADJ,2,3,"['B', 'L', 'UW', 'IH', 'SH']",0,0,0,0,[]
551,detour,RSCL,real,short,complex,1.58e-06,5,3.2,"['D', 'IH', 'T', 'UH', 'R']","['D', 'IH', 'T', 'UH', 'R']",NOUN,2,3,"['D', 'IH', 'T', 'UH', 'R']",0,0,0,0,[]
552,eased,RSCL,real,short,complex,1.78e-06,3,3.25,"['IY', 'Z', 'D']","['IY', 'Z', 'D']",VERB,1,2,"['IY', 'Z', 'D']",0,0,0,0,[]
553,finesse,RSCL,real,short,complex,1.51e-06,5,3.18,"['F', 'IH', 'N', 'EH', 'S']","['F', 'IH', 'N', 'EH', 'S']",VERB,2,3,"['F', 'IH', 'N', 'EH', 'S']",0,0,0,0,[]
554,lawler,RSCL,real,short,complex,8.51e-07,4,2.93,"['L', 'AO', 'L', 'ER']","['L', 'AO', 'L', 'ER']",PROPN,2,2,"['L', 'AO', 'L', 'ER']",0,0,0,0,[]
555,haters,RSCL,real,short,complex,3.16e-06,5,3.5,"['HH', 'EY', 'T', 'ER', 'Z']","['HH', 'EY', 'T', 'ER', 'Z']",NOUN,2,3,"['HH', 'EY', 'T', 'ER', 'Z']",0,0,0,0,[]
556,foresee,RSCL,real,short,complex,1.51e-06,5,3.18,"['F', 'AO', 'R', 'S', 'IY']","['F', 'AO', 'R', 'S', 'IY']",VERB,2,3,"['F', 'AO', 'R', 'S', 'IY']",0,0,0,0,[]
557,outweighed,RSCL,real,short,complex,7.94e-07,5,2.9,"['AW', 'T', 'W', 'EY', 'D']","['AW', 'T', 'W', 'EY', 'D']",VERB,2,3,"['AW', 'T', 'W', 'EY', 'D']",0,0,0,0,[]
558,biggie,RSCL,real,short,complex,1.51e-06,4,3.18,"['B', 'IH', 'G', 'IY']","['B', 'IH', 'G', 'IY']",NOUN,2,2,"['B', 'IH', 'G', 'IY']",0,0,0,0,[]
559,sewn,RSCL,real,short,complex,1.51e-06,3,3.18,"['S', 'OW', 'N']","['S', 'OW', 'N']",VERB,1,2,"['S', 'OW', 'N']",0,0,0,0,[]
560,oxen,RSCL,real,short,complex,7.94e-07,5,2.9,"['AA', 'K', 'S', 'AH', 'N']","['AA', 'K', 'S', 'AH', 'N']",PROPN,2,3,"['AA', 'K', 'S', 'AH', 'N']",0,0,0,0,[]
561,mapped,RSCL,real,short,complex,3.16e-06,4,3.5,"['M', 'AE', 'P', 'T']","['M', 'AE', 'P', 'T']",VERB,1,3,"['M', 'AE', 'P', 'T']",0,0,0,0,[]
562,mailed,RSCL,real,short,complex,3.16e-06,4,3.5,"['M', 'EY', 'L', 'D']","['M', 'EY', 'L', 'D']",VERB,1,3,"['M', 'EY', 'L', 'D']",0,0,0,0,[]
563,shrank,RSCL,real,short,complex,7.94e-07,5,2.9,"['SH', 'R', 'AE', 'NG', 'K']","['SH', 'R', 'AE', 'NG', 'K']",VERB,1,4,"['SH', 'R', 'AE', 'NG', 'K']",0,0,0,0,[]
564,impair,RSCL,real,short,complex,8.51e-07,5,2.93,"['IH', 'M', 'P', 'EH', 'R']","['IH', 'M', 'P', 'EH', 'R']",VERB,2,3,"['IH', 'M', 'P', 'EH', 'R']",0,0,0,0,[]
565,afoot,RSCL,real,short,complex,7.76e-07,4,2.89,"['AH', 'F', 'UH', 'T']","['AH', 'F', 'UH', 'T']",VERB,2,2,"['AH', 'F', 'UH', 'T']",0,0,0,0,[]
566,docked,RSCL,real,short,complex,1.58e-06,4,3.2,"['D', 'AA', 'K', 'T']","['D', 'AA', 'K', 'T']",VERB,1,3,"['D', 'AA', 'K', 'T']",0,0,0,0,[]
567,oars,RSCL,real,short,complex,1.02e-06,3,3.01,"['AO', 'R', 'Z']","['AO', 'R', 'Z']",NOUN,1,2,"['AO', 'R', 'Z']",0,0,0,0,[]
568,recoil,RSCL,real,short,complex,1.55e-06,5,3.19,"['R', 'IY', 'K', 'OY', 'L']","['R', 'IY', 'K', 'OY', 'L']",VERB,2,3,"['R', 'IY', 'K', 'OY', 'L']",0,0,0,0,[]
569,hitter,RSCL,real,short,complex,3.16e-06,4,3.5,"['HH', 'IH', 'T', 'ER']","['HH', 'IH', 'T', 'ER']",NOUN,2,2,"['HH', 'IH', 'T', 'ER']",0,0,0,0,[]
570,outing,RSCL,real,short,complex,3.16e-06,4,3.5,"['AW', 'T', 'IH', 'NG']","['AW', 'T', 'IH', 'NG']",NOUN,2,2,"['AW', 'T', 'IH', 'NG']",0,0,0,0,[]
571,eels,RSCL,real,short,complex,1.51e-06,3,3.18,"['IY', 'L', 'Z']","['IY', 'L', 'Z']",NOUN,1,2,"['IY', 'L', 'Z']",0,0,0,0,[]
572,disarray,RSCL,real,short,complex,9.12e-07,5,2.96,"['D', 'IH', 'S', 'ER', 'EY']","['D', 'IH', 'S', 'ER', 'EY']",NOUN,3,2,"['D', 'IH', 'S', 'ER', 'EY']",0,0,0,0,[]
573,ills,RSCL,real,short,complex,1.02e-06,3,3.01,"['IH', 'L', 'Z']","['IH', 'L', 'Z']",NOUN,1,2,"['IH', 'L', 'Z']",0,0,0,0,[]
574,rename,RSCL,real,short,complex,1.51e-06,5,3.18,"['R', 'IY', 'N', 'EY', 'M']","['R', 'IY', 'N', 'EY', 'M']",VERB,2,3,"['R', 'IY', 'N', 'EY', 'M']",0,0,0,0,[]
575,lashes,RSCL,real,short,complex,2.75e-06,5,3.44,"['L', 'AE', 'SH', 'IH', 'Z']","['L', 'AE', 'SH', 'IH', 'Z']",NOUN,2,3,"['L', 'AE', 'SH', 'IH', 'Z']",0,0,0,0,[]
576,seashore,RSCL,real,short,complex,8.32e-07,5,2.92,"['S', 'IY', 'SH', 'AO', 'R']","['S', 'IY', 'SH', 'AO', 'R']",NOUN,2,3,"['S', 'IY', 'SH', 'AO', 'R']",0,0,0,0,[]
577,badges,RSCL,real,short,complex,3.16e-06,5,3.5,"['B', 'AE', 'JH', 'IH', 'Z']","['B', 'AE', 'JH', 'IH', 'Z']",NOUN,2,3,"['B', 'AE', 'JH', 'IH', 'Z']",0,0,0,0,[]
578,milky,RSCL,real,short,complex,3.16e-06,5,3.5,"['M', 'IH', 'L', 'K', 'IY']","['M', 'IH', 'L', 'K', 'IY']",ADJ,2,3,"['M', 'IH', 'L', 'K', 'IY']",0,0,0,0,[]
579,ascent,RSCL,real,short,complex,2.63e-06,5,3.42,"['AH', 'S', 'EH', 'N', 'T']","['AH', 'S', 'EH', 'N', 'T']",NOUN,2,3,"['AH', 'S', 'EH', 'N', 'T']",0,0,0,0,[]
580,sawmill,RSCL,real,short,complex,7.76e-07,5,2.89,"['S', 'AO', 'M', 'IH', 'L']","['S', 'AO', 'M', 'IH', 'L']",NOUN,2,3,"['S', 'AO', 'M', 'IH', 'L']",0,0,0,0,[]
581,authored,RSCL,real,short,complex,3.09e-06,4,3.49,"['AO', 'TH', 'ER', 'D']","['AO', 'TH', 'ER', 'D']",VERB,2,2,"['AO', 'TH', 'ER', 'D']",0,0,0,0,[]
582,bailout,RSCL,real,short,complex,1.45e-06,5,3.16,"['B', 'EY', 'L', 'AW', 'T']","['B', 'EY', 'L', 'AW', 'T']",NOUN,2,3,"['B', 'EY', 'L', 'AW', 'T']",0,0,0,0,[]
583,beggar,RSCL,real,short,complex,1.48e-06,4,3.17,"['B', 'EH', 'G', 'ER']","['B', 'EH', 'G', 'ER']",NOUN,2,2,"['B', 'EH', 'G', 'ER']",0,0,0,0,[]
584,chords,RSCL,real,short,complex,3.16e-06,5,3.5,"['K', 'AO', 'R', 'D', 'Z']","['K', 'AO', 'R', 'D', 'Z']",NOUN,1,4,"['K', 'AO', 'R', 'D', 'Z']",0,0,0,0,[]
585,unearthed,RSCL,real,short,complex,1.55e-06,5,3.19,"['AH', 'N', 'ER', 'TH', 'T']","['AH', 'N', 'ER', 'TH', 'T']",VERB,2,3,"['AH', 'N', 'ER', 'TH', 'T']",0,0,0,0,[]
586,ferries,RSCL,real,short,complex,1.51e-06,5,3.18,"['F', 'EH', 'R', 'IY', 'Z']","['F', 'EH', 'R', 'IY', 'Z']",NOUN,2,3,"['F', 'EH', 'R', 'IY', 'Z']",0,0,0,0,[]
587,signage,RSCL,real,short,complex,1.55e-06,5,3.19,"['S', 'AY', 'N', 'IH', 'JH']","['S', 'AY', 'N', 'IH', 'JH']",NOUN,2,3,"['S', 'AY', 'N', 'IH', 'JH']",0,0,0,0,[]
588,eyeing,RSCL,real,short,complex,1.45e-06,3,3.16,"['AY', 'IH', 'NG']","['AY', 'IH', 'NG']",VERB,2,1,"['AY', 'IH', 'NG']",0,0,0,0,[]
589,chilly,RSCL,real,short,complex,3.16e-06,4,3.5,"['CH', 'IH', 'L', 'IY']","['CH', 'IH', 'L', 'IY']",ADJ,2,2,"['CH', 'IH', 'L', 'IY']",0,0,0,0,[]
590,vowed,RSCL,real,short,complex,2.45e-06,3,3.39,"['V', 'AW', 'D']","['V', 'AW', 'D']",VERB,1,2,"['V', 'AW', 'D']",0,0,0,0,[]
591,newtown,RSCL,real,short,complex,1.58e-06,5,3.2,"['N', 'UW', 'T', 'AW', 'N']","['N', 'UW', 'T', 'AW', 'N']",PROPN,2,3,"['N', 'UW', 'T', 'AW', 'N']",0,0,0,0,[]
592,sighed,RSCL,real,short,complex,1.35e-06,3,3.13,"['S', 'AY', 'D']","['S', 'AY', 'D']",VERB,1,2,"['S', 'AY', 'D']",0,0,0,0,[]
593,apes,RSCL,real,short,complex,2.82e-06,3,3.45,"['EY', 'P', 'S']","['EY', 'P', 'S']",NOUN,1,2,"['EY', 'P', 'S']",0,0,0,0,[]
594,shone,RSCL,real,short,complex,1.7e-06,3,3.23,"['SH', 'OW', 'N']","['SH', 'OW', 'N']",VERB,1,2,"['SH', 'OW', 'N']",0,0,0,0,[]
595,maoist,RSCL,real,short,complex,7.94e-07,5,2.9,"['M', 'AW', 'IH', 'S', 'T']","['M', 'AW', 'IH', 'S', 'T']",PROPN,2,3,"['M', 'AW', 'IH', 'S', 'T']",0,0,0,0,[]
596,unveil,RSCL,real,short,complex,1.58e-06,5,3.2,"['AH', 'N', 'V', 'EY', 'L']","['AH', 'N', 'V', 'EY', 'L']",VERB,2,3,"['AH', 'N', 'V', 'EY', 'L']",0,0,0,0,[]
597,boos,RSCL,real,short,complex,1.07e-06,3,3.03,"['B', 'UW', 'Z']","['B', 'UW', 'Z']",PROPN,1,2,"['B', 'UW', 'Z']",0,0,0,0,[]
598,crappy,RSCL,real,short,complex,3.16e-06,5,3.5,"['K', 'R', 'AE', 'P', 'IY']","['K', 'R', 'AE', 'P', 'IY']",ADJ,2,3,"['K', 'R', 'AE', 'P', 'IY']",0,0,0,0,[]
599,keyed,RSCL,real,short,complex,7.76e-07,3,2.89,"['K', 'IY', 'D']","['K', 'IY', 'D']",VERB,1,2,"['K', 'IY', 'D']",0,0,0,0,[]
600,agree,RSSH,real,short,simple,9.33e-05,4,4.97,"['AH', 'G', 'R', 'IY']","['AH', 'G', 'R', 'IY']",VERB,2,2,"['AH', 'G', 'R', 'IY']",0,0,0,0,[]
601,claim,RSSH,real,short,simple,8.91e-05,4,4.95,"['K', 'L', 'EY', 'M']","['K', 'L', 'EY', 'M']",VERB,1,3,"['K', 'L', 'EY', 'M']",0,0,0,0,[]
602,said,RSSH,real,short,simple,0.00102,3,6.01,"['S', 'EH', 'D']","['S', 'EH', 'D']",VERB,1,2,"['S', 'EH', 'D']",0,0,0,0,[]
603,stark,RSSH,real,short,simple,1.02e-05,5,4.01,"['S', 'T', 'AA', 'R', 'K']","['S', 'T', 'AA', 'R', 'K']",ADJ,1,4,"['S', 'T', 'AA', 'R', 'K']",0,0,0,0,[]
604,known,RSSH,real,short,simple,0.000245,3,5.39,"['N', 'OW', 'N']","['N', 'OW', 'N']",VERB,1,2,"['N', 'OW', 'N']",0,0,0,0,[]
605,case,RSSH,real,short,simple,0.000355,3,5.55,"['K', 'EY', 'S']","['K', 'EY', 'S']",NOUN,1,2,"['K', 'EY', 'S']",0,0,0,0,[]
606,those,RSSH,real,short,simple,0.000794,3,5.9,"['DH', 'OW', 'Z']","['DH', 'OW', 'Z']",PRON,1,2,"['DH', 'OW', 'Z']",0,0,0,0,[]
607,please,RSSH,real,short,simple,0.000457,4,5.66,"['P', 'L', 'IY', 'Z']","['P', 'L', 'IY', 'Z']",INTJ,1,3,"['P', 'L', 'IY', 'Z']",0,0,0,0,[]
608,minute,RSSH,real,short,simple,9.55e-05,5,4.98,"['M', 'IH', 'N', 'AH', 'T']","['M', 'IH', 'N', 'AH', 'T']",NOUN,2,3,"['M', 'IH', 'N', 'AH', 'T']",0,0,0,0,[]
609,maybe,RSSH,real,short,simple,0.000282,4,5.45,"['M', 'EY', 'B', 'IY']","['M', 'EY', 'B', 'IY']",ADV,2,2,"['M', 'EY', 'B', 'IY']",0,0,0,0,[]
610,state,RSSH,real,short,simple,0.000603,4,5.78,"['S', 'T', 'EY', 'T']","['S', 'T', 'EY', 'T']",NOUN,1,3,"['S', 'T', 'EY', 'T']",0,0,0,0,[]
611,jerk,RSSH,real,short,simple,1e-05,3,4.0,"['JH', 'ER', 'K']","['JH', 'ER', 'K']",VERB,1,2,"['JH', 'ER', 'K']",0,0,0,0,[]
612,den,RSSH,real,short,simple,1.02e-05,3,4.01,"['D', 'EH', 'N']","['D', 'EH', 'N']",VERB,1,2,"['D', 'EH', 'N']",0,0,0,0,[]
613,lap,RSSH,real,short,simple,1.51e-05,3,4.18,"['L', 'AE', 'P']","['L', 'AE', 'P']",NOUN,1,2,"['L', 'AE', 'P']",0,0,0,0,[]
614,could,RSSH,real,short,simple,0.00115,3,6.06,"['K', 'UH', 'D']","['K', 'UH', 'D']",AUX,1,2,"['K', 'UH', 'D']",0,0,0,0,[]
615,taxi,RSSH,real,short,simple,1.55e-05,5,4.19,"['T', 'AE', 'K', 'S', 'IY']","['T', 'AE', 'K', 'S', 'IY']",NOUN,2,3,"['T', 'AE', 'K', 'S', 'IY']",0,0,0,0,[]
616,help,RSSH,real,short,simple,0.000562,4,5.75,"['HH', 'EH', 'L', 'P']","['HH', 'EH', 'L', 'P']",VERB,1,3,"['HH', 'EH', 'L', 'P']",0,0,0,0,[]
617,chase,RSSH,real,short,simple,2.75e-05,3,4.44,"['CH', 'EY', 'S']","['CH', 'EY', 'S']",VERB,1,2,"['CH', 'EY', 'S']",0,0,0,0,[]
618,part,RSSH,real,short,simple,0.000603,4,5.78,"['P', 'AA', 'R', 'T']","['P', 'AA', 'R', 'T']",NOUN,1,3,"['P', 'AA', 'R', 'T']",0,0,0,0,[]
619,wear,RSSH,real,short,simple,8.32e-05,3,4.92,"['W', 'EH', 'R']","['W', 'EH', 'R']",VERB,1,2,"['W', 'EH', 'R']",0,0,0,0,[]
620,money,RSSH,real,short,simple,0.000437,4,5.64,"['M', 'AH', 'N', 'IY']","['M', 'AH', 'N', 'IY']",NOUN,2,2,"['M', 'AH', 'N', 'IY']",0,0,0,0,[]
621,harm,RSSH,real,short,simple,2.95e-05,4,4.47,"['HH', 'AA', 'R', 'M']","['HH', 'AA', 'R', 'M']",VERB,1,3,"['HH', 'AA', 'R', 'M']",0,0,0,0,[]
622,gauge,RSSH,real,short,simple,1.05e-05,3,4.02,"['G', 'EY', 'JH']","['G', 'EY', 'JH']",VERB,1,2,"['G', 'EY', 'JH']",0,0,0,0,[]
623,boot,RSSH,real,short,simple,1.55e-05,3,4.19,"['B', 'UW', 'T']","['B', 'UW', 'T']",NOUN,1,2,"['B', 'UW', 'T']",0,0,0,0,[]
624,chart,RSSH,real,short,simple,2.95e-05,4,4.47,"['CH', 'AA', 'R', 'T']","['CH', 'AA', 'R', 'T']",NOUN,1,3,"['CH', 'AA', 'R', 'T']",0,0,0,0,[]
625,health,RSSH,real,short,simple,0.000275,4,5.44,"['HH', 'EH', 'L', 'TH']","['HH', 'EH', 'L', 'TH']",NOUN,1,3,"['HH', 'EH', 'L', 'TH']",0,0,0,0,[]
626,bar,RSSH,real,short,simple,8.71e-05,3,4.94,"['B', 'AA', 'R']","['B', 'AA', 'R']",NOUN,1,2,"['B', 'AA', 'R']",0,0,0,0,[]
627,power,RSSH,real,short,simple,0.000331,3,5.52,"['P', 'AW', 'ER']","['P', 'AW', 'ER']",NOUN,2,1,"['P', 'AW', 'ER']",0,0,0,0,[]
628,body,RSSH,real,short,simple,0.000251,4,5.4,"['B', 'AA', 'D', 'IY']","['B', 'AA', 'D', 'IY']",NOUN,2,2,"['B', 'AA', 'D', 'IY']",0,0,0,0,[]
629,best,RSSH,real,short,simple,0.000692,4,5.84,"['B', 'EH', 'S', 'T']","['B', 'EH', 'S', 'T']",ADJ,1,3,"['B', 'EH', 'S', 'T']",0,0,0,0,[]
630,grain,RSSH,real,short,simple,1.51e-05,4,4.18,"['G', 'R', 'EY', 'N']","['G', 'R', 'EY', 'N']",NOUN,1,3,"['G', 'R', 'EY', 'N']",0,0,0,0,[]
631,white,RSSH,real,short,simple,0.000324,3,5.51,"['W', 'AY', 'T']","['W', 'AY', 'T']",ADJ,1,2,"['W', 'AY', 'T']",0,0,0,0,[]
632,right,RSSH,real,short,simple,0.000912,3,5.96,"['R', 'AY', 'T']","['R', 'AY', 'T']",INTJ,1,2,"['R', 'AY', 'T']",0,0,0,0,[]
633,them,RSSH,real,short,simple,0.00155,3,6.19,"['DH', 'EH', 'M']","['DH', 'EH', 'M']",PRON,1,2,"['DH', 'EH', 'M']",0,0,0,0,[]
634,sun,RSSH,real,short,simple,9.33e-05,3,4.97,"['S', 'AH', 'N']","['S', 'AH', 'N']",NOUN,1,2,"['S', 'AH', 'N']",0,0,0,0,[]
635,more,RSSH,real,short,simple,0.00229,3,6.36,"['M', 'AO', 'R']","['M', 'AO', 'R']",ADJ,1,2,"['M', 'AO', 'R']",0,0,0,0,[]
