,Word,Phonemes,No Stress,Length
5539,frainique,"['F', 'R', 'AH0', 'N', 'IY1', 'K', 'AH0']","['F', 'R', 'AH', 'N', 'IY', 'K', 'AH']",7
5543,reseshipt,"['R', 'IY0', 'Z', 'EH1', 'SH', 'P', 'IH0', 'T']","['R', 'IY', 'Z', 'EH', 'SH', 'P', 'IH', 'T']",8
5544,emplecte,"['EH0', 'M', 'P', 'L', 'EH1', 'K', 'T', 'AH0']","['EH', 'M', 'P', 'L', 'EH', 'K', 'T', 'AH']",8
5553,chancidge,"['CH', 'AE1', 'N', 'CH', 'AY2', 'Z', 'D']","['CH', 'AE', 'N', 'CH', 'AY', 'Z', 'D']",7
5569,natistmed,"['N', 'AE1', 'T', 'IH0', 'S', 'T', 'M', 'D']","['N', 'AE', 'T', 'IH', 'S', 'T', 'M', 'D']",8
5570,monnestio,"['M', 'OW0', 'N', 'EH1', 'S', 'T', 'IY0', 'OW0']","['M', 'OW', 'N', 'EH', 'S', 'T', 'IY', 'OW']",8
5580,cividen,"['S', 'IH1', 'V', 'AH0', 'D', 'AH0', 'N']","['S', 'IH', 'V', 'AH', 'D', 'AH', 'N']",7
5588,anceilect,"['AE0', 'N', 'S', 'IY1', 'L', 'EH2', 'K', 'T']","['AE', 'N', 'S', 'IY', 'L', 'EH', 'K', 'T']",8
5590,raturnmen,"['R', 'AE1', 'T', 'ER0', 'N', 'AH0', 'M']","['R', 'AE', 'T', 'ER', 'N', 'AH', 'M']",7
5593,suguires,"['S', 'UW0', 'G', 'W', 'AY1', 'ER0', 'Z']","['S', 'UW', 'G', 'W', 'AY', 'ER', 'Z']",7
5595,offernals,"['AO1', 'F', 'ER0', 'N', 'AH0', 'L', 'Z']","['AO', 'F', 'ER', 'N', 'AH', 'L', 'Z']",7
5600,locaustiv,"['L', 'OW0', 'K', 'AO1', 'S', 'T', 'IH0', 'T']","['L', 'OW', 'K', 'AO', 'S', 'T', 'IH', 'T']",8
5607,lithitive,"['L', 'IH1', 'TH', 'AH0', 'T', 'IH0', 'V']","['L', 'IH', 'TH', 'AH', 'T', 'IH', 'V']",7
5613,sconoutie,"['S', 'K', 'AW1', 'N', 'T', 'AW2', 'IY0']","['S', 'K', 'AW', 'N', 'T', 'AW', 'IY']",7
5616,pleedomen,"['P', 'L', 'IY1', 'D', 'AH0', 'M', 'AH0', 'N']","['P', 'L', 'IY', 'D', 'AH', 'M', 'AH', 'N']",8
5625,indurased,"['IH0', 'N', 'D', 'ER0', 'S', 'EY1', 'D']","['IH', 'N', 'D', 'ER', 'S', 'EY', 'D']",7
5626,preepeado,"['P', 'R', 'IY2', 'EH0', 'T', 'AA1', 'P', 'OW0']","['P', 'R', 'IY', 'EH', 'T', 'AA', 'P', 'OW']",8
5627,anywortio,"['EH0', 'N', 'W', 'IY0', 'AO1', 'R', 'TH', 'OW0']","['EH', 'N', 'W', 'IY', 'AO', 'R', 'TH', 'OW']",8
5635,agenchmen,"['EY1', 'G', 'AH0', 'N', 'M', 'K', 'AH0', 'N']","['EY', 'G', 'AH', 'N', 'M', 'K', 'AH', 'N']",8
5640,approprip,"['AH0', 'P', 'R', 'AA1', 'P', 'R', 'IH0', 'P']","['AH', 'P', 'R', 'AA', 'P', 'R', 'IH', 'P']",8
5648,holiets,"['HH', 'AA1', 'L', 'IY0', 'AH0', 'T', 'S']","['HH', 'AA', 'L', 'IY', 'AH', 'T', 'S']",7
5662,mexuals,"['M', 'EH1', 'K', 'S', 'UW0', 'AH0', 'L', 'Z']","['M', 'EH', 'K', 'S', 'UW', 'AH', 'L', 'Z']",8
5665,teatestel,"['T', 'IY1', 'T', 'IH0', 'S', 'AH0', 'L', 'T']","['T', 'IY', 'T', 'IH', 'S', 'AH', 'L', 'T']",8
5672,glimarce,"['G', 'L', 'IH1', 'M', 'AA0', 'R', 'S']","['G', 'L', 'IH', 'M', 'AA', 'R', 'S']",7
5674,somilan,"['S', 'AA1', 'M', 'AH0', 'L', 'AH0', 'N']","['S', 'AA', 'M', 'AH', 'L', 'AH', 'N']",7
5679,belitatio,"['B', 'EH2', 'L', 'AH0', 'T', 'EY1', 'SH', 'AH0']","['B', 'EH', 'L', 'AH', 'T', 'EY', 'SH', 'AH']",8
5686,junnspand,"['JH', 'AH1', 'N', 'S', 'P', 'AE2', 'N', 'D']","['JH', 'AH', 'N', 'S', 'P', 'AE', 'N', 'D']",8
5687,tasdoloym,"['T', 'AE1', 'S', 'D', 'AH0', 'L', 'AY2', 'M']","['T', 'AE', 'S', 'D', 'AH', 'L', 'AY', 'M']",8
5695,cashaeon,"['K', 'AE0', 'SH', 'AH0', 'W', 'AA1', 'N']","['K', 'AE', 'SH', 'AH', 'W', 'AA', 'N']",7
5716,beciews,"['B', 'EH1', 'S', 'IY0', 'W', 'EH0', 'S']","['B', 'EH', 'S', 'IY', 'W', 'EH', 'S']",7
5725,progratio,"['P', 'R', 'OW0', 'G', 'R', 'EY1', 'SH', 'IY0']","['P', 'R', 'OW', 'G', 'R', 'EY', 'SH', 'IY']",8
5728,chuthpant,"['TH', 'AH1', 'T', 'P', 'AE2', 'N', 'T']","['TH', 'AH', 'T', 'P', 'AE', 'N', 'T']",7
5729,israsure,"['IH0', 'S', 'R', 'AA0', 'SH', 'UH1', 'R']","['IH', 'S', 'R', 'AA', 'SH', 'UH', 'R']",7
5732,assopeam,"['AH0', 'S', 'OW1', 'P', 'IY0', 'AH0', 'N']","['AH', 'S', 'OW', 'P', 'IY', 'AH', 'N']",7
5746,erangs,"['EH1', 'R', 'AH0', 'N', 'S', 'IH0', 'NG']","['EH', 'R', 'AH', 'N', 'S', 'IH', 'NG']",7
5748,pichaeold,"['P', 'IH1', 'K', 'HH', 'OW2', 'L', 'D']","['P', 'IH', 'K', 'HH', 'OW', 'L', 'D']",7
5749,proughati,"['P', 'R', 'OW0', 'G', 'AE1', 'F', 'T', 'IY0']","['P', 'R', 'OW', 'G', 'AE', 'F', 'T', 'IY']",8
5755,thintrina,"['TH', 'IH2', 'N', 'T', 'R', 'IY1', 'N', 'AH0']","['TH', 'IH', 'N', 'T', 'R', 'IY', 'N', 'AH']",8
5774,emplamenc,"['EH1', 'M', 'P', 'L', 'AH0', 'M', 'IH0', 'N']","['EH', 'M', 'P', 'L', 'AH', 'M', 'IH', 'N']",8
5778,reposes,"['R', 'IY0', 'P', 'OW1', 'Z', 'IH0', 'Z']","['R', 'IY', 'P', 'OW', 'Z', 'IH', 'Z']",7
5783,comaice,"['K', 'AH0', 'M', 'EY1', 'CH', 'IY0', 'Z']","['K', 'AH', 'M', 'EY', 'CH', 'IY', 'Z']",7
5788,autfulati,"['AO2', 'T', 'F', 'AH0', 'L', 'EY1', 'T', 'IY0']","['AO', 'T', 'F', 'AH', 'L', 'EY', 'T', 'IY']",8
5789,valebod,"['V', 'AE1', 'L', 'AH0', 'B', 'AA2', 'D']","['V', 'AE', 'L', 'AH', 'B', 'AA', 'D']",7
5799,famillace,"['F', 'AH0', 'M', 'IH1', 'L', 'AH0', 'S']","['F', 'AH', 'M', 'IH', 'L', 'AH', 'S']",7
5822,cohnspers,"['K', 'OW1', 'N', 'S', 'P', 'ER0', 'Z']","['K', 'OW', 'N', 'S', 'P', 'ER', 'Z']",7
5824,libraps,"['L', 'AY1', 'B', 'R', 'AE2', 'P', 'S']","['L', 'AY', 'B', 'R', 'AE', 'P', 'S']",7
5828,artingthm,"['AA1', 'R', 'T', 'IH0', 'NG', 'TH', 'AH0', 'M']","['AA', 'R', 'T', 'IH', 'NG', 'TH', 'AH', 'M']",8
5844,beliatine,"['B', 'IH0', 'L', 'IY0', 'EY1', 'T', 'AH0', 'N']","['B', 'IH', 'L', 'IY', 'EY', 'T', 'AH', 'N']",8
5858,beterabin,"['B', 'EH1', 'T', 'ER0', 'AH0', 'B', 'AH0', 'N']","['B', 'EH', 'T', 'ER', 'AH', 'B', 'AH', 'N']",8
5865,builiceou,"['B', 'IH1', 'L', 'IH0', 'S', 'UW0', 'AH0', 'S']","['B', 'IH', 'L', 'IH', 'S', 'UW', 'AH', 'S']",8
5866,unlentude,"['AH2', 'N', 'L', 'IH0', 'N', 'T', 'UW1', 'D']","['AH', 'N', 'L', 'IH', 'N', 'T', 'UW', 'D']",8
5867,lastomen,"['L', 'AE1', 'S', 'T', 'AH0', 'M', 'AH0', 'N']","['L', 'AE', 'S', 'T', 'AH', 'M', 'AH', 'N']",8
5875,mickessio,"['M', 'IH0', 'K', 'S', 'EH1', 'S', 'IY0', 'OW0']","['M', 'IH', 'K', 'S', 'EH', 'S', 'IY', 'OW']",8
5878,sitterili,"['S', 'IH2', 'T', 'ER0', 'IH1', 'L', 'IY0']","['S', 'IH', 'T', 'ER', 'IH', 'L', 'IY']",7
5882,liffilica,"['L', 'IH0', 'F', 'L', 'IH1', 'K', 'AH0']","['L', 'IH', 'F', 'L', 'IH', 'K', 'AH']",7
5886,updatry,"['AH1', 'P', 'D', 'AH0', 'T', 'R', 'IY0']","['AH', 'P', 'D', 'AH', 'T', 'R', 'IY']",7
5895,peopersia,"['P', 'AH0', 'P', 'AO1', 'R', 'IY0', 'AH0']","['P', 'AH', 'P', 'AO', 'R', 'IY', 'AH']",7
5904,harounces,"['HH', 'ER0', 'UW1', 'N', 'S', 'AH0', 'Z']","['HH', 'ER', 'UW', 'N', 'S', 'AH', 'Z']",7
5921,beanspore,"['B', 'IY1', 'N', 'S', 'P', 'AO2', 'R']","['B', 'IY', 'N', 'S', 'P', 'AO', 'R']",7
5924,secrosoph,"['S', 'EH1', 'K', 'S', 'R', 'AH0', 'F']","['S', 'EH', 'K', 'S', 'R', 'AH', 'F']",7
5939,dunnific,"['D', 'AH0', 'N', 'IH1', 'F', 'IH0', 'K']","['D', 'AH', 'N', 'IH', 'F', 'IH', 'K']",7
5942,perforawa,"['P', 'ER0', 'F', 'AO0', 'R', 'AA1', 'W', 'AH0']","['P', 'ER', 'F', 'AO', 'R', 'AA', 'W', 'AH']",8
5944,lontrony,"['L', 'AH0', 'N', 'T', 'R', 'OW1', 'N', 'IY0']","['L', 'AH', 'N', 'T', 'R', 'OW', 'N', 'IY']",8
5954,uselatial,"['Y', 'UW2', 'S', 'AH0', 'L', 'EY1', 'SH', 'AH0']","['Y', 'UW', 'S', 'AH', 'L', 'EY', 'SH', 'AH']",8
5966,queself,"['K', 'W', 'IY1', 'S', 'L', 'IH0', 'F']","['K', 'W', 'IY', 'S', 'L', 'IH', 'F']",7
5999,fembilly,"['F', 'EH1', 'M', 'B', 'AH0', 'L', 'IY0']","['F', 'EH', 'M', 'B', 'AH', 'L', 'IY']",7
6012,raddervat,"['R', 'AE1', 'D', 'ER0', 'V', 'AE2', 'T']","['R', 'AE', 'D', 'ER', 'V', 'AE', 'T']",7
6017,mesism,"['M', 'EH1', 'S', 'IH0', 'Z', 'AH0', 'M']","['M', 'EH', 'S', 'IH', 'Z', 'AH', 'M']",7
6018,lingral,"['L', 'IH1', 'NG', 'G', 'R', 'AH0', 'L']","['L', 'IH', 'NG', 'G', 'R', 'AH', 'L']",7
6020,curroxima,"['K', 'ER0', 'AH0', 'K', 'S', 'IY1', 'M', 'AH0']","['K', 'ER', 'AH', 'K', 'S', 'IY', 'M', 'AH']",8
6021,schicitio,"['SH', 'IH0', 'CH', 'IY1', 'T', 'IY0', 'OW0']","['SH', 'IH', 'CH', 'IY', 'T', 'IY', 'OW']",7
6022,thropend,"['TH', 'R', 'OW1', 'P', 'AH0', 'N', 'D']","['TH', 'R', 'OW', 'P', 'AH', 'N', 'D']",7
6028,cassitana,"['K', 'AE2', 'S', 'AH0', 'T', 'EY1', 'N', 'AH0']","['K', 'AE', 'S', 'AH', 'T', 'EY', 'N', 'AH']",8
6029,prothdoes,"['P', 'R', 'AA1', 'TH', 'D', 'UW2', 'Z']","['P', 'R', 'AA', 'TH', 'D', 'UW', 'Z']",7
6031,awkwarati,"['AA2', 'K', 'W', 'ER0', 'AA1', 'T', 'IY0']","['AA', 'K', 'W', 'ER', 'AA', 'T', 'IY']",7
6038,alrectose,"['AH0', 'L', 'R', 'EH1', 'K', 'T', 'OW2', 'S']","['AH', 'L', 'R', 'EH', 'K', 'T', 'OW', 'S']",8
6045,secephold,"['S', 'EH1', 'S', 'IH0', 'F', 'OW2', 'L', 'D']","['S', 'EH', 'S', 'IH', 'F', 'OW', 'L', 'D']",8
6047,potalty,"['P', 'OW1', 'T', 'AH0', 'L', 'T', 'IY0']","['P', 'OW', 'T', 'AH', 'L', 'T', 'IY']",7
6054,sathersio,"['S', 'AH0', 'TH', 'ER1', 'S', 'IY0', 'OW0']","['S', 'AH', 'TH', 'ER', 'S', 'IY', 'OW']",7
6061,conturshi,"['K', 'AH0', 'N', 'T', 'ER1', 'CH', 'IY0']","['K', 'AH', 'N', 'T', 'ER', 'CH', 'IY']",7
6065,operciati,"['OW2', 'P', 'ER0', 'IH0', 'S', 'IY1', 'T', 'IY0']","['OW', 'P', 'ER', 'IH', 'S', 'IY', 'T', 'IY']",8
6070,jossonete,"['JH', 'AA1', 'S', 'AH0', 'N', 'AH0', 'T', 'IY0']","['JH', 'AA', 'S', 'AH', 'N', 'AH', 'T', 'IY']",8
6072,turvinati,"['T', 'ER0', 'V', 'EY1', 'N', 'AH0', 'T', 'IY0']","['T', 'ER', 'V', 'EY', 'N', 'AH', 'T', 'IY']",8
6078,desisco,"['D', 'IH0', 'S', 'IY1', 'S', 'K', 'OW0']","['D', 'IH', 'S', 'IY', 'S', 'K', 'OW']",7
6082,alwaysted,"['AE2', 'L', 'W', 'EY1', 'S', 'T', 'IH0', 'D']","['AE', 'L', 'W', 'EY', 'S', 'T', 'IH', 'D']",8
6086,haptorati,"['HH', 'AE1', 'P', 'T', 'ER0', 'AH0', 'T', 'IY0']","['HH', 'AE', 'P', 'T', 'ER', 'AH', 'T', 'IY']",8
6089,gothiolo,"['G', 'OW0', 'TH', 'IY0', 'OW1', 'L', 'OW0']","['G', 'OW', 'TH', 'IY', 'OW', 'L', 'OW']",7
6090,eneryborm,"['EH1', 'N', 'ER0', 'B', 'AO2', 'R', 'M']","['EH', 'N', 'ER', 'B', 'AO', 'R', 'M']",7
6096,adjachins,"['AE1', 'JH', 'AH0', 'K', 'AH0', 'N', 'Z']","['AE', 'JH', 'AH', 'K', 'AH', 'N', 'Z']",7
6097,decadbace,"['D', 'IH0', 'D', 'AE1', 'K', 'S', 'AH0', 'D']","['D', 'IH', 'D', 'AE', 'K', 'S', 'AH', 'D']",8
6101,opperhuti,"['AA2', 'P', 'ER0', 'HH', 'UW1', 'T', 'IY0']","['AA', 'P', 'ER', 'HH', 'UW', 'T', 'IY']",7
6118,plandosed,"['P', 'L', 'AE1', 'N', 'D', 'OW0', 'S', 'T']","['P', 'L', 'AE', 'N', 'D', 'OW', 'S', 'T']",8
6130,symparsat,"['S', 'IH1', 'M', 'P', 'ER0', 'S', 'AE2', 'T']","['S', 'IH', 'M', 'P', 'ER', 'S', 'AE', 'T']",8
6136,emplogiew,"['EH0', 'M', 'P', 'L', 'AA1', 'JH', 'IY0', 'OW0']","['EH', 'M', 'P', 'L', 'AA', 'JH', 'IY', 'OW']",8
6140,purtingue,"['P', 'ER1', 'T', 'IH0', 'NG', 'Y', 'UW2']","['P', 'ER', 'T', 'IH', 'NG', 'Y', 'UW']",7
6143,entimum,"['EH1', 'N', 'T', 'AH0', 'M', 'AH0', 'M']","['EH', 'N', 'T', 'AH', 'M', 'AH', 'M']",7
6147,howessary,"['HH', 'AW1', 'S', 'IH0', 'S', 'R', 'IY0']","['HH', 'AW', 'S', 'IH', 'S', 'R', 'IY']",7
6150,cryiniter,"['K', 'R', 'IH1', 'IH1', 'N', 'AH0', 'T', 'ER0']","['K', 'R', 'IH', 'IH', 'N', 'AH', 'T', 'ER']",8
6158,sheckdoxy,"['SH', 'EH1', 'K', 'D', 'AH0', 'S', 'K', 'IY0']","['SH', 'EH', 'K', 'D', 'AH', 'S', 'K', 'IY']",8
6170,makinste,"['M', 'AH0', 'K', 'IH1', 'N', 'S', 'T']","['M', 'AH', 'K', 'IH', 'N', 'S', 'T']",7
6179,varectorm,"['V', 'ER0', 'EH1', 'K', 'T', 'ER0', 'M']","['V', 'ER', 'EH', 'K', 'T', 'ER', 'M']",7
6198,tonaneent,"['T', 'OW1', 'N', 'IY0', 'N', 'AH0', 'T']","['T', 'OW', 'N', 'IY', 'N', 'AH', 'T']",7
6201,diffeimen,"['D', 'IH1', 'F', 'AH0', 'M', 'IH0', 'N']","['D', 'IH', 'F', 'AH', 'M', 'IH', 'N']",7
6204,progrelly,"['P', 'R', 'AH0', 'G', 'EH1', 'R', 'L', 'IY0']","['P', 'R', 'AH', 'G', 'EH', 'R', 'L', 'IY']",8
6207,dausided,"['D', 'AW1', 'S', 'IH0', 'D', 'IH0', 'D']","['D', 'AW', 'S', 'IH', 'D', 'IH', 'D']",7
6208,weirical,"['W', 'AY1', 'R', 'IH0', 'K', 'AH0', 'L']","['W', 'AY', 'R', 'IH', 'K', 'AH', 'L']",7
6215,focitiona,"['F', 'OW0', 'SH', 'IY0', 'EY1', 'SH', 'AH0', 'N']","['F', 'OW', 'SH', 'IY', 'EY', 'SH', 'AH', 'N']",8
6217,pradingto,"['P', 'R', 'AH0', 'D', 'IH1', 'NG', 'T', 'OW0']","['P', 'R', 'AH', 'D', 'IH', 'NG', 'T', 'OW']",8
6219,bostric,"['B', 'AA1', 'S', 'T', 'R', 'IH0', 'K']","['B', 'AA', 'S', 'T', 'R', 'IH', 'K']",7
6222,everythed,"['EH1', 'V', 'R', 'IY0', 'T', 'HH', 'IH2', 'T']","['EH', 'V', 'R', 'IY', 'T', 'HH', 'IH', 'T']",8
6228,rommingto,"['R', 'AH0', 'M', 'IH1', 'NG', 'T', 'OW0']","['R', 'AH', 'M', 'IH', 'NG', 'T', 'OW']",7
6233,regratiff,"['R', 'IY0', 'G', 'R', 'EY1', 'T', 'IH0', 'F']","['R', 'IY', 'G', 'R', 'EY', 'T', 'IH', 'F']",8
6238,turressiv,"['T', 'UH0', 'R', 'S', 'EH1', 'S', 'IH0', 'V']","['T', 'UH', 'R', 'S', 'EH', 'S', 'IH', 'V']",8
6264,serforic,"['S', 'ER0', 'F', 'AO1', 'R', 'IH0', 'K']","['S', 'ER', 'F', 'AO', 'R', 'IH', 'K']",7
6265,homplit,"['HH', 'AA1', 'M', 'P', 'L', 'AH0', 'T']","['HH', 'AA', 'M', 'P', 'L', 'AH', 'T']",7
6271,crectition,"['K', 'R', 'EH1', 'K', 'T', 'IY0', 'AH0', 'N']","['K', 'R', 'EH', 'K', 'T', 'IY', 'AH', 'N']",8
6276,harrente,"['HH', 'AA0', 'R', 'EH1', 'N', 'T', 'IY0']","['HH', 'AA', 'R', 'EH', 'N', 'T', 'IY']",7
6278,papabling,"['P', 'EY1', 'P', 'AH0', 'L', 'B', 'IH0', 'NG']","['P', 'EY', 'P', 'AH', 'L', 'B', 'IH', 'NG']",8
6289,intital,"['IH0', 'N', 'T', 'AY1', 'T', 'AH0', 'L']","['IH', 'N', 'T', 'AY', 'T', 'AH', 'L']",7
6297,votioding,"['V', 'OW1', 'T', 'IY0', 'AH0', 'D', 'IH0', 'NG']","['V', 'OW', 'T', 'IY', 'AH', 'D', 'IH', 'NG']",8
6299,provion,"['P', 'R', 'OW1', 'V', 'IY0', 'AH0', 'N']","['P', 'R', 'OW', 'V', 'IY', 'AH', 'N']",7
6300,jantember,"['JH', 'AE1', 'N', 'T', 'AH0', 'M', 'B', 'ER0']","['JH', 'AE', 'N', 'T', 'AH', 'M', 'B', 'ER']",8
6303,javisel,"['JH', 'AH0', 'V', 'IH1', 'S', 'AH0', 'L']","['JH', 'AH', 'V', 'IH', 'S', 'AH', 'L']",7
6315,pastrat,"['P', 'AE1', 'S', 'T', 'R', 'AE0', 'T']","['P', 'AE', 'S', 'T', 'R', 'AE', 'T']",7
6319,appormard,"['AH0', 'P', 'AO1', 'R', 'M', 'ER0', 'D']","['AH', 'P', 'AO', 'R', 'M', 'ER', 'D']",7
6343,sittorkee,"['S', 'IH1', 'T', 'K', 'AO2', 'R', 'IY0']","['S', 'IH', 'T', 'K', 'AO', 'R', 'IY']",7
6349,wontainges,"['W', 'AO1', 'N', 'T', 'EY2', 'N', 'Z']","['W', 'AO', 'N', 'T', 'EY', 'N', 'Z']",7
6357,capablelph,"['K', 'AH0', 'P', 'AE1', 'SH', 'L', 'AH0', 'B']","['K', 'AH', 'P', 'AE', 'SH', 'L', 'AH', 'B']",8
6358,colicil,"['K', 'AA1', 'L', 'AH0', 'S', 'AH0', 'L']","['K', 'AA', 'L', 'AH', 'S', 'AH', 'L']",7
6360,sublions,"['S', 'AH1', 'B', 'L', 'IY0', 'AH0', 'N', 'Z']","['S', 'AH', 'B', 'L', 'IY', 'AH', 'N', 'Z']",8
6366,kenersta,"['K', 'EH2', 'N', 'ER0', 'S', 'T', 'AA1']","['K', 'EH', 'N', 'ER', 'S', 'T', 'AA']",7
6371,fachbired,"['F', 'AE1', 'K', 'B', 'AY2', 'R', 'D']","['F', 'AE', 'K', 'B', 'AY', 'R', 'D']",7
6377,psychedere,"['S', 'AY2', 'K', 'IH0', 'D', 'IY1', 'R']","['S', 'AY', 'K', 'IH', 'D', 'IY', 'R']",7
6378,butchandis,"['B', 'UW0', 'CH', 'AA1', 'N', 'D', 'IY0', 'Z']","['B', 'UW', 'CH', 'AA', 'N', 'D', 'IY', 'Z']",8
6383,actiews,"['AE1', 'K', 'T', 'IY0', 'W', 'EH0', 'Z']","['AE', 'K', 'T', 'IY', 'W', 'EH', 'Z']",7
6390,polloral,"['P', 'AH0', 'L', 'AO1', 'R', 'AH0', 'L']","['P', 'AH', 'L', 'AO', 'R', 'AH', 'L']",7
6391,assearent,"['AH0', 'S', 'IY1', 'R', 'AH0', 'N', 'T']","['AH', 'S', 'IY', 'R', 'AH', 'N', 'T']",7
6395,instron,"['IH1', 'N', 'S', 'T', 'R', 'AH0', 'N']","['IH', 'N', 'S', 'T', 'R', 'AH', 'N']",7
6435,happonory,"['HH', 'AE1', 'P', 'AH0', 'N', 'AO2', 'R', 'IY0']","['HH', 'AE', 'P', 'AH', 'N', 'AO', 'R', 'IY']",8
6437,cyansic,"['CH', 'AY1', 'AH0', 'N', 'S', 'IH0', 'K']","['CH', 'AY', 'AH', 'N', 'S', 'IH', 'K']",7
6440,letualy,"['L', 'EH1', 'T', 'Y', 'UW0', 'EY2', 'L', 'IY0']","['L', 'EH', 'T', 'Y', 'UW', 'EY', 'L', 'IY']",8
6447,pourcrary,"['P', 'UH1', 'R', 'K', 'R', 'EH2', 'R', 'IY0']","['P', 'UH', 'R', 'K', 'R', 'EH', 'R', 'IY']",8
6449,unioribe,"['Y', 'UW1', 'N', 'Y', 'ER0', 'AH0', 'B', 'IY0']","['Y', 'UW', 'N', 'Y', 'ER', 'AH', 'B', 'IY']",8
6456,becadbace,"['B', 'EH1', 'K', 'AH0', 'D', 'B', 'EY2', 'S']","['B', 'EH', 'K', 'AH', 'D', 'B', 'EY', 'S']",8
6478,squitatee,"['S', 'K', 'W', 'IH0', 'T', 'EY1', 'T', 'IY0']","['S', 'K', 'W', 'IH', 'T', 'EY', 'T', 'IY']",8
6479,betwory,"['B', 'EH1', 'T', 'W', 'ER2', 'DH', 'IY0']","['B', 'EH', 'T', 'W', 'ER', 'DH', 'IY']",7
6483,miscatore,"['M', 'IH0', 'S', 'K', 'EY1', 'T', 'ER0']","['M', 'IH', 'S', 'K', 'EY', 'T', 'ER']",7
6501,escaussibl,"['IH0', 'S', 'K', 'AA1', 'S', 'B', 'AH0', 'L']","['IH', 'S', 'K', 'AA', 'S', 'B', 'AH', 'L']",8
6502,imbruate,"['IH0', 'M', 'B', 'R', 'UW1', 'CH', 'EY2']","['IH', 'M', 'B', 'R', 'UW', 'CH', 'EY']",7
6510,anymon,"['AE1', 'N', 'Y', 'AH0', 'M', 'AH0', 'N']","['AE', 'N', 'Y', 'AH', 'M', 'AH', 'N']",7
6512,prokine,"['P', 'R', 'OW0', 'K', 'IY1', 'N', 'IY0']","['P', 'R', 'OW', 'K', 'IY', 'N', 'IY']",7
6517,parraory,"['P', 'EH1', 'R', 'AH0', 'W', 'EH2', 'R', 'IY0']","['P', 'EH', 'R', 'AH', 'W', 'EH', 'R', 'IY']",8
6524,liampies,"['L', 'IY0', 'AE1', 'M', 'P', 'IY0', 'Z']","['L', 'IY', 'AE', 'M', 'P', 'IY', 'Z']",7
6529,sourseerst,"['S', 'AW1', 'R', 'S', 'R', 'IY2', 'S', 'T']","['S', 'AW', 'R', 'S', 'R', 'IY', 'S', 'T']",8
6537,ownerpoist,"['OW1', 'N', 'ER0', 'P', 'OY2', 'T', 'S']","['OW', 'N', 'ER', 'P', 'OY', 'T', 'S']",7
6541,gignins,"['G', 'IH1', 'G', 'N', 'IH0', 'N', 'Z']","['G', 'IH', 'G', 'N', 'IH', 'N', 'Z']",7
6542,replowery,"['R', 'IY0', 'P', 'L', 'UW1', 'ER0', 'IY0']","['R', 'IY', 'P', 'L', 'UW', 'ER', 'IY']",7
6543,enotgam,"['IH0', 'N', 'AA1', 'T', 'G', 'AH0', 'M']","['IH', 'N', 'AA', 'T', 'G', 'AH', 'M']",7
6546,elentarts,"['EH1', 'L', 'AH0', 'N', 'T', 'ER0', 'T', 'S']","['EH', 'L', 'AH', 'N', 'T', 'ER', 'T', 'S']",8
6558,pariale,"['P', 'AA0', 'R', 'IY0', 'AA1', 'L', 'IY0']","['P', 'AA', 'R', 'IY', 'AA', 'L', 'IY']",7
6567,rembidess,"['R', 'EH1', 'M', 'B', 'AY0', 'D', 'AH0', 'S']","['R', 'EH', 'M', 'B', 'AY', 'D', 'AH', 'S']",8
6569,simistit,"['S', 'IH1', 'M', 'AH0', 'S', 'T', 'AH0', 'T']","['S', 'IH', 'M', 'AH', 'S', 'T', 'AH', 'T']",8
6570,togetio,"['T', 'OW0', 'JH', 'IY1', 'T', 'IY0', 'OW0']","['T', 'OW', 'JH', 'IY', 'T', 'IY', 'OW']",7
6582,detiverth,"['D', 'IH0', 'T', 'AY1', 'V', 'ER0', 'TH']","['D', 'IH', 'T', 'AY', 'V', 'ER', 'TH']",7
6588,tervicance,"['T', 'ER1', 'V', 'AH0', 'K', 'AH0', 'N', 'S']","['T', 'ER', 'V', 'AH', 'K', 'AH', 'N', 'S']",8
6592,punnstro,"['P', 'AH1', 'N', 'S', 'T', 'R', 'OW0']","['P', 'AH', 'N', 'S', 'T', 'R', 'OW']",7
6606,shintuals,"['SH', 'IH1', 'N', 'T', 'AH0', 'L', 'Z']","['SH', 'IH', 'N', 'T', 'AH', 'L', 'Z']",7
6612,pashibled,"['P', 'AE1', 'SH', 'AH0', 'B', 'AH0', 'L', 'D']","['P', 'AE', 'SH', 'AH', 'B', 'AH', 'L', 'D']",8
6622,peasonatio,"['P', 'EH2', 'Z', 'AH0', 'N', 'EY1', 'SH', 'AH0']","['P', 'EH', 'Z', 'AH', 'N', 'EY', 'SH', 'AH']",8
6625,stataritti,"['S', 'T', 'AA0', 'T', 'AA1', 'R', 'T', 'IY0']","['S', 'T', 'AA', 'T', 'AA', 'R', 'T', 'IY']",8
6627,sournaties,"['S', 'AO1', 'R', 'N', 'AH0', 'T', 'IY0', 'Z']","['S', 'AO', 'R', 'N', 'AH', 'T', 'IY', 'Z']",8
6628,coasonals,"['K', 'OW1', 'S', 'AH0', 'N', 'AH0', 'L', 'Z']","['K', 'OW', 'S', 'AH', 'N', 'AH', 'L', 'Z']",8
6632,clancially,"['K', 'L', 'AE1', 'N', 'CH', 'AH0', 'L', 'IY0']","['K', 'L', 'AE', 'N', 'CH', 'AH', 'L', 'IY']",8
