,Word,Phonemes,No Stress,Length
5263,himbrion,"['HH', 'IH1', 'M', 'B', 'R', 'IY0', 'AH0', 'N']","['HH', 'IH', 'M', 'B', 'R', 'IY', 'AH', 'N']",8
5264,matains,"['M', 'AH0', 'T', 'EY1', 'N', 'Z']","['M', 'AH', 'T', 'EY', 'N', 'Z']",6
5265,alwarle,"['AO1', 'L', 'W', 'ER0', 'L', 'EH2']","['AO', 'L', 'W', 'ER', 'L', 'EH']",6
5267,woungion,"['W', 'AH1', 'NG', 'G', 'AH0', 'N']","['W', 'AH', 'NG', 'G', 'AH', 'N']",6
5269,billand,"['B', 'IH1', 'L', 'AH0', 'N', 'D']","['B', 'IH', 'L', 'AH', 'N', 'D']",6
5272,discred,"['D', 'IH1', 'S', 'K', 'R', 'IH0', 'D']","['D', 'IH', 'S', 'K', 'R', 'IH', 'D']",7
5273,ghetissis,"['G', 'AH0', 'T', 'IH1', 'S', 'AH0', 'S']","['G', 'AH', 'T', 'IH', 'S', 'AH', 'S']",7
5275,offing,"['AO1', 'F', 'IH0', 'NG']","['AO', 'F', 'IH', 'NG']",4
5276,matione,"['M', 'AA0', 'T', 'IY0', 'OW1', 'N', 'IY0']","['M', 'AA', 'T', 'IY', 'OW', 'N', 'IY']",7
5277,babito,"['B', 'AA0', 'B', 'IY1', 'T', 'OW0']","['B', 'AA', 'B', 'IY', 'T', 'OW']",6
5278,bremseado,"['B', 'R', 'EH0', 'M', 'S', 'IY1', 'D', 'OW0']","['B', 'R', 'EH', 'M', 'S', 'IY', 'D', 'OW']",8
5280,adveratio,"['AE2', 'D', 'V', 'R', 'EY1', 'T', 'IY0']","['AE', 'D', 'V', 'R', 'EY', 'T', 'IY']",7
5281,denossas,"['D', 'IH0', 'N', 'OW1', 'S', 'AH0', 'S']","['D', 'IH', 'N', 'OW', 'S', 'AH', 'S']",7
5282,teedity,"['T', 'IY1', 'D', 'AH0', 'T', 'IY0']","['T', 'IY', 'D', 'AH', 'T', 'IY']",6
5283,peortry,"['P', 'IY1', 'ER0', 'T', 'IY0']","['P', 'IY', 'ER', 'T', 'IY']",5
5285,coliciely,"['K', 'AH0', 'L', 'IH1', 'S', 'IY0', 'AH0', 'L', 'IY0']","['K', 'AH', 'L', 'IH', 'S', 'IY', 'AH', 'L', 'IY']",9
5288,telliamen,"['T', 'EH1', 'L', 'IY0', 'AH0', 'M', 'AH0', 'N']","['T', 'EH', 'L', 'IY', 'AH', 'M', 'AH', 'N']",8
5289,figrese,"['F', 'IH1', 'G', 'R', 'AH0', 'S']","['F', 'IH', 'G', 'R', 'AH', 'S']",6
5291,lannever,"['L', 'AE1', 'N', 'IH0', 'V', 'ER0']","['L', 'AE', 'N', 'IH', 'V', 'ER']",6
5294,educhiple,"['EH1', 'JH', 'AH0', 'K', 'W', 'IH2', 'L', 'AH0', 'P']","['EH', 'JH', 'AH', 'K', 'W', 'IH', 'L', 'AH', 'P']",9
5297,ordnetan,"['AO0', 'R', 'D', 'N', 'EH1', 'T', 'AH0', 'N']","['AO', 'R', 'D', 'N', 'EH', 'T', 'AH', 'N']",8
5298,pictort,"['P', 'IH1', 'K', 'T', 'AO2', 'R', 'T']","['P', 'IH', 'K', 'T', 'AO', 'R', 'T']",7
5299,lossument,"['L', 'AA1', 'S', 'W', 'AH0', 'N', 'T', 'AH0', 'M']","['L', 'AA', 'S', 'W', 'AH', 'N', 'T', 'AH', 'M']",9
5301,readquary,"['R', 'IY2', 'AH0', 'D', 'K', 'W', 'AO1', 'R', 'EY0']","['R', 'IY', 'AH', 'D', 'K', 'W', 'AO', 'R', 'EY']",9
5303,someters,"['S', 'AH1', 'M', 'AH0', 'T', 'ER0', 'Z']","['S', 'AH', 'M', 'AH', 'T', 'ER', 'Z']",7
5305,statense,"['S', 'T', 'EY1', 'T', 'AH0', 'N', 'S']","['S', 'T', 'EY', 'T', 'AH', 'N', 'S']",7
5306,sighlielt,"['S', 'IH1', 'G', 'L', 'IY0', 'AH0', 'T']","['S', 'IH', 'G', 'L', 'IY', 'AH', 'T']",7
5310,tonasur,"['T', 'AA1', 'N', 'AH0', 'S', 'ER0']","['T', 'AA', 'N', 'AH', 'S', 'ER']",6
5311,bustureld,"['B', 'AH1', 'S', 'CH', 'ER0', 'AH0', 'L', 'D']","['B', 'AH', 'S', 'CH', 'ER', 'AH', 'L', 'D']",8
5315,killogism,"['K', 'IH1', 'L', 'AH0', 'JH', 'AH0', 'Z', 'AH0', 'M']","['K', 'IH', 'L', 'AH', 'JH', 'AH', 'Z', 'AH', 'M']",9
5319,denerles,"['D', 'IH0', 'N', 'ER1', 'L', 'Z']","['D', 'IH', 'N', 'ER', 'L', 'Z']",6
5320,quildin,"['K', 'W', 'IH1', 'L', 'D', 'IH0', 'N']","['K', 'W', 'IH', 'L', 'D', 'IH', 'N']",7
5321,alrend,"['AA1', 'L', 'R', 'EH0', 'N', 'D']","['AA', 'L', 'R', 'EH', 'N', 'D']",6
5322,raturial,"['R', 'AH0', 'T', 'Y', 'UH1', 'R', 'IY0', 'AH0', 'L']","['R', 'AH', 'T', 'Y', 'UH', 'R', 'IY', 'AH', 'L']",9
5326,elexan,"['EH1', 'L', 'AH0', 'S', 'K', 'AE2', 'N']","['EH', 'L', 'AH', 'S', 'K', 'AE', 'N']",7
5327,deventute,"['D', 'EH1', 'V', 'AH0', 'N', 'T', 'UW2', 'T']","['D', 'EH', 'V', 'AH', 'N', 'T', 'UW', 'T']",8
5328,britious,"['B', 'R', 'IH1', 'SH', 'AH0', 'S']","['B', 'R', 'IH', 'SH', 'AH', 'S']",6
5330,alfridan,"['AE1', 'L', 'F', 'R', 'IH0', 'D', 'AH0', 'N']","['AE', 'L', 'F', 'R', 'IH', 'D', 'AH', 'N']",8
5335,surcuity,"['S', 'ER0', 'K', 'W', 'EY1', 'S', 'T', 'IY0']","['S', 'ER', 'K', 'W', 'EY', 'S', 'T', 'IY']",8
5337,indund,"['IH1', 'N', 'D', 'AH0', 'N', 'D']","['IH', 'N', 'D', 'AH', 'N', 'D']",6
5338,peopern,"['P', 'IY1', 'P', 'ER0', 'N']","['P', 'IY', 'P', 'ER', 'N']",5
5342,opiksones,"['OW1', 'P', 'AH0', 'K', 'S', 'OW2', 'N', 'Z']","['OW', 'P', 'AH', 'K', 'S', 'OW', 'N', 'Z']",8
5343,havolver,"['HH', 'AE1', 'V', 'AH0', 'L', 'V', 'ER0']","['HH', 'AE', 'V', 'AH', 'L', 'V', 'ER']",7
5344,abanstall,"['AH0', 'B', 'AE1', 'N', 'S', 'T', 'AH0', 'L']","['AH', 'B', 'AE', 'N', 'S', 'T', 'AH', 'L']",8
5349,sebues,"['S', 'IY1', 'B', 'UW0', 'Z']","['S', 'IY', 'B', 'UW', 'Z']",5
5351,typortude,"['T', 'AY1', 'P', 'ER0', 'T', 'UW2', 'D']","['T', 'AY', 'P', 'ER', 'T', 'UW', 'D']",7
5352,dipormans,"['D', 'IH1', 'P', 'ER0', 'M', 'AH0', 'N', 'Z']","['D', 'IH', 'P', 'ER', 'M', 'AH', 'N', 'Z']",8
5356,deforing,"['D', 'IH0', 'F', 'AO1', 'R', 'IH0', 'NG']","['D', 'IH', 'F', 'AO', 'R', 'IH', 'NG']",7
5357,addining,"['AH0', 'D', 'IY1', 'N', 'IH0', 'NG']","['AH', 'D', 'IY', 'N', 'IH', 'NG']",6
5359,opectry,"['OW1', 'P', 'AH0', 'K', 'T', 'R', 'IY0']","['OW', 'P', 'AH', 'K', 'T', 'R', 'IY']",7
5360,islamized,"['IH1', 'S', 'L', 'AH0', 'M', 'AY2', 'Z', 'D']","['IH', 'S', 'L', 'AH', 'M', 'AY', 'Z', 'D']",8
5365,annues,"['AE1', 'N', 'Y', 'UW2', 'Z']","['AE', 'N', 'Y', 'UW', 'Z']",5
5367,varails,"['V', 'ER0', 'EY1', 'L', 'Z']","['V', 'ER', 'EY', 'L', 'Z']",5
5370,poplage,"['P', 'AA1', 'P', 'AH0', 'L', 'IH0', 'JH']","['P', 'AA', 'P', 'AH', 'L', 'IH', 'JH']",7
5372,littocold,"['L', 'IH1', 'T', 'AH0', 'K', 'AH0', 'L', 'D']","['L', 'IH', 'T', 'AH', 'K', 'AH', 'L', 'D']",8
5374,autome,"['AO1', 'T', 'OW0', 'M']","['AO', 'T', 'OW', 'M']",4
5375,kilmeforh,"['K', 'IH1', 'L', 'M', 'AH0', 'F', 'AO2', 'R']","['K', 'IH', 'L', 'M', 'AH', 'F', 'AO', 'R']",8
5376,typitimes,"['T', 'IH1', 'P', 'AH0', 'T', 'AY2', 'M', 'Z']","['T', 'IH', 'P', 'AH', 'T', 'AY', 'M', 'Z']",8
5378,drinch,"['D', 'R', 'IH1', 'N', 'CH']","['D', 'R', 'IH', 'N', 'CH']",5
5379,enoundant,"['EH0', 'N', 'AW1', 'N', 'D', 'AH0', 'N', 'T']","['EH', 'N', 'AW', 'N', 'D', 'AH', 'N', 'T']",8
5380,socause,"['S', 'OW1', 'K', 'AO2', 'S']","['S', 'OW', 'K', 'AO', 'S']",5
5381,govests,"['G', 'OW1', 'V', 'IH0', 'S', 'T', 'S']","['G', 'OW', 'V', 'IH', 'S', 'T', 'S']",7
5382,hiscuter,"['HH', 'IH1', 'S', 'K', 'Y', 'UW2', 'T', 'ER0']","['HH', 'IH', 'S', 'K', 'Y', 'UW', 'T', 'ER']",8
5383,websidenc,"['W', 'EH1', 'B', 'S', 'IH0', 'D', 'AH0', 'N', 'T']","['W', 'EH', 'B', 'S', 'IH', 'D', 'AH', 'N', 'T']",9
5386,thapons,"['TH', 'EY1', 'P', 'AH0', 'N', 'Z']","['TH', 'EY', 'P', 'AH', 'N', 'Z']",6
5388,annoritio,"['AE2', 'N', 'ER0', 'IY1', 'T', 'IY0']","['AE', 'N', 'ER', 'IY', 'T', 'IY']",6
5390,follograt,"['F', 'AA1', 'L', 'AH0', 'G', 'R', 'AE2', 'T']","['F', 'AA', 'L', 'AH', 'G', 'R', 'AE', 'T']",8
5393,placklenc,"['P', 'AE1', 'L', 'K', 'AH0', 'NG', 'K']","['P', 'AE', 'L', 'K', 'AH', 'NG', 'K']",7
5396,idenioned,"['AY0', 'D', 'IY1', 'N', 'Y', 'AH0', 'N', 'D']","['AY', 'D', 'IY', 'N', 'Y', 'AH', 'N', 'D']",8
5397,locinst,"['L', 'OW1', 'S', 'IH0', 'N', 'S', 'T']","['L', 'OW', 'S', 'IH', 'N', 'S', 'T']",7
5399,hourcely,"['AW1', 'R', 'AH0', 'S', 'L', 'IY0']","['AW', 'R', 'AH', 'S', 'L', 'IY']",6
5401,opirts,"['OW1', 'P', 'ER0', 'T', 'S']","['OW', 'P', 'ER', 'T', 'S']",5
5403,advelatin,"['AE1', 'D', 'V', 'AH0', 'L', 'AH0', 'T', 'AH0', 'N']","['AE', 'D', 'V', 'AH', 'L', 'AH', 'T', 'AH', 'N']",9
5404,almosed,"['AE1', 'L', 'M', 'AH0', 'S', 'T']","['AE', 'L', 'M', 'AH', 'S', 'T']",6
5409,sciend,"['S', 'IY1', 'N', 'D']","['S', 'IY', 'N', 'D']",4
5410,afriter,"['AE1', 'F', 'R', 'AY0', 'T', 'ER0']","['AE', 'F', 'R', 'AY', 'T', 'ER']",6
5411,weeldhon,"['W', 'IY1', 'L', 'HH', 'HH', 'AH0', 'N', 'D']","['W', 'IY', 'L', 'HH', 'HH', 'AH', 'N', 'D']",8
5415,idestary,"['AY1', 'D', 'S', 'T', 'EH2', 'R', 'IY0']","['AY', 'D', 'S', 'T', 'EH', 'R', 'IY']",7
5420,cloballis,"['K', 'L', 'AA1', 'B', 'AH0', 'L', 'IH0', 'S']","['K', 'L', 'AA', 'B', 'AH', 'L', 'IH', 'S']",8
5421,diample,"['D', 'AY1', 'M', 'P', 'AH0', 'L']","['D', 'AY', 'M', 'P', 'AH', 'L']",6
5423,doluming,"['D', 'AA1', 'L', 'AH0', 'M', 'IH0', 'NG']","['D', 'AA', 'L', 'AH', 'M', 'IH', 'NG']",7
5425,exclurenc,"['EH1', 'K', 'S', 'K', 'L', 'UH1', 'R', 'AH0', 'N']","['EH', 'K', 'S', 'K', 'L', 'UH', 'R', 'AH', 'N']",9
5428,fuesent,"['F', 'Y', 'UW1', 'Z', 'AH0', 'N', 'T']","['F', 'Y', 'UW', 'Z', 'AH', 'N', 'T']",7
5429,undines,"['AH1', 'N', 'D', 'AY2', 'N', 'Z']","['AH', 'N', 'D', 'AY', 'N', 'Z']",6
5430,obsofs,"['AA1', 'B', 'S', 'AA2', 'F', 'S']","['AA', 'B', 'S', 'AA', 'F', 'S']",6
5432,shararo,"['SH', 'ER0', 'AA1', 'R', 'OW0']","['SH', 'ER', 'AA', 'R', 'OW']",5
5433,sextect,"['S', 'EH1', 'K', 'S', 'T', 'EH2', 'K', 'T']","['S', 'EH', 'K', 'S', 'T', 'EH', 'K', 'T']",8
5435,ressasibl,"['R', 'IH0', 'S', 'AE1', 'S', 'B', 'AH0', 'L']","['R', 'IH', 'S', 'AE', 'S', 'B', 'AH', 'L']",8
5436,roboden,"['R', 'AA1', 'B', 'AH0', 'D', 'AH0', 'N']","['R', 'AA', 'B', 'AH', 'D', 'AH', 'N']",7
5437,getrectoo,"['G', 'EH0', 'T', 'R', 'EH1', 'K', 'T', 'OW0']","['G', 'EH', 'T', 'R', 'EH', 'K', 'T', 'OW']",8
5439,dintext,"['D', 'IH1', 'N', 'T', 'EH2', 'K', 'S', 'T']","['D', 'IH', 'N', 'T', 'EH', 'K', 'S', 'T']",8
5441,statert,"['S', 'T', 'EY1', 'T', 'ER0', 'T']","['S', 'T', 'EY', 'T', 'ER', 'T']",6
5442,mormits,"['M', 'AO1', 'R', 'M', 'IH0', 'T', 'S']","['M', 'AO', 'R', 'M', 'IH', 'T', 'S']",7
5443,numociona,"['N', 'UW0', 'M', 'OW0', 'S', 'IY1', 'N', 'AH0']","['N', 'UW', 'M', 'OW', 'S', 'IY', 'N', 'AH']",8
5444,lissromou,"['L', 'IH1', 'S', 'R', 'AH0', 'M', 'UW2']","['L', 'IH', 'S', 'R', 'AH', 'M', 'UW']",7
5445,desitioni,"['D', 'EH2', 'S', 'IH0', 'T', 'IY1', 'N', 'IY0', 'AH0']","['D', 'EH', 'S', 'IH', 'T', 'IY', 'N', 'IY', 'AH']",9
5456,tungth,"['T', 'AH1', 'NG', 'TH']","['T', 'AH', 'NG', 'TH']",4
5461,runist,"['R', 'UW1', 'N', 'IH0', 'S', 'T']","['R', 'UW', 'N', 'IH', 'S', 'T']",6
5464,higuld,"['HH', 'AY1', 'G', 'AH0', 'L', 'D']","['HH', 'AY', 'G', 'AH', 'L', 'D']",6
5467,decough,"['D', 'AH0', 'K', 'UW1']","['D', 'AH', 'K', 'UW']",4
5471,elexpe,"['IH0', 'L', 'EH1', 'K', 'S', 'P']","['IH', 'L', 'EH', 'K', 'S', 'P']",6
5474,filvese,"['F', 'IH0', 'L', 'V', 'EY1', 'Z']","['F', 'IH', 'L', 'V', 'EY', 'Z']",6
5475,amenty,"['AE1', 'M', 'AH0', 'N', 'T', 'IY0']","['AE', 'M', 'AH', 'N', 'T', 'IY']",6
5476,winnitic,"['W', 'IH1', 'N', 'IH0', 'T', 'IH0', 'K']","['W', 'IH', 'N', 'IH', 'T', 'IH', 'K']",7
5478,flonomy,"['F', 'L', 'AA1', 'N', 'AH0', 'M', 'IY0']","['F', 'L', 'AA', 'N', 'AH', 'M', 'IY']",7
5479,romilly,"['R', 'AA1', 'M', 'AH0', 'L', 'IY0']","['R', 'AA', 'M', 'AH', 'L', 'IY']",6
5481,alrehom,"['AE1', 'L', 'R', 'IH0', 'HH', 'AA0', 'M']","['AE', 'L', 'R', 'IH', 'HH', 'AA', 'M']",7
5482,mardider,"['M', 'AA1', 'R', 'D', 'AY0', 'D', 'ER0']","['M', 'AA', 'R', 'D', 'AY', 'D', 'ER']",7
5483,israident,"['IH2', 'S', 'R', 'AY0', 'D', 'EY1', 'N', 'T']","['IH', 'S', 'R', 'AY', 'D', 'EY', 'N', 'T']",8
5484,boasticto,"['B', 'OW0', 'S', 'T', 'AA1', 'T', 'S', 'K', 'OW0']","['B', 'OW', 'S', 'T', 'AA', 'T', 'S', 'K', 'OW']",9
5487,cersonne,"['CH', 'EH1', 'R', 'N', 'OW2']","['CH', 'EH', 'R', 'N', 'OW']",5
5489,littlitin,"['L', 'IH1', 'T', 'AH0', 'L', 'T', 'IH0', 'N']","['L', 'IH', 'T', 'AH', 'L', 'T', 'IH', 'N']",8
5490,surpormas,"['S', 'ER0', 'P', 'AO1', 'R', 'M', 'AH0', 'Z']","['S', 'ER', 'P', 'AO', 'R', 'M', 'AH', 'Z']",8
5491,succial,"['S', 'UW1', 'K', 'Y', 'AH0', 'L']","['S', 'UW', 'K', 'Y', 'AH', 'L']",6
5495,apparware,"['AE1', 'P', 'ER0', 'W', 'EH2', 'R']","['AE', 'P', 'ER', 'W', 'EH', 'R']",6
5497,orgust,"['AO1', 'R', 'G', 'AH0', 'S', 'T']","['AO', 'R', 'G', 'AH', 'S', 'T']",6
5501,uneasic,"['Y', 'UW2', 'N', 'IY1', 'S', 'IH0', 'K']","['Y', 'UW', 'N', 'IY', 'S', 'IH', 'K']",7
5503,hartoonai,"['HH', 'AA0', 'R', 'T', 'UW0', 'N', 'OY1']","['HH', 'AA', 'R', 'T', 'UW', 'N', 'OY']",7
5504,utepirman,"['Y', 'UW1', 'T', 'S', 'P', 'ER0', 'M', 'AH0', 'N']","['Y', 'UW', 'T', 'S', 'P', 'ER', 'M', 'AH', 'N']",9
5505,talkinsit,"['T', 'AO1', 'K', 'L', 'IH1', 'N', 'S', 'T']","['T', 'AO', 'K', 'L', 'IH', 'N', 'S', 'T']",8
5507,famplinly,"['F', 'AE1', 'M', 'P', 'L', 'IH0', 'N', 'IY0']","['F', 'AE', 'M', 'P', 'L', 'IH', 'N', 'IY']",8
5508,franspher,"['F', 'R', 'AE1', 'N', 'S', 'F', 'ER0']","['F', 'R', 'AE', 'N', 'S', 'F', 'ER']",7
5509,estaball,"['EH0', 'S', 'T', 'AE1', 'B', 'AH0', 'L']","['EH', 'S', 'T', 'AE', 'B', 'AH', 'L']",7
5511,perciday,"['P', 'ER0', 'S', 'AY1', 'D', 'EY0']","['P', 'ER', 'S', 'AY', 'D', 'EY']",6
5514,imming,"['IH1', 'M', 'IH0', 'NG']","['IH', 'M', 'IH', 'NG']",4
5515,deactly,"['D', 'IY1', 'CH', 'AH0', 'T', 'L', 'IY0']","['D', 'IY', 'CH', 'AH', 'T', 'L', 'IY']",7
5516,alreth,"['EH1', 'L', 'R', 'IH0', 'TH']","['EH', 'L', 'R', 'IH', 'TH']",5
5517,folicisco,"['F', 'OW0', 'L', 'IY0', 'S', 'IY1', 'K', 'OW0', 'S']","['F', 'OW', 'L', 'IY', 'S', 'IY', 'K', 'OW', 'S']",9
5519,spectinge,"['S', 'P', 'EH1', 'K', 'T', 'IH0', 'NG']","['S', 'P', 'EH', 'K', 'T', 'IH', 'NG']",7
5520,relator,"['R', 'IY0', 'L', 'EY1', 'T', 'ER0']","['R', 'IY', 'L', 'EY', 'T', 'ER']",6
5522,foldents,"['F', 'OW1', 'L', 'D', 'AH0', 'N', 'T', 'S']","['F', 'OW', 'L', 'D', 'AH', 'N', 'T', 'S']",8
5523,travingto,"['T', 'R', 'AH0', 'V', 'IH1', 'NG', 'T', 'OW0']","['T', 'R', 'AH', 'V', 'IH', 'NG', 'T', 'OW']",8
5524,contring,"['K', 'AA1', 'N', 'T', 'R', 'IH0', 'NG']","['K', 'AA', 'N', 'T', 'R', 'IH', 'NG']",7
5526,exhing,"['EH1', 'SH', 'IH0', 'NG']","['EH', 'SH', 'IH', 'NG']",4
5528,thowle,"['TH', 'AW1', 'L']","['TH', 'AW', 'L']",3
5529,gencenday,"['JH', 'EH1', 'N', 'S', 'AH0', 'D', 'EY2', 'N']","['JH', 'EH', 'N', 'S', 'AH', 'D', 'EY', 'N']",8
5535,crepand,"['K', 'R', 'IY1', 'P', 'AH0', 'N', 'D']","['K', 'R', 'IY', 'P', 'AH', 'N', 'D']",7
5536,letaccold,"['L', 'IH0', 'T', 'AE1', 'K', 'AH0', 'L', 'D']","['L', 'IH', 'T', 'AE', 'K', 'AH', 'L', 'D']",8
5537,colegion,"['K', 'AH0', 'L', 'IY1', 'JH', 'IY0', 'AH0', 'N']","['K', 'AH', 'L', 'IY', 'JH', 'IY', 'AH', 'N']",8
5538,agairstin,"['AE1', 'G', 'ER0', 'S', 'T', 'IH2', 'N']","['AE', 'G', 'ER', 'S', 'T', 'IH', 'N']",7
5539,frainique,"['F', 'R', 'AH0', 'N', 'IY1', 'K', 'AH0']","['F', 'R', 'AH', 'N', 'IY', 'K', 'AH']",7
5541,ukradity,"['AH0', 'K', 'R', 'AE1', 'D', 'AH0', 'T', 'IY0']","['AH', 'K', 'R', 'AE', 'D', 'AH', 'T', 'IY']",8
5542,gettese,"['G', 'EH1', 'T', 'S', 'IY0', 'Z']","['G', 'EH', 'T', 'S', 'IY', 'Z']",6
5543,reseshipt,"['R', 'IY0', 'Z', 'EH1', 'SH', 'P', 'IH0', 'T']","['R', 'IY', 'Z', 'EH', 'SH', 'P', 'IH', 'T']",8
5544,emplecte,"['EH0', 'M', 'P', 'L', 'EH1', 'K', 'T', 'AH0']","['EH', 'M', 'P', 'L', 'EH', 'K', 'T', 'AH']",8
5547,superon,"['S', 'UW1', 'P', 'ER0', 'AA2', 'N']","['S', 'UW', 'P', 'ER', 'AA', 'N']",6
5550,anybough,"['EH1', 'N', 'IY0', 'B', 'W', 'AA2']","['EH', 'N', 'IY', 'B', 'W', 'AA']",6
5551,togind,"['T', 'OW1', 'JH', 'IH0', 'N', 'D']","['T', 'OW', 'JH', 'IH', 'N', 'D']",6
5552,chalicia,"['CH', 'AH0', 'L', 'IH1', 'SH', 'IY0', 'AH0']","['CH', 'AH', 'L', 'IH', 'SH', 'IY', 'AH']",7
5553,chancidge,"['CH', 'AE1', 'N', 'CH', 'AY2', 'Z', 'D']","['CH', 'AE', 'N', 'CH', 'AY', 'Z', 'D']",7
5555,afripully,"['AH0', 'F', 'R', 'IH1', 'P', 'AH0', 'L', 'IY0']","['AH', 'F', 'R', 'IH', 'P', 'AH', 'L', 'IY']",8
5556,contrammi,"['K', 'AA1', 'N', 'T', 'R', 'AH0', 'M', 'IY0']","['K', 'AA', 'N', 'T', 'R', 'AH', 'M', 'IY']",8
5557,pailrous,"['P', 'EY1', 'L', 'R', 'AH0', 'S']","['P', 'EY', 'L', 'R', 'AH', 'S']",6
5558,siticer,"['S', 'IH1', 'T', 'IH0', 'S', 'ER0']","['S', 'IH', 'T', 'IH', 'S', 'ER']",6
5560,thoulary,"['TH', 'OW1', 'L', 'ER0', 'IY0']","['TH', 'OW', 'L', 'ER', 'IY']",5
5562,againses,"['AH0', 'G', 'AE1', 'N', 'S', 'IH0', 'Z']","['AH', 'G', 'AE', 'N', 'S', 'IH', 'Z']",7
5564,earrav,"['EH1', 'R', 'AH0', 'V']","['EH', 'R', 'AH', 'V']",4
5569,natistmed,"['N', 'AE1', 'T', 'IH0', 'S', 'T', 'M', 'D']","['N', 'AE', 'T', 'IH', 'S', 'T', 'M', 'D']",8
5570,monnestio,"['M', 'OW0', 'N', 'EH1', 'S', 'T', 'IY0', 'OW0']","['M', 'OW', 'N', 'EH', 'S', 'T', 'IY', 'OW']",8
5575,skileased,"['S', 'K', 'AY1', 'L', 'AH0', 'S', 'AH0', 'S', 'T']","['S', 'K', 'AY', 'L', 'AH', 'S', 'AH', 'S', 'T']",9
5580,cividen,"['S', 'IH1', 'V', 'AH0', 'D', 'AH0', 'N']","['S', 'IH', 'V', 'AH', 'D', 'AH', 'N']",7
5581,absocial,"['AH0', 'B', 'S', 'OW1', 'S', 'AH0', 'L']","['AH', 'B', 'S', 'OW', 'S', 'AH', 'L']",7
5584,himinsiti,"['HH', 'IH0', 'M', 'IH1', 'N', 'S', 'IH0', 'T', 'IY0']","['HH', 'IH', 'M', 'IH', 'N', 'S', 'IH', 'T', 'IY']",9
5588,anceilect,"['AE0', 'N', 'S', 'IY1', 'L', 'EH2', 'K', 'T']","['AE', 'N', 'S', 'IY', 'L', 'EH', 'K', 'T']",8
5590,raturnmen,"['R', 'AE1', 'T', 'ER0', 'N', 'AH0', 'M']","['R', 'AE', 'T', 'ER', 'N', 'AH', 'M']",7
5592,nugersoni,"['N', 'UW2', 'JH', 'EH0', 'S', 'K', 'AO1', 'R', 'IY0']","['N', 'UW', 'JH', 'EH', 'S', 'K', 'AO', 'R', 'IY']",9
5593,suguires,"['S', 'UW0', 'G', 'W', 'AY1', 'ER0', 'Z']","['S', 'UW', 'G', 'W', 'AY', 'ER', 'Z']",7
5595,offernals,"['AO1', 'F', 'ER0', 'N', 'AH0', 'L', 'Z']","['AO', 'F', 'ER', 'N', 'AH', 'L', 'Z']",7
5598,effilial,"['IH0', 'F', 'IH1', 'L', 'IY0', 'AH0', 'L']","['IH', 'F', 'IH', 'L', 'IY', 'AH', 'L']",7
5600,locaustiv,"['L', 'OW0', 'K', 'AO1', 'S', 'T', 'IH0', 'T']","['L', 'OW', 'K', 'AO', 'S', 'T', 'IH', 'T']",8
5602,kithoutio,"['K', 'IH0', 'TH', 'OW1', 'T', 'IY0']","['K', 'IH', 'TH', 'OW', 'T', 'IY']",6
5603,bilmembe,"['B', 'IH1', 'L', 'M', 'AH0', 'B']","['B', 'IH', 'L', 'M', 'AH', 'B']",6
5607,lithitive,"['L', 'IH1', 'TH', 'AH0', 'T', 'IH0', 'V']","['L', 'IH', 'TH', 'AH', 'T', 'IH', 'V']",7
5609,plastiona,"['P', 'L', 'AA0', 'S', 'CH', 'IY0', 'AA1', 'N', 'AH0']","['P', 'L', 'AA', 'S', 'CH', 'IY', 'AA', 'N', 'AH']",9
5613,sconoutie,"['S', 'K', 'AW1', 'N', 'T', 'AW2', 'IY0']","['S', 'K', 'AW', 'N', 'T', 'AW', 'IY']",7
5616,pleedomen,"['P', 'L', 'IY1', 'D', 'AH0', 'M', 'AH0', 'N']","['P', 'L', 'IY', 'D', 'AH', 'M', 'AH', 'N']",8
5617,opporco,"['AH0', 'P', 'AO1', 'R', 'K', 'OW0']","['AH', 'P', 'AO', 'R', 'K', 'OW']",6
5621,brandlelp,"['B', 'R', 'AE1', 'N', 'D', 'L', 'AH0', 'P']","['B', 'R', 'AE', 'N', 'D', 'L', 'AH', 'P']",8
5623,peopling,"['P', 'IY1', 'P', 'AH0', 'L', 'IH0', 'NG']","['P', 'IY', 'P', 'AH', 'L', 'IH', 'NG']",7
5625,indurased,"['IH0', 'N', 'D', 'ER0', 'S', 'EY1', 'D']","['IH', 'N', 'D', 'ER', 'S', 'EY', 'D']",7
5626,preepeado,"['P', 'R', 'IY2', 'EH0', 'T', 'AA1', 'P', 'OW0']","['P', 'R', 'IY', 'EH', 'T', 'AA', 'P', 'OW']",8
5627,anywortio,"['EH0', 'N', 'W', 'IY0', 'AO1', 'R', 'TH', 'OW0']","['EH', 'N', 'W', 'IY', 'AO', 'R', 'TH', 'OW']",8
5628,tamaire,"['T', 'AA0', 'M', 'EH1', 'R']","['T', 'AA', 'M', 'EH', 'R']",5
5633,absouries,"['AE1', 'B', 'S', 'ER0', 'IY0', 'Z']","['AE', 'B', 'S', 'ER', 'IY', 'Z']",6
5635,agenchmen,"['EY1', 'G', 'AH0', 'N', 'M', 'K', 'AH0', 'N']","['EY', 'G', 'AH', 'N', 'M', 'K', 'AH', 'N']",8
5638,possiditi,"['P', 'AH0', 'Z', 'IH1', 'D', 'AH0', 'T', 'IY0']","['P', 'AH', 'Z', 'IH', 'D', 'AH', 'T', 'IY']",8
