,Phonemes,No Stress,Type,Real,Length
28490,"['B', 'UH0', 'CH']","['B', 'UH', 'CH']",CVC,True,3
28491,"['B', 'UH0', 'JH']","['B', 'UH', 'JH']",CVC,False,3
28492,"['B', 'UH0', 'M']","['B', 'UH', 'M']",CVC,False,3
28493,"['B', 'UH0', 'N']","['B', 'UH', 'N']",CVC,False,3
28494,"['B', 'UH0', 'NG']","['B', 'UH', 'NG']",CVC,False,3
28495,"['B', 'UH0', 'L']","['B', 'UH', 'L']",CVC,True,3
28496,"['B', 'UH0', 'R']","['B', 'UH', 'R']",CVC,False,3
28497,"['B', 'UH0', 'W']","['B', 'UH', 'W']",CVC,False,3
28498,"['B', 'UH0', 'Y']","['B', 'UH', 'Y']",CVC,False,3
28499,"['B', 'IY0']","['B', 'IY']",CV,False,2
28500,"['B', 'IY0', 'AH0']","['B', 'IY', 'AH']",CVV,False,3
28501,"['B', 'IY0', 'OY0']","['B', 'IY', 'OY']",CVV,False,3
28502,"['B', 'IY0', 'AA0']","['B', 'IY', 'AA']",CVV,False,3
28503,"['B', 'IY0', 'AY0']","['B', 'IY', 'AY']",CVV,False,3
28504,"['B', 'IY0', 'ER0']","['B', 'IY', 'ER']",CVV,False,3
28505,"['B', 'IY0', 'AO0']","['B', 'IY', 'AO']",CVV,False,3
28506,"['B', 'IY0', 'UW0']","['B', 'IY', 'UW']",CVV,False,3
28507,"['B', 'IY0', 'IH0']","['B', 'IY', 'IH']",CVV,False,3
28508,"['B', 'IY0', 'EH0']","['B', 'IY', 'EH']",CVV,False,3
28509,"['B', 'IY0', 'UH0']","['B', 'IY', 'UH']",CVV,False,3
28510,"['B', 'IY0', 'IY0']","['B', 'IY', 'IY']",CVV,False,3
28511,"['B', 'IY0', 'EY0']","['B', 'IY', 'EY']",CVV,False,3
28512,"['B', 'IY0', 'OW0']","['B', 'IY', 'OW']",CVV,False,3
28513,"['B', 'IY0', 'AE0']","['B', 'IY', 'AE']",CVV,False,3
28514,"['B', 'IY0', 'AW0']","['B', 'IY', 'AW']",CVV,False,3
28515,"['B', 'IY0', 'P']","['B', 'IY', 'P']",CVC,True,3
28516,"['B', 'IY0', 'T']","['B', 'IY', 'T']",CVC,True,3
28517,"['B', 'IY0', 'K']","['B', 'IY', 'K']",CVC,True,3
28518,"['B', 'IY0', 'B']","['B', 'IY', 'B']",CVC,False,3
28519,"['B', 'IY0', 'D']","['B', 'IY', 'D']",CVC,True,3
28520,"['B', 'IY0', 'G']","['B', 'IY', 'G']",CVC,False,3
28521,"['B', 'IY0', 'F']","['B', 'IY', 'F']",CVC,True,3
28522,"['B', 'IY0', 'TH']","['B', 'IY', 'TH']",CVC,False,3
28523,"['B', 'IY0', 'S']","['B', 'IY', 'S']",CVC,False,3
28524,"['B', 'IY0', 'SH']","['B', 'IY', 'SH']",CVC,False,3
28525,"['B', 'IY0', 'Z']","['B', 'IY', 'Z']",CVC,True,3
28526,"['B', 'IY0', 'ZH']","['B', 'IY', 'ZH']",CVC,False,3
28527,"['B', 'IY0', 'V']","['B', 'IY', 'V']",CVC,False,3
28528,"['B', 'IY0', 'DH']","['B', 'IY', 'DH']",CVC,False,3
28529,"['B', 'IY0', 'HH']","['B', 'IY', 'HH']",CVC,False,3
28530,"['B', 'IY0', 'CH']","['B', 'IY', 'CH']",CVC,True,3
28531,"['B', 'IY0', 'JH']","['B', 'IY', 'JH']",CVC,False,3
28532,"['B', 'IY0', 'M']","['B', 'IY', 'M']",CVC,True,3
28533,"['B', 'IY0', 'N']","['B', 'IY', 'N']",CVC,True,3
28534,"['B', 'IY0', 'NG']","['B', 'IY', 'NG']",CVC,False,3
28535,"['B', 'IY0', 'L']","['B', 'IY', 'L']",CVC,True,3
28536,"['B', 'IY0', 'R']","['B', 'IY', 'R']",CVC,False,3
28537,"['B', 'IY0', 'W']","['B', 'IY', 'W']",CVC,False,3
28538,"['B', 'IY0', 'Y']","['B', 'IY', 'Y']",CVC,False,3
28539,"['B', 'EY0']","['B', 'EY']",CV,False,2
28540,"['B', 'EY0', 'AH0']","['B', 'EY', 'AH']",CVV,False,3
28541,"['B', 'EY0', 'OY0']","['B', 'EY', 'OY']",CVV,False,3
28542,"['B', 'EY0', 'AA0']","['B', 'EY', 'AA']",CVV,False,3
28543,"['B', 'EY0', 'AY0']","['B', 'EY', 'AY']",CVV,False,3
28544,"['B', 'EY0', 'ER0']","['B', 'EY', 'ER']",CVV,True,3
28545,"['B', 'EY0', 'AO0']","['B', 'EY', 'AO']",CVV,False,3
28546,"['B', 'EY0', 'UW0']","['B', 'EY', 'UW']",CVV,False,3
28547,"['B', 'EY0', 'IH0']","['B', 'EY', 'IH']",CVV,False,3
28548,"['B', 'EY0', 'EH0']","['B', 'EY', 'EH']",CVV,False,3
28549,"['B', 'EY0', 'UH0']","['B', 'EY', 'UH']",CVV,False,3
28550,"['B', 'EY0', 'IY0']","['B', 'EY', 'IY']",CVV,False,3
28551,"['B', 'EY0', 'EY0']","['B', 'EY', 'EY']",CVV,False,3
28552,"['B', 'EY0', 'OW0']","['B', 'EY', 'OW']",CVV,False,3
28553,"['B', 'EY0', 'AE0']","['B', 'EY', 'AE']",CVV,False,3
28554,"['B', 'EY0', 'AW0']","['B', 'EY', 'AW']",CVV,False,3
28555,"['B', 'EY0', 'P']","['B', 'EY', 'P']",CVC,False,3
28556,"['B', 'EY0', 'T']","['B', 'EY', 'T']",CVC,True,3
28557,"['B', 'EY0', 'K']","['B', 'EY', 'K']",CVC,True,3
28558,"['B', 'EY0', 'B']","['B', 'EY', 'B']",CVC,True,3
28559,"['B', 'EY0', 'D']","['B', 'EY', 'D']",CVC,False,3
28560,"['B', 'EY0', 'G']","['B', 'EY', 'G']",CVC,False,3
28561,"['B', 'EY0', 'F']","['B', 'EY', 'F']",CVC,False,3
28562,"['B', 'EY0', 'TH']","['B', 'EY', 'TH']",CVC,False,3
28563,"['B', 'EY0', 'S']","['B', 'EY', 'S']",CVC,True,3
28564,"['B', 'EY0', 'SH']","['B', 'EY', 'SH']",CVC,False,3
28565,"['B', 'EY0', 'Z']","['B', 'EY', 'Z']",CVC,True,3
28566,"['B', 'EY0', 'ZH']","['B', 'EY', 'ZH']",CVC,True,3
28567,"['B', 'EY0', 'V']","['B', 'EY', 'V']",CVC,False,3
28568,"['B', 'EY0', 'DH']","['B', 'EY', 'DH']",CVC,True,3
28569,"['B', 'EY0', 'HH']","['B', 'EY', 'HH']",CVC,False,3
28570,"['B', 'EY0', 'CH']","['B', 'EY', 'CH']",CVC,False,3
28571,"['B', 'EY0', 'JH']","['B', 'EY', 'JH']",CVC,False,3
28572,"['B', 'EY0', 'M']","['B', 'EY', 'M']",CVC,False,3
28573,"['B', 'EY0', 'N']","['B', 'EY', 'N']",CVC,True,3
28574,"['B', 'EY0', 'NG']","['B', 'EY', 'NG']",CVC,False,3
28575,"['B', 'EY0', 'L']","['B', 'EY', 'L']",CVC,True,3
28576,"['B', 'EY0', 'R']","['B', 'EY', 'R']",CVC,False,3
28577,"['B', 'EY0', 'W']","['B', 'EY', 'W']",CVC,False,3
28578,"['B', 'EY0', 'Y']","['B', 'EY', 'Y']",CVC,False,3
28579,"['B', 'OW0']","['B', 'OW']",CV,False,2
28580,"['B', 'OW0', 'AH0']","['B', 'OW', 'AH']",CVV,True,3
28581,"['B', 'OW0', 'OY0']","['B', 'OW', 'OY']",CVV,False,3
28582,"['B', 'OW0', 'AA0']","['B', 'OW', 'AA']",CVV,False,3
28583,"['B', 'OW0', 'AY0']","['B', 'OW', 'AY']",CVV,False,3
28584,"['B', 'OW0', 'ER0']","['B', 'OW', 'ER']",CVV,False,3
28585,"['B', 'OW0', 'AO0']","['B', 'OW', 'AO']",CVV,False,3
28586,"['B', 'OW0', 'UW0']","['B', 'OW', 'UW']",CVV,False,3
28587,"['B', 'OW0', 'IH0']","['B', 'OW', 'IH']",CVV,False,3
28588,"['B', 'OW0', 'EH0']","['B', 'OW', 'EH']",CVV,False,3
28589,"['B', 'OW0', 'UH0']","['B', 'OW', 'UH']",CVV,False,3
28590,"['B', 'OW0', 'IY0']","['B', 'OW', 'IY']",CVV,True,3
28591,"['B', 'OW0', 'EY0']","['B', 'OW', 'EY']",CVV,False,3
28592,"['B', 'OW0', 'OW0']","['B', 'OW', 'OW']",CVV,False,3
28593,"['B', 'OW0', 'AE0']","['B', 'OW', 'AE']",CVV,False,3
28594,"['B', 'OW0', 'AW0']","['B', 'OW', 'AW']",CVV,False,3
28595,"['B', 'OW0', 'P']","['B', 'OW', 'P']",CVC,False,3
28596,"['B', 'OW0', 'T']","['B', 'OW', 'T']",CVC,True,3
28597,"['B', 'OW0', 'K']","['B', 'OW', 'K']",CVC,False,3
28598,"['B', 'OW0', 'B']","['B', 'OW', 'B']",CVC,False,3
28599,"['B', 'OW0', 'D']","['B', 'OW', 'D']",CVC,True,3
28600,"['B', 'OW0', 'G']","['B', 'OW', 'G']",CVC,False,3
28601,"['B', 'OW0', 'F']","['B', 'OW', 'F']",CVC,False,3
28602,"['B', 'OW0', 'TH']","['B', 'OW', 'TH']",CVC,True,3
28603,"['B', 'OW0', 'S']","['B', 'OW', 'S']",CVC,False,3
28604,"['B', 'OW0', 'SH']","['B', 'OW', 'SH']",CVC,False,3
28605,"['B', 'OW0', 'Z']","['B', 'OW', 'Z']",CVC,True,3
28606,"['B', 'OW0', 'ZH']","['B', 'OW', 'ZH']",CVC,False,3
28607,"['B', 'OW0', 'V']","['B', 'OW', 'V']",CVC,False,3
28608,"['B', 'OW0', 'DH']","['B', 'OW', 'DH']",CVC,False,3
28609,"['B', 'OW0', 'HH']","['B', 'OW', 'HH']",CVC,False,3
28610,"['B', 'OW0', 'CH']","['B', 'OW', 'CH']",CVC,False,3
28611,"['B', 'OW0', 'JH']","['B', 'OW', 'JH']",CVC,False,3
28612,"['B', 'OW0', 'M']","['B', 'OW', 'M']",CVC,False,3
28613,"['B', 'OW0', 'N']","['B', 'OW', 'N']",CVC,True,3
28614,"['B', 'OW0', 'NG']","['B', 'OW', 'NG']",CVC,False,3
28615,"['B', 'OW0', 'L']","['B', 'OW', 'L']",CVC,True,3
28616,"['B', 'OW0', 'R']","['B', 'OW', 'R']",CVC,False,3
28617,"['B', 'OW0', 'W']","['B', 'OW', 'W']",CVC,False,3
28618,"['B', 'OW0', 'Y']","['B', 'OW', 'Y']",CVC,False,3
28619,"['B', 'AE0']","['B', 'AE']",CV,False,2
28620,"['B', 'AE0', 'AH0']","['B', 'AE', 'AH']",CVV,False,3
28621,"['B', 'AE0', 'OY0']","['B', 'AE', 'OY']",CVV,False,3
28622,"['B', 'AE0', 'AA0']","['B', 'AE', 'AA']",CVV,False,3
28623,"['B', 'AE0', 'AY0']","['B', 'AE', 'AY']",CVV,False,3
28624,"['B', 'AE0', 'ER0']","['B', 'AE', 'ER']",CVV,False,3
28625,"['B', 'AE0', 'AO0']","['B', 'AE', 'AO']",CVV,False,3
28626,"['B', 'AE0', 'UW0']","['B', 'AE', 'UW']",CVV,False,3
28627,"['B', 'AE0', 'IH0']","['B', 'AE', 'IH']",CVV,False,3
28628,"['B', 'AE0', 'EH0']","['B', 'AE', 'EH']",CVV,False,3
28629,"['B', 'AE0', 'UH0']","['B', 'AE', 'UH']",CVV,False,3
28630,"['B', 'AE0', 'IY0']","['B', 'AE', 'IY']",CVV,False,3
28631,"['B', 'AE0', 'EY0']","['B', 'AE', 'EY']",CVV,False,3
28632,"['B', 'AE0', 'OW0']","['B', 'AE', 'OW']",CVV,False,3
28633,"['B', 'AE0', 'AE0']","['B', 'AE', 'AE']",CVV,False,3
28634,"['B', 'AE0', 'AW0']","['B', 'AE', 'AW']",CVV,False,3
28635,"['B', 'AE0', 'P']","['B', 'AE', 'P']",CVC,False,3
28636,"['B', 'AE0', 'T']","['B', 'AE', 'T']",CVC,True,3
28637,"['B', 'AE0', 'K']","['B', 'AE', 'K']",CVC,True,3
28638,"['B', 'AE0', 'B']","['B', 'AE', 'B']",CVC,True,3
28639,"['B', 'AE0', 'D']","['B', 'AE', 'D']",CVC,True,3
28640,"['B', 'AE0', 'G']","['B', 'AE', 'G']",CVC,True,3
28641,"['B', 'AE0', 'F']","['B', 'AE', 'F']",CVC,False,3
28642,"['B', 'AE0', 'TH']","['B', 'AE', 'TH']",CVC,True,3
28643,"['B', 'AE0', 'S']","['B', 'AE', 'S']",CVC,True,3
28644,"['B', 'AE0', 'SH']","['B', 'AE', 'SH']",CVC,True,3
28645,"['B', 'AE0', 'Z']","['B', 'AE', 'Z']",CVC,True,3
28646,"['B', 'AE0', 'ZH']","['B', 'AE', 'ZH']",CVC,False,3
28647,"['B', 'AE0', 'V']","['B', 'AE', 'V']",CVC,False,3
28648,"['B', 'AE0', 'DH']","['B', 'AE', 'DH']",CVC,False,3
28649,"['B', 'AE0', 'HH']","['B', 'AE', 'HH']",CVC,False,3
28650,"['B', 'AE0', 'CH']","['B', 'AE', 'CH']",CVC,True,3
28651,"['B', 'AE0', 'JH']","['B', 'AE', 'JH']",CVC,True,3
28652,"['B', 'AE0', 'M']","['B', 'AE', 'M']",CVC,True,3
28653,"['B', 'AE0', 'N']","['B', 'AE', 'N']",CVC,True,3
28654,"['B', 'AE0', 'NG']","['B', 'AE', 'NG']",CVC,True,3
28655,"['B', 'AE0', 'L']","['B', 'AE', 'L']",CVC,False,3
28656,"['B', 'AE0', 'R']","['B', 'AE', 'R']",CVC,False,3
28657,"['B', 'AE0', 'W']","['B', 'AE', 'W']",CVC,False,3
28658,"['B', 'AE0', 'Y']","['B', 'AE', 'Y']",CVC,False,3
28659,"['B', 'AW0']","['B', 'AW']",CV,False,2
28660,"['B', 'AW0', 'AH0']","['B', 'AW', 'AH']",CVV,False,3
28661,"['B', 'AW0', 'OY0']","['B', 'AW', 'OY']",CVV,False,3
28662,"['B', 'AW0', 'AA0']","['B', 'AW', 'AA']",CVV,False,3
28663,"['B', 'AW0', 'AY0']","['B', 'AW', 'AY']",CVV,False,3
28664,"['B', 'AW0', 'ER0']","['B', 'AW', 'ER']",CVV,True,3
28665,"['B', 'AW0', 'AO0']","['B', 'AW', 'AO']",CVV,False,3
28666,"['B', 'AW0', 'UW0']","['B', 'AW', 'UW']",CVV,False,3
28667,"['B', 'AW0', 'IH0']","['B', 'AW', 'IH']",CVV,False,3
28668,"['B', 'AW0', 'EH0']","['B', 'AW', 'EH']",CVV,False,3
28669,"['B', 'AW0', 'UH0']","['B', 'AW', 'UH']",CVV,False,3
28670,"['B', 'AW0', 'IY0']","['B', 'AW', 'IY']",CVV,False,3
28671,"['B', 'AW0', 'EY0']","['B', 'AW', 'EY']",CVV,False,3
28672,"['B', 'AW0', 'OW0']","['B', 'AW', 'OW']",CVV,False,3
28673,"['B', 'AW0', 'AE0']","['B', 'AW', 'AE']",CVV,False,3
28674,"['B', 'AW0', 'AW0']","['B', 'AW', 'AW']",CVV,False,3
28675,"['B', 'AW0', 'P']","['B', 'AW', 'P']",CVC,False,3
28676,"['B', 'AW0', 'T']","['B', 'AW', 'T']",CVC,True,3
28677,"['B', 'AW0', 'K']","['B', 'AW', 'K']",CVC,False,3
28678,"['B', 'AW0', 'B']","['B', 'AW', 'B']",CVC,False,3
28679,"['B', 'AW0', 'D']","['B', 'AW', 'D']",CVC,True,3
28680,"['B', 'AW0', 'G']","['B', 'AW', 'G']",CVC,False,3
28681,"['B', 'AW0', 'F']","['B', 'AW', 'F']",CVC,False,3
28682,"['B', 'AW0', 'TH']","['B', 'AW', 'TH']",CVC,False,3
28683,"['B', 'AW0', 'S']","['B', 'AW', 'S']",CVC,False,3
28684,"['B', 'AW0', 'SH']","['B', 'AW', 'SH']",CVC,False,3
28685,"['B', 'AW0', 'Z']","['B', 'AW', 'Z']",CVC,True,3
28686,"['B', 'AW0', 'ZH']","['B', 'AW', 'ZH']",CVC,False,3
28687,"['B', 'AW0', 'V']","['B', 'AW', 'V']",CVC,False,3
28688,"['B', 'AW0', 'DH']","['B', 'AW', 'DH']",CVC,False,3
28689,"['B', 'AW0', 'HH']","['B', 'AW', 'HH']",CVC,False,3
28690,"['B', 'AW0', 'CH']","['B', 'AW', 'CH']",CVC,False,3
28691,"['B', 'AW0', 'JH']","['B', 'AW', 'JH']",CVC,False,3
28692,"['B', 'AW0', 'M']","['B', 'AW', 'M']",CVC,False,3
28693,"['B', 'AW0', 'N']","['B', 'AW', 'N']",CVC,False,3
28694,"['B', 'AW0', 'NG']","['B', 'AW', 'NG']",CVC,False,3
28695,"['B', 'AW0', 'L']","['B', 'AW', 'L']",CVC,False,3
28696,"['B', 'AW0', 'R']","['B', 'AW', 'R']",CVC,False,3
28697,"['B', 'AW0', 'W']","['B', 'AW', 'W']",CVC,False,3
28698,"['B', 'AW0', 'Y']","['B', 'AW', 'Y']",CVC,False,3
28699,"['B', 'P']","['B', 'P']",CC,False,2
28700,"['B', 'P', 'AH0']","['B', 'P', 'AH']",CCV,False,3
28701,"['B', 'P', 'OY0']","['B', 'P', 'OY']",CCV,False,3
28702,"['B', 'P', 'AA0']","['B', 'P', 'AA']",CCV,False,3
28703,"['B', 'P', 'AY0']","['B', 'P', 'AY']",CCV,False,3
28704,"['B', 'P', 'ER0']","['B', 'P', 'ER']",CCV,False,3
28705,"['B', 'P', 'AO0']","['B', 'P', 'AO']",CCV,False,3
28706,"['B', 'P', 'UW0']","['B', 'P', 'UW']",CCV,False,3
28707,"['B', 'P', 'IH0']","['B', 'P', 'IH']",CCV,False,3
28708,"['B', 'P', 'EH0']","['B', 'P', 'EH']",CCV,False,3
28709,"['B', 'P', 'UH0']","['B', 'P', 'UH']",CCV,False,3
28710,"['B', 'P', 'IY0']","['B', 'P', 'IY']",CCV,False,3
28711,"['B', 'P', 'EY0']","['B', 'P', 'EY']",CCV,False,3
28712,"['B', 'P', 'OW0']","['B', 'P', 'OW']",CCV,False,3
28713,"['B', 'P', 'AE0']","['B', 'P', 'AE']",CCV,False,3
28714,"['B', 'P', 'AW0']","['B', 'P', 'AW']",CCV,False,3
28715,"['B', 'P', 'P']","['B', 'P', 'P']",CCC,False,3
28716,"['B', 'P', 'T']","['B', 'P', 'T']",CCC,False,3
28717,"['B', 'P', 'K']","['B', 'P', 'K']",CCC,False,3
28718,"['B', 'P', 'B']","['B', 'P', 'B']",CCC,False,3
28719,"['B', 'P', 'D']","['B', 'P', 'D']",CCC,False,3
28720,"['B', 'P', 'G']","['B', 'P', 'G']",CCC,False,3
28721,"['B', 'P', 'F']","['B', 'P', 'F']",CCC,False,3
28722,"['B', 'P', 'TH']","['B', 'P', 'TH']",CCC,False,3
28723,"['B', 'P', 'S']","['B', 'P', 'S']",CCC,False,3
28724,"['B', 'P', 'SH']","['B', 'P', 'SH']",CCC,False,3
28725,"['B', 'P', 'Z']","['B', 'P', 'Z']",CCC,False,3
28726,"['B', 'P', 'ZH']","['B', 'P', 'ZH']",CCC,False,3
28727,"['B', 'P', 'V']","['B', 'P', 'V']",CCC,False,3
28728,"['B', 'P', 'DH']","['B', 'P', 'DH']",CCC,False,3
28729,"['B', 'P', 'HH']","['B', 'P', 'HH']",CCC,False,3
28730,"['B', 'P', 'CH']","['B', 'P', 'CH']",CCC,False,3
28731,"['B', 'P', 'JH']","['B', 'P', 'JH']",CCC,False,3
28732,"['B', 'P', 'M']","['B', 'P', 'M']",CCC,False,3
28733,"['B', 'P', 'N']","['B', 'P', 'N']",CCC,False,3
28734,"['B', 'P', 'NG']","['B', 'P', 'NG']",CCC,False,3
28735,"['B', 'P', 'L']","['B', 'P', 'L']",CCC,False,3
28736,"['B', 'P', 'R']","['B', 'P', 'R']",CCC,False,3
28737,"['B', 'P', 'W']","['B', 'P', 'W']",CCC,False,3
28738,"['B', 'P', 'Y']","['B', 'P', 'Y']",CCC,False,3
28739,"['B', 'T']","['B', 'T']",CC,False,2
28740,"['B', 'T', 'AH0']","['B', 'T', 'AH']",CCV,False,3
28741,"['B', 'T', 'OY0']","['B', 'T', 'OY']",CCV,False,3
28742,"['B', 'T', 'AA0']","['B', 'T', 'AA']",CCV,False,3
28743,"['B', 'T', 'AY0']","['B', 'T', 'AY']",CCV,False,3
28744,"['B', 'T', 'ER0']","['B', 'T', 'ER']",CCV,False,3
28745,"['B', 'T', 'AO0']","['B', 'T', 'AO']",CCV,False,3
28746,"['B', 'T', 'UW0']","['B', 'T', 'UW']",CCV,False,3
28747,"['B', 'T', 'IH0']","['B', 'T', 'IH']",CCV,False,3
28748,"['B', 'T', 'EH0']","['B', 'T', 'EH']",CCV,False,3
28749,"['B', 'T', 'UH0']","['B', 'T', 'UH']",CCV,False,3
28750,"['B', 'T', 'IY0']","['B', 'T', 'IY']",CCV,False,3
28751,"['B', 'T', 'EY0']","['B', 'T', 'EY']",CCV,False,3
28752,"['B', 'T', 'OW0']","['B', 'T', 'OW']",CCV,False,3
28753,"['B', 'T', 'AE0']","['B', 'T', 'AE']",CCV,False,3
28754,"['B', 'T', 'AW0']","['B', 'T', 'AW']",CCV,False,3
28755,"['B', 'T', 'P']","['B', 'T', 'P']",CCC,False,3
28756,"['B', 'T', 'T']","['B', 'T', 'T']",CCC,False,3
28757,"['B', 'T', 'K']","['B', 'T', 'K']",CCC,False,3
28758,"['B', 'T', 'B']","['B', 'T', 'B']",CCC,False,3
28759,"['B', 'T', 'D']","['B', 'T', 'D']",CCC,False,3
28760,"['B', 'T', 'G']","['B', 'T', 'G']",CCC,False,3
28761,"['B', 'T', 'F']","['B', 'T', 'F']",CCC,False,3
28762,"['B', 'T', 'TH']","['B', 'T', 'TH']",CCC,False,3
28763,"['B', 'T', 'S']","['B', 'T', 'S']",CCC,False,3
28764,"['B', 'T', 'SH']","['B', 'T', 'SH']",CCC,False,3
28765,"['B', 'T', 'Z']","['B', 'T', 'Z']",CCC,False,3
28766,"['B', 'T', 'ZH']","['B', 'T', 'ZH']",CCC,False,3
28767,"['B', 'T', 'V']","['B', 'T', 'V']",CCC,False,3
28768,"['B', 'T', 'DH']","['B', 'T', 'DH']",CCC,False,3
28769,"['B', 'T', 'HH']","['B', 'T', 'HH']",CCC,False,3
28770,"['B', 'T', 'CH']","['B', 'T', 'CH']",CCC,False,3
28771,"['B', 'T', 'JH']","['B', 'T', 'JH']",CCC,False,3
28772,"['B', 'T', 'M']","['B', 'T', 'M']",CCC,False,3
28773,"['B', 'T', 'N']","['B', 'T', 'N']",CCC,False,3
28774,"['B', 'T', 'NG']","['B', 'T', 'NG']",CCC,False,3
28775,"['B', 'T', 'L']","['B', 'T', 'L']",CCC,False,3
28776,"['B', 'T', 'R']","['B', 'T', 'R']",CCC,False,3
28777,"['B', 'T', 'W']","['B', 'T', 'W']",CCC,False,3
28778,"['B', 'T', 'Y']","['B', 'T', 'Y']",CCC,False,3
28779,"['B', 'K']","['B', 'K']",CC,False,2
28780,"['B', 'K', 'AH0']","['B', 'K', 'AH']",CCV,False,3
28781,"['B', 'K', 'OY0']","['B', 'K', 'OY']",CCV,False,3
28782,"['B', 'K', 'AA0']","['B', 'K', 'AA']",CCV,False,3
28783,"['B', 'K', 'AY0']","['B', 'K', 'AY']",CCV,False,3
28784,"['B', 'K', 'ER0']","['B', 'K', 'ER']",CCV,False,3
28785,"['B', 'K', 'AO0']","['B', 'K', 'AO']",CCV,False,3
28786,"['B', 'K', 'UW0']","['B', 'K', 'UW']",CCV,False,3
28787,"['B', 'K', 'IH0']","['B', 'K', 'IH']",CCV,False,3
28788,"['B', 'K', 'EH0']","['B', 'K', 'EH']",CCV,False,3
28789,"['B', 'K', 'UH0']","['B', 'K', 'UH']",CCV,False,3
28790,"['B', 'K', 'IY0']","['B', 'K', 'IY']",CCV,False,3
28791,"['B', 'K', 'EY0']","['B', 'K', 'EY']",CCV,False,3
28792,"['B', 'K', 'OW0']","['B', 'K', 'OW']",CCV,False,3
28793,"['B', 'K', 'AE0']","['B', 'K', 'AE']",CCV,False,3
28794,"['B', 'K', 'AW0']","['B', 'K', 'AW']",CCV,False,3
28795,"['B', 'K', 'P']","['B', 'K', 'P']",CCC,False,3
28796,"['B', 'K', 'T']","['B', 'K', 'T']",CCC,False,3
28797,"['B', 'K', 'K']","['B', 'K', 'K']",CCC,False,3
28798,"['B', 'K', 'B']","['B', 'K', 'B']",CCC,False,3
28799,"['B', 'K', 'D']","['B', 'K', 'D']",CCC,False,3
28800,"['B', 'K', 'G']","['B', 'K', 'G']",CCC,False,3
28801,"['B', 'K', 'F']","['B', 'K', 'F']",CCC,False,3
28802,"['B', 'K', 'TH']","['B', 'K', 'TH']",CCC,False,3
28803,"['B', 'K', 'S']","['B', 'K', 'S']",CCC,False,3
28804,"['B', 'K', 'SH']","['B', 'K', 'SH']",CCC,False,3
28805,"['B', 'K', 'Z']","['B', 'K', 'Z']",CCC,False,3
28806,"['B', 'K', 'ZH']","['B', 'K', 'ZH']",CCC,False,3
28807,"['B', 'K', 'V']","['B', 'K', 'V']",CCC,False,3
28808,"['B', 'K', 'DH']","['B', 'K', 'DH']",CCC,False,3
28809,"['B', 'K', 'HH']","['B', 'K', 'HH']",CCC,False,3
28810,"['B', 'K', 'CH']","['B', 'K', 'CH']",CCC,False,3
28811,"['B', 'K', 'JH']","['B', 'K', 'JH']",CCC,False,3
28812,"['B', 'K', 'M']","['B', 'K', 'M']",CCC,False,3
28813,"['B', 'K', 'N']","['B', 'K', 'N']",CCC,False,3
28814,"['B', 'K', 'NG']","['B', 'K', 'NG']",CCC,False,3
28815,"['B', 'K', 'L']","['B', 'K', 'L']",CCC,False,3
28816,"['B', 'K', 'R']","['B', 'K', 'R']",CCC,False,3
28817,"['B', 'K', 'W']","['B', 'K', 'W']",CCC,False,3
28818,"['B', 'K', 'Y']","['B', 'K', 'Y']",CCC,False,3
28819,"['B', 'B']","['B', 'B']",CC,False,2
28820,"['B', 'B', 'AH0']","['B', 'B', 'AH']",CCV,False,3
28821,"['B', 'B', 'OY0']","['B', 'B', 'OY']",CCV,False,3
28822,"['B', 'B', 'AA0']","['B', 'B', 'AA']",CCV,False,3
28823,"['B', 'B', 'AY0']","['B', 'B', 'AY']",CCV,False,3
28824,"['B', 'B', 'ER0']","['B', 'B', 'ER']",CCV,False,3
28825,"['B', 'B', 'AO0']","['B', 'B', 'AO']",CCV,False,3
28826,"['B', 'B', 'UW0']","['B', 'B', 'UW']",CCV,False,3
28827,"['B', 'B', 'IH0']","['B', 'B', 'IH']",CCV,False,3
28828,"['B', 'B', 'EH0']","['B', 'B', 'EH']",CCV,False,3
28829,"['B', 'B', 'UH0']","['B', 'B', 'UH']",CCV,False,3
28830,"['B', 'B', 'IY0']","['B', 'B', 'IY']",CCV,False,3
28831,"['B', 'B', 'EY0']","['B', 'B', 'EY']",CCV,False,3
28832,"['B', 'B', 'OW0']","['B', 'B', 'OW']",CCV,False,3
28833,"['B', 'B', 'AE0']","['B', 'B', 'AE']",CCV,False,3
28834,"['B', 'B', 'AW0']","['B', 'B', 'AW']",CCV,False,3
28835,"['B', 'B', 'P']","['B', 'B', 'P']",CCC,False,3
28836,"['B', 'B', 'T']","['B', 'B', 'T']",CCC,False,3
28837,"['B', 'B', 'K']","['B', 'B', 'K']",CCC,False,3
28838,"['B', 'B', 'B']","['B', 'B', 'B']",CCC,False,3
28839,"['B', 'B', 'D']","['B', 'B', 'D']",CCC,False,3
28840,"['B', 'B', 'G']","['B', 'B', 'G']",CCC,False,3
28841,"['B', 'B', 'F']","['B', 'B', 'F']",CCC,False,3
28842,"['B', 'B', 'TH']","['B', 'B', 'TH']",CCC,False,3
28843,"['B', 'B', 'S']","['B', 'B', 'S']",CCC,False,3
28844,"['B', 'B', 'SH']","['B', 'B', 'SH']",CCC,False,3
28845,"['B', 'B', 'Z']","['B', 'B', 'Z']",CCC,False,3
