,Word,Condition,Lexicality,Size,Morphology,Frequency,Length,Zipf Frequency,Phonemes,No Stress,Part of Speech
347,onlatin,PLS,pseudo,long,simple,,7,,"['AA1', 'N', 'L', 'AH0', 'T', 'IH0', 'N']","['AA', 'N', 'L', 'AH', 'T', 'IH', 'N']",
348,huxice,PLS,pseudo,long,simple,,7,,"['HH', 'AH1', 'K', 'S', 'IH0', 'K', 'S']","['HH', 'AH', 'K', 'S', 'IH', 'K', 'S']",
349,relorma,PLS,pseudo,long,simple,,7,,"['R', 'IH0', 'L', 'AO1', 'R', 'M', 'AH0']","['R', 'IH', 'L', 'AO', 'R', 'M', 'AH']",
350,idstary,PLS,pseudo,long,simple,,7,,"['AY1', 'D', 'S', 'T', 'EH2', 'R', 'IY0']","['AY', 'D', 'S', 'T', 'EH', 'R', 'IY']",
351,conermate,PLS,pseudo,long,simple,,7,,"['K', 'OW1', 'N', 'ER0', 'M', 'EY2', 'T']","['K', 'OW', 'N', 'ER', 'M', 'EY', 'T']",
352,jumethena,PLS,pseudo,long,simple,,7,,"['JH', 'UW1', 'M', 'TH', 'IY0', 'N', 'AE']","['JH', 'UW', 'M', 'TH', 'IY', 'N', 'AE']",
353,inturshle,PLS,pseudo,long,simple,,7,,"['IH0', 'N', 'T', 'ER1', 'CH', 'AH0', 'L']","['IH', 'N', 'T', 'ER', 'CH', 'AH', 'L']",
354,taxond,PLS,pseudo,long,simple,,7,,"['T', 'AE1', 'K', 'S', 'AH0', 'N', 'D']","['T', 'AE', 'K', 'S', 'AH', 'N', 'D']",
355,aslatif,PLS,pseudo,long,simple,,7,,"['AH0', 'S', 'L', 'AH1', 'T', 'IH0', 'F']","['AH', 'S', 'L', 'AH', 'T', 'IH', 'F']",
356,liscuse,PLS,pseudo,long,simple,,7,,"['L', 'IH0', 'S', 'K', 'Y', 'UW1', 'S']","['L', 'IH', 'S', 'K', 'Y', 'UW', 'S']",
357,lifflica,PLS,pseudo,long,simple,,7,,"['L', 'IH0', 'F', 'L', 'IH1', 'K', 'AH0']","['L', 'IH', 'F', 'L', 'IH', 'K', 'AH']",
358,durivat,PLS,pseudo,long,simple,,7,,"['D', 'UH0', 'R', 'IY1', 'V', 'AH0', 'T']","['D', 'UH', 'R', 'IY', 'V', 'AH', 'T']",
359,grovion,PLS,pseudo,long,simple,,7,,"['G', 'R', 'OW1', 'V', 'IY0', 'AH0', 'N']","['G', 'R', 'OW', 'V', 'IY', 'AH', 'N']",
360,togento,PLS,pseudo,long,simple,,7,,"['T', 'OW0', 'JH', 'EH1', 'N', 'T', 'OW0']","['T', 'OW', 'JH', 'EH', 'N', 'T', 'OW']",
361,limillit,PLS,pseudo,long,simple,,7,,"['L', 'IH1', 'M', 'AH0', 'L', 'AH0', 'T']","['L', 'IH', 'M', 'AH', 'L', 'AH', 'T']",
362,chalicia,PLS,pseudo,long,simple,,7,,"['CH', 'AH0', 'L', 'IH1', 'S', 'IY0', 'AH0']","['CH', 'AH', 'L', 'IH', 'S', 'IY', 'AH']",
363,memagor,PLS,pseudo,long,simple,,7,,"['M', 'EH1', 'M', 'AH0', 'G', 'AO2', 'R']","['M', 'EH', 'M', 'AH', 'G', 'AO', 'R']",
364,contring,PLS,pseudo,long,simple,,7,,"['K', 'AA1', 'N', 'T', 'R', 'IH0', 'NG']","['K', 'AA', 'N', 'T', 'R', 'IH', 'NG']",
365,orgaral,PLS,pseudo,long,simple,,7,,"['AO0', 'R', 'G', 'AA1', 'R', 'AH0', 'L']","['AO', 'R', 'G', 'AA', 'R', 'AH', 'L']",
366,fillialis,PLS,pseudo,long,simple,,8,,"['F', 'IH0', 'L', 'AY1', 'AH0', 'L', 'AH0', 'S']","['F', 'IH', 'L', 'AY', 'AH', 'L', 'AH', 'S']",
367,cassitana,PLS,pseudo,long,simple,,8,,"['K', 'AE2', 'S', 'AH0', 'T', 'EY1', 'N', 'AH0']","['K', 'AE', 'S', 'AH', 'T', 'EY', 'N', 'AH']",
368,jospitim,PLS,pseudo,long,simple,,8,,"['JH', 'AA1', 'S', 'P', 'IH0', 'T', 'IH2', 'M']","['JH', 'AA', 'S', 'P', 'IH', 'T', 'IH', 'M']",
369,gosidend,PLS,pseudo,long,simple,,8,,"['G', 'AA1', 'S', 'IH0', 'D', 'AH0', 'N', 'D']","['G', 'AA', 'S', 'IH', 'D', 'AH', 'N', 'D']",
370,pourcrary,PLS,pseudo,long,simple,,8,,"['P', 'UH1', 'R', 'K', 'R', 'EH2', 'R', 'IY0']","['P', 'UH', 'R', 'K', 'R', 'EH', 'R', 'IY']",
371,thaninent,PLS,pseudo,long,simple,,8,,"['TH', 'AE1', 'N', 'IH0', 'N', 'AH0', 'N', 'T']","['TH', 'AE', 'N', 'IH', 'N', 'AH', 'N', 'T']",
372,secerold,PLS,pseudo,long,simple,,8,,"['S', 'EH1', 'S', 'IH0', 'R', 'OW2', 'L', 'D']","['S', 'EH', 'S', 'IH', 'R', 'OW', 'L', 'D']",
373,mastrence,PLS,pseudo,long,simple,,8,,"['M', 'AE1', 'S', 'T', 'R', 'AH0', 'N', 'S']","['M', 'AE', 'S', 'T', 'R', 'AH', 'N', 'S']",
374,sennicant,PLS,pseudo,long,simple,,8,,"['S', 'EH1', 'N', 'IH0', 'K', 'AH0', 'N', 'T']","['S', 'EH', 'N', 'IH', 'K', 'AH', 'N', 'T']",
375,senversan,PLS,pseudo,long,simple,,8,,"['S', 'EH1', 'N', 'V', 'ER0', 'S', 'AH0', 'N']","['S', 'EH', 'N', 'V', 'ER', 'S', 'AH', 'N']",
376,vioxida,PLS,pseudo,long,simple,,8,,"['V', 'IY0', 'OW1', 'K', 'S', 'IH0', 'D', 'AH0']","['V', 'IY', 'OW', 'K', 'S', 'IH', 'D', 'AH']",
377,junnspand,PLS,pseudo,long,simple,,8,,"['JH', 'AH1', 'N', 'S', 'P', 'AE2', 'N', 'D']","['JH', 'AH', 'N', 'S', 'P', 'AE', 'N', 'D']",
378,sertratin,PLS,pseudo,long,simple,,8,,"['S', 'ER1', 'T', 'R', 'AH0', 'T', 'AH0', 'N']","['S', 'ER', 'T', 'R', 'AH', 'T', 'AH', 'N']",
379,marbabus,PLS,pseudo,long,simple,,8,,"['M', 'AA1', 'R', 'B', 'AH0', 'B', 'AH0', 'S']","['M', 'AA', 'R', 'B', 'AH', 'B', 'AH', 'S']",
380,stropent,PLS,pseudo,long,simple,,8,,"['S', 'T', 'R', 'OW1', 'P', 'AH0', 'N', 'T']","['S', 'T', 'R', 'OW', 'P', 'AH', 'N', 'T']",
381,himbrion,PLS,pseudo,long,simple,,8,,"['HH', 'IH1', 'M', 'B', 'R', 'IY0', 'AH0', 'N']","['HH', 'IH', 'M', 'B', 'R', 'IY', 'AH', 'N']",
382,advioneys,PLS,pseudo,long,simple,,8,,"['AE0', 'D', 'V', 'IY1', 'OW0', 'N', 'IY0', 'Z']","['AE', 'D', 'V', 'IY', 'OW', 'N', 'IY', 'Z']",
383,lastomen,PLS,pseudo,long,simple,,8,,"['L', 'AE1', 'S', 'T', 'AH0', 'M', 'AH0', 'N']","['L', 'AE', 'S', 'T', 'AH', 'M', 'AH', 'N']",
384,curroxima,PLS,pseudo,long,simple,,8,,"['K', 'ER0', 'AH0', 'K', 'S', 'IY1', 'M', 'AH0']","['K', 'ER', 'AH', 'K', 'S', 'IY', 'M', 'AH']",
385,comilary,PLS,pseudo,long,simple,,8,,"['K', 'AA1', 'M', 'AH0', 'L', 'EH2', 'R', 'IY0']","['K', 'AA', 'M', 'AH', 'L', 'EH', 'R', 'IY']",
386,trefflont,PLS,pseudo,long,simple,,8,,"['T', 'R', 'EH1', 'F', 'L', 'AH0', 'N', 'T']","['T', 'R', 'EH', 'F', 'L', 'AH', 'N', 'T']",
387,cassibure,PLS,pseudo,long,simple,,8,,"['K', 'AE1', 'S', 'IH0', 'B', 'Y', 'UW2', 'R']","['K', 'AE', 'S', 'IH', 'B', 'Y', 'UW', 'R']",
388,havolviss,PLS,pseudo,long,simple,,8,,"['HH', 'AE1', 'V', 'AH0', 'L', 'V', 'IH0', 'S']","['HH', 'AE', 'V', 'AH', 'L', 'V', 'IH', 'S']",
389,pollinally,PLS,pseudo,long,simple,,8,,"['P', 'AA1', 'L', 'AH0', 'N', 'AH0', 'L', 'IY0']","['P', 'AA', 'L', 'AH', 'N', 'AH', 'L', 'IY']",
390,turforia,PLS,pseudo,long,simple,,8,,"['T', 'UH0', 'R', 'F', 'AO1', 'R', 'IY0', 'AH0']","['T', 'UH', 'R', 'F', 'AO', 'R', 'IY', 'AH']",
391,cloballis,PLS,pseudo,long,simple,,8,,"['K', 'L', 'OW1', 'B', 'AH0', 'L', 'IH0', 'S']","['K', 'L', 'OW', 'B', 'AH', 'L', 'IH', 'S']",
392,lonflity,PLS,pseudo,long,simple,,8,,"['L', 'AA1', 'N', 'F', 'L', 'IH2', 'T', 'IY0']","['L', 'AA', 'N', 'F', 'L', 'IH', 'T', 'IY']",
393,tasdolyme,PLS,pseudo,long,simple,,8,,"['T', 'AE1', 'Z', 'D', 'AH0', 'L', 'AY2', 'M']","['T', 'AE', 'Z', 'D', 'AH', 'L', 'AY', 'M']",
394,anximath,PLS,pseudo,long,simple,,8,,"['AE0', 'NG', 'K', 'S', 'IH1', 'M', 'AH0', 'TH']","['AE', 'NG', 'K', 'S', 'IH', 'M', 'AH', 'TH']",
395,haptonos,PLS,pseudo,long,simple,,8,,"['HH', 'AE1', 'P', 'T', 'OW0', 'N', 'OW2', 'Z']","['HH', 'AE', 'P', 'T', 'OW', 'N', 'OW', 'Z']",
396,fregilis,PLS,pseudo,long,simple,,8,,"['F', 'R', 'EH0', 'JH', 'IH1', 'L', 'IH0', 'S']","['F', 'R', 'EH', 'JH', 'IH', 'L', 'IH', 'S']",
397,regartal,PLS,pseudo,long,simple,,8,,"['R', 'IH0', 'G', 'AA1', 'R', 'T', 'AH0', 'L']","['R', 'IH', 'G', 'AA', 'R', 'T', 'AH', 'L']",
398,sponzent,PLS,pseudo,long,simple,,8,,"['S', 'P', 'AA1', 'N', 'Z', 'AH0', 'N', 'T']","['S', 'P', 'AA', 'N', 'Z', 'AH', 'N', 'T']",
399,pashibled,PLS,pseudo,long,simple,,8,,"['P', 'AE1', 'SH', 'AH0', 'B', 'AH0', 'L', 'D']","['P', 'AE', 'SH', 'AH', 'B', 'AH', 'L', 'D']",
