Word,Lexicality,Zipf Frequency,Frequency,Phonemes,No Stress,Length,Size
retrospective,real,3.48,low,"['R', 'EH2', 'T', 'R', 'AH0', 'S', 'P', 'EH1', 'K', 'T', 'IH0', 'V']","['R', 'EH', 'T', 'R', 'AH', 'S', 'P', 'EH', 'K', 'T', 'IH', 'V']",12,long
riveters,real,1.71,low,"['R', 'IH1', 'V', 'AH0', 'T', 'ER0', 'Z']","['R', 'IH', 'V', 'AH', 'T', 'ER', 'Z']",7,long
magistrates,real,3.53,high,"['M', 'AE1', 'JH', 'IH0', 'S', 'T', 'R', 'EY2', 'T', 'S']","['M', 'AE', 'JH', 'IH', 'S', 'T', 'R', 'EY', 'T', 'S']",10,long
supersonic,real,3.15,low,"['S', 'UW2', 'P', 'ER0', 'S', 'AA1', 'N', 'IH0', 'K']","['S', 'UW', 'P', 'ER', 'S', 'AA', 'N', 'IH', 'K']",9,long
drover,real,2.25,low,"['D', 'R', 'OW1', 'V', 'ER0']","['D', 'R', 'OW', 'V', 'ER']",5,short
jeopardizes,real,2.2,low,"['JH', 'EH1', 'P', 'ER0', 'D', 'AY2', 'Z', 'IH0', 'Z']","['JH', 'EH', 'P', 'ER', 'D', 'AY', 'Z', 'IH', 'Z']",9,long
Psalmist,real,2.21,low,"['P', 'AO1', 'L', 'M', 'IH0', 'S', 'T']","['P', 'AO', 'L', 'M', 'IH', 'S', 'T']",7,long
vandalizes,real,1.37,low,"['V', 'AE1', 'N', 'D', 'AH0', 'L', 'AY2', 'Z', 'AH0', 'Z']","['V', 'AE', 'N', 'D', 'AH', 'L', 'AY', 'Z', 'AH', 'Z']",10,long
converting,real,3.73,high,"['K', 'AH0', 'N', 'V', 'ER1', 'T', 'IH0', 'NG']","['K', 'AH', 'N', 'V', 'ER', 'T', 'IH', 'NG']",8,long
valorous,real,2.05,low,"['V', 'AE1', 'L', 'ER0', 'AH0', 'S']","['V', 'AE', 'L', 'ER', 'AH', 'S']",6,short
autocracies,real,1.71,low,"['AO2', 'T', 'AH0', 'K', 'R', 'EY1', 'S', 'IH0', 'S']","['AO', 'T', 'AH', 'K', 'R', 'EY', 'S', 'IH', 'S']",9,long
primordial,real,3.07,low,"['P', 'R', 'IH0', 'M', 'AO1', 'R', 'D', 'IY0', 'AH0', 'L']","['P', 'R', 'IH', 'M', 'AO', 'R', 'D', 'IY', 'AH', 'L']",10,long
islanders,real,3.45,low,"['AY1', 'L', 'AH0', 'N', 'D', 'ER0', 'Z']","['AY', 'L', 'AH', 'N', 'D', 'ER', 'Z']",7,long
inspired,real,4.63,high,"['IH0', 'N', 'S', 'P', 'AY1', 'ER0', 'D']","['IH', 'N', 'S', 'P', 'AY', 'ER', 'D']",7,long
impartial,real,3.38,low,"['IH0', 'M', 'P', 'AA1', 'R', 'SH', 'AH0', 'L']","['IH', 'M', 'P', 'AA', 'R', 'SH', 'AH', 'L']",8,long
refreshers,real,1.74,low,"['R', 'IH0', 'F', 'R', 'EH1', 'SH', 'ER0', 'Z']","['R', 'IH', 'F', 'R', 'EH', 'SH', 'ER', 'Z']",8,long
laziest,real,2.48,low,"['L', 'EY1', 'Z', 'IY0', 'AH0', 'S', 'T']","['L', 'EY', 'Z', 'IY', 'AH', 'S', 'T']",7,long
revelation,real,3.96,high,"['R', 'EH2', 'V', 'AH0', 'L', 'EY1', 'SH', 'AH0', 'N']","['R', 'EH', 'V', 'AH', 'L', 'EY', 'SH', 'AH', 'N']",9,long
polyesters,real,1.9,low,"['P', 'AA1', 'L', 'IY0', 'EH2', 'S', 'T', 'ER0', 'Z']","['P', 'AA', 'L', 'IY', 'EH', 'S', 'T', 'ER', 'Z']",9,long
militarize,real,1.84,low,"['M', 'IH1', 'L', 'AH0', 'T', 'ER0', 'AY2', 'Z']","['M', 'IH', 'L', 'AH', 'T', 'ER', 'AY', 'Z']",8,long
oncoming,real,3.07,low,"['AO1', 'N', 'K', 'AH2', 'M', 'IH0', 'NG']","['AO', 'N', 'K', 'AH', 'M', 'IH', 'NG']",7,long
brightly,real,3.44,low,"['B', 'R', 'AY1', 'T', 'L', 'IY0']","['B', 'R', 'AY', 'T', 'L', 'IY']",6,short
rebind,real,1.38,low,"['R', 'IY1', 'B', 'IH0', 'N', 'D']","['R', 'IY', 'B', 'IH', 'N', 'D']",6,short
subverts,real,2.27,low,"['S', 'AH0', 'B', 'V', 'ER1', 'T', 'S']","['S', 'AH', 'B', 'V', 'ER', 'T', 'S']",7,long
professions,real,3.53,high,"['P', 'R', 'AH0', 'F', 'EH1', 'SH', 'AH0', 'N', 'Z']","['P', 'R', 'AH', 'F', 'EH', 'SH', 'AH', 'N', 'Z']",9,long
contentedly,real,2.21,low,"['K', 'AH0', 'N', 'T', 'EH1', 'N', 'T', 'AH0', 'D', 'L', 'IY0']","['K', 'AH', 'N', 'T', 'EH', 'N', 'T', 'AH', 'D', 'L', 'IY']",11,long
temperance,real,3.15,low,"['T', 'EH1', 'M', 'P', 'ER0', 'AH0', 'N', 'S']","['T', 'EH', 'M', 'P', 'ER', 'AH', 'N', 'S']",8,long
betrothals,real,1.07,low,"['B', 'EH1', 'T', 'R', 'OW0', 'TH', 'AH0', 'L', 'Z']","['B', 'EH', 'T', 'R', 'OW', 'TH', 'AH', 'L', 'Z']",9,long
warmest,real,3.2,low,"['W', 'AO1', 'R', 'M', 'AH0', 'S', 'T']","['W', 'AO', 'R', 'M', 'AH', 'S', 'T']",7,long
inactive,real,3.63,high,"['IH0', 'N', 'AE1', 'K', 'T', 'IH0', 'V']","['IH', 'N', 'AE', 'K', 'T', 'IH', 'V']",7,long
superfine,real,2.1,low,"['S', 'UW1', 'P', 'ER0', 'F', 'AY2', 'N']","['S', 'UW', 'P', 'ER', 'F', 'AY', 'N']",7,long
commingled,real,1.85,low,"['K', 'AA0', 'M', 'IH1', 'NG', 'G', 'AH0', 'L', 'D']","['K', 'AA', 'M', 'IH', 'NG', 'G', 'AH', 'L', 'D']",9,long
parodied,real,2.53,low,"['P', 'EH1', 'R', 'AH0', 'D', 'IY0', 'D']","['P', 'EH', 'R', 'AH', 'D', 'IY', 'D']",7,long
reverences,real,1.16,low,"['R', 'EH1', 'V', 'ER0', 'AH0', 'N', 'S', 'AH0', 'Z']","['R', 'EH', 'V', 'ER', 'AH', 'N', 'S', 'AH', 'Z']",9,long
discontent,real,3.37,low,"['D', 'IH0', 'S', 'K', 'AH0', 'N', 'T', 'EH1', 'N', 'T']","['D', 'IH', 'S', 'K', 'AH', 'N', 'T', 'EH', 'N', 'T']",10,long
intransitive,real,2.32,low,"['IH0', 'N', 'T', 'R', 'AE1', 'N', 'S', 'AH0', 'T', 'IH0', 'V']","['IH', 'N', 'T', 'R', 'AE', 'N', 'S', 'AH', 'T', 'IH', 'V']",11,long
rectifying,real,2.4,low,"['R', 'EH1', 'K', 'T', 'AH0', 'F', 'AY2', 'IH0', 'NG']","['R', 'EH', 'K', 'T', 'AH', 'F', 'AY', 'IH', 'NG']",9,long
formalist,real,2.1,low,"['F', 'AO1', 'R', 'M', 'AH0', 'L', 'AH0', 'S', 'T']","['F', 'AO', 'R', 'M', 'AH', 'L', 'AH', 'S', 'T']",9,long
managers,real,4.47,high,"['M', 'AE1', 'N', 'AH0', 'JH', 'ER0', 'Z']","['M', 'AE', 'N', 'AH', 'JH', 'ER', 'Z']",7,long
venturesome,real,1.35,low,"['V', 'EH1', 'N', 'CH', 'ER0', 'S', 'AH0', 'M']","['V', 'EH', 'N', 'CH', 'ER', 'S', 'AH', 'M']",8,long
omnipresence,real,2.1,low,"['AA2', 'M', 'N', 'AH0', 'P', 'R', 'EH1', 'Z', 'AH0', 'N', 'S']","['AA', 'M', 'N', 'AH', 'P', 'R', 'EH', 'Z', 'AH', 'N', 'S']",11,long
ELECTRESS,real,1.29,low,"['IH0', 'L', 'EH1', 'K', 'T', 'R', 'AH0', 'S']","['IH', 'L', 'EH', 'K', 'T', 'R', 'AH', 'S']",8,long
magician's,real,2.39,low,"['M', 'AH0', 'JH', 'IH1', 'S', 'IY0', 'AH0', 'N', 'Z']","['M', 'AH', 'JH', 'IH', 'S', 'IY', 'AH', 'N', 'Z']",9,long
encumbrance,real,2.18,low,"['IH0', 'N', 'K', 'AH1', 'N', 'S', 'M', 'AH0', 'N', 'S']","['IH', 'N', 'K', 'AH', 'N', 'S', 'M', 'AH', 'N', 'S']",10,long
gazetteer,real,2.43,low,"['G', 'AE1', 'Z', 'IH0', 'T', 'EH2', 'R']","['G', 'AE', 'Z', 'IH', 'T', 'EH', 'R']",7,long
academies,real,3.34,low,"['AH0', 'K', 'AE1', 'D', 'AH0', 'M', 'IY0', 'Z']","['AH', 'K', 'AE', 'D', 'AH', 'M', 'IY', 'Z']",8,long
amorously,real,1.23,low,"['AE1', 'M', 'ER0', 'AH0', 'S', 'L', 'IY0']","['AE', 'M', 'ER', 'AH', 'S', 'L', 'IY']",7,long
president,real,5.45,high,"['P', 'R', 'EH1', 'Z', 'AH0', 'D', 'EH2', 'N', 'T']","['P', 'R', 'EH', 'Z', 'AH', 'D', 'EH', 'N', 'T']",9,long
intensified,real,3.46,low,"['IH0', 'N', 'T', 'EH1', 'N', 'S', 'AH0', 'F', 'AY2', 'D']","['IH', 'N', 'T', 'EH', 'N', 'S', 'AH', 'F', 'AY', 'D']",10,long
expectable,real,1.39,low,"['IH0', 'K', 'S', 'P', 'EH1', 'K', 'T', 'AH0', 'B', 'AH0', 'L']","['IH', 'K', 'S', 'P', 'EH', 'K', 'T', 'AH', 'B', 'AH', 'L']",11,long
stipulated,real,3.21,low,"['S', 'T', 'IH1', 'P', 'Y', 'AH0', 'L', 'EY2', 'T', 'IH0', 'D']","['S', 'T', 'IH', 'P', 'Y', 'AH', 'L', 'EY', 'T', 'IH', 'D']",11,long
urinating,real,2.8,low,"['Y', 'ER1', 'AH0', 'N', 'EY2', 'T', 'IH0', 'NG']","['Y', 'ER', 'AH', 'N', 'EY', 'T', 'IH', 'NG']",8,long
reacquainted,real,2.09,low,"['R', 'IY2', 'AH0', 'K', 'W', 'EY1', 'N', 'T', 'AH0', 'D']","['R', 'IY', 'AH', 'K', 'W', 'EY', 'N', 'T', 'AH', 'D']",10,long
worsening,real,3.15,low,"['W', 'ER1', 'S', 'AH0', 'N', 'IH0', 'NG']","['W', 'ER', 'S', 'AH', 'N', 'IH', 'NG']",7,long
Bulgarians,real,2.94,low,"['B', 'AH0', 'L', 'G', 'EH1', 'R', 'IY0', 'AH0', 'N', 'Z']","['B', 'AH', 'L', 'G', 'EH', 'R', 'IY', 'AH', 'N', 'Z']",10,long
trustee's,real,1.68,low,"['T', 'R', 'AH2', 'S', 'T', 'IY1', 'Z']","['T', 'R', 'AH', 'S', 'T', 'IY', 'Z']",7,long
ostentatious,real,2.68,low,"['AA2', 'S', 'T', 'AH0', 'N', 'T', 'EY1', 'SH', 'AH0', 'S']","['AA', 'S', 'T', 'AH', 'N', 'T', 'EY', 'SH', 'AH', 'S']",10,long
instabilities,real,2.39,low,"['IH2', 'N', 'S', 'T', 'AH0', 'B', 'IH1', 'L', 'IH0', 'T', 'IY0', 'Z']","['IH', 'N', 'S', 'T', 'AH', 'B', 'IH', 'L', 'IH', 'T', 'IY', 'Z']",12,long
halfpenny,real,2.56,low,"['HH', 'AE1', 'F', 'P', 'N', 'AH0', 'N', 'IY0']","['HH', 'AE', 'F', 'P', 'N', 'AH', 'N', 'IY']",8,long
drunkard,real,2.74,low,"['D', 'R', 'AH1', 'NG', 'K', 'ER0', 'D']","['D', 'R', 'AH', 'NG', 'K', 'ER', 'D']",7,long
governor,real,4.71,high,"['G', 'AH1', 'V', 'ER0', 'N', 'ER0']","['G', 'AH', 'V', 'ER', 'N', 'ER']",6,short
repulsions,real,1.2,low,"['R', 'IY0', 'P', 'AH1', 'L', 'SH', 'AH0', 'N', 'Z']","['R', 'IY', 'P', 'AH', 'L', 'SH', 'AH', 'N', 'Z']",9,long
tummies,real,2.26,low,"['T', 'AH1', 'M', 'IY0', 'Z']","['T', 'AH', 'M', 'IY', 'Z']",5,short
worrisome,real,2.88,low,"['W', 'ER1', 'IY0', 'S', 'AH0', 'M']","['W', 'ER', 'IY', 'S', 'AH', 'M']",6,short
hypnotism,real,2.45,low,"['HH', 'IH1', 'P', 'N', 'AH0', 'T', 'IH2', 'Z', 'AH0', 'M']","['HH', 'IH', 'P', 'N', 'AH', 'T', 'IH', 'Z', 'AH', 'M']",10,long
outsells,real,1.71,low,"['AW0', 'T', 'S', 'EH1', 'L', 'Z']","['AW', 'T', 'S', 'EH', 'L', 'Z']",6,short
bummer,real,3.2,low,"['B', 'AH1', 'M', 'ER0']","['B', 'AH', 'M', 'ER']",4,short
greener,real,3.24,low,"['G', 'R', 'IY1', 'N', 'ER0']","['G', 'R', 'IY', 'N', 'ER']",5,short
justify,real,4.14,high,"['JH', 'AH1', 'S', 'T', 'AH0', 'F', 'AY2']","['JH', 'AH', 'S', 'T', 'AH', 'F', 'AY']",7,long
SILICATES,real,2.18,low,"['S', 'IH1', 'L', 'AH0', 'K', 'AH0', 'T', 'S']","['S', 'IH', 'L', 'AH', 'K', 'AH', 'T', 'S']",8,long
maisonette,real,1.95,low,"['M', 'EY1', 'S', 'AH0', 'N', 'EH2', 'T']","['M', 'EY', 'S', 'AH', 'N', 'EH', 'T']",7,long
elaborated,real,3.15,low,"['IH0', 'L', 'AE1', 'B', 'ER0', 'EY0', 'T', 'AH0', 'D']","['IH', 'L', 'AE', 'B', 'ER', 'EY', 'T', 'AH', 'D']",9,long
decoration,real,3.82,high,"['D', 'EH2', 'K', 'ER0', 'EY1', 'SH', 'AH0', 'N']","['D', 'EH', 'K', 'ER', 'EY', 'SH', 'AH', 'N']",8,long
dereliction,real,2.55,low,"['D', 'EH2', 'R', 'AH0', 'L', 'IH1', 'K', 'SH', 'AH0', 'N']","['D', 'EH', 'R', 'AH', 'L', 'IH', 'K', 'SH', 'AH', 'N']",10,long
transmutations,real,1.49,low,"['T', 'R', 'AE0', 'N', 'S', 'M', 'UW2', 'T', 'AH0', 'N', 'EY1', 'SH', 'AH0', 'N', 'Z']","['T', 'R', 'AE', 'N', 'S', 'M', 'UW', 'T', 'AH', 'N', 'EY', 'SH', 'AH', 'N', 'Z']",15,long
regular,real,4.95,high,"['R', 'EH1', 'G', 'Y', 'AH0', 'L', 'ER0']","['R', 'EH', 'G', 'Y', 'AH', 'L', 'ER']",7,long
actuate,real,2.1,low,"['AE1', 'K', 'CH', 'UW0', 'W', 'EY2', 'T']","['AE', 'K', 'CH', 'UW', 'W', 'EY', 'T']",7,long
polymorphic,real,2.43,low,"['P', 'AA2', 'L', 'IY0', 'M', 'AO1', 'R', 'F', 'IH0', 'K']","['P', 'AA', 'L', 'IY', 'M', 'AO', 'R', 'F', 'IH', 'K']",10,long
marketeer,real,1.81,low,"['M', 'AA2', 'R', 'K', 'AH0', 'T', 'IH1', 'R']","['M', 'AA', 'R', 'K', 'AH', 'T', 'IH', 'R']",8,long
heavier,real,3.85,high,"['HH', 'EH1', 'V', 'IY0', 'ER0']","['HH', 'EH', 'V', 'IY', 'ER']",5,short
shallowest,real,1.9,low,"['SH', 'AE1', 'L', 'OW0', 'AH0', 'S', 'T']","['SH', 'AE', 'L', 'OW', 'AH', 'S', 'T']",7,long
timidity,real,2.34,low,"['T', 'AH0', 'M', 'IH1', 'D', 'AH0', 'T', 'IY0']","['T', 'AH', 'M', 'IH', 'D', 'AH', 'T', 'IY']",8,long
secretion,real,3.11,low,"['S', 'AH0', 'K', 'R', 'IY1', 'SH', 'AH0', 'N']","['S', 'AH', 'K', 'R', 'IY', 'SH', 'AH', 'N']",8,long
emerging,real,4.19,high,"['IH0', 'M', 'ER1', 'JH', 'IH0', 'NG']","['IH', 'M', 'ER', 'JH', 'IH', 'NG']",6,short
distilleries,real,2.72,low,"['D', 'IH0', 'S', 'T', 'IH1', 'L', 'ER0', 'IY0', 'Z']","['D', 'IH', 'S', 'T', 'IH', 'L', 'ER', 'IY', 'Z']",9,long
deserve,real,4.59,high,"['D', 'IH0', 'Z', 'ER1', 'V']","['D', 'IH', 'Z', 'ER', 'V']",5,short
pulverization,real,1.41,low,"['P', 'EH2', 'L', 'V', 'ER0', 'AH0', 'Z', 'EY1', 'SH', 'AH0', 'N']","['P', 'EH', 'L', 'V', 'ER', 'AH', 'Z', 'EY', 'SH', 'AH', 'N']",11,long
follower,real,3.56,high,"['F', 'AA1', 'L', 'OW0', 'ER0']","['F', 'AA', 'L', 'OW', 'ER']",5,short
observer,real,3.91,high,"['AH0', 'B', 'Z', 'ER1', 'V', 'ER0']","['AH', 'B', 'Z', 'ER', 'V', 'ER']",6,short
trepidation,real,2.72,low,"['T', 'R', 'EH2', 'P', 'IH0', 'D', 'EY1', 'SH', 'AH0', 'N']","['T', 'R', 'EH', 'P', 'IH', 'D', 'EY', 'SH', 'AH', 'N']",10,long
commensurable,real,1.47,low,"['K', 'AH0', 'M', 'EH1', 'N', 'S', 'ER0', 'AH0', 'B', 'AH0', 'L']","['K', 'AH', 'M', 'EH', 'N', 'S', 'ER', 'AH', 'B', 'AH', 'L']",11,long
install,real,4.14,high,"['IH0', 'N', 'S', 'T', 'AO1', 'L']","['IH', 'N', 'S', 'T', 'AO', 'L']",6,short
churlish,real,2.19,low,"['CH', 'ER1', 'L', 'IH0', 'SH']","['CH', 'ER', 'L', 'IH', 'SH']",5,short
premonition,real,2.65,low,"['P', 'R', 'EH0', 'M', 'AH0', 'N', 'IH1', 'SH', 'AH0', 'N']","['P', 'R', 'EH', 'M', 'AH', 'N', 'IH', 'SH', 'AH', 'N']",10,long
reciprocated,real,2.75,low,"['R', 'IH0', 'S', 'IH1', 'P', 'R', 'AH0', 'K', 'EY2', 'T', 'IH0', 'D']","['R', 'IH', 'S', 'IH', 'P', 'R', 'AH', 'K', 'EY', 'T', 'IH', 'D']",12,long
grimy,real,2.76,low,"['G', 'R', 'AY1', 'M', 'IY0']","['G', 'R', 'AY', 'M', 'IY']",5,short
damnable,real,2.16,low,"['D', 'AE1', 'M', 'N', 'AH0', 'B', 'AH0', 'L']","['D', 'AE', 'M', 'N', 'AH', 'B', 'AH', 'L']",8,long
iteration,real,3.39,low,"['AY0', 'T', 'R', 'EY1', 'SH', 'AH0', 'N']","['AY', 'T', 'R', 'EY', 'SH', 'AH', 'N']",7,long
dissidents,real,3.09,low,"['D', 'IH1', 'S', 'AH0', 'D', 'AH0', 'N', 'T', 'S']","['D', 'IH', 'S', 'AH', 'D', 'AH', 'N', 'T', 'S']",9,long
diverging,real,2.71,low,"['D', 'AY0', 'V', 'ER1', 'JH', 'IH0', 'NG']","['D', 'AY', 'V', 'ER', 'JH', 'IH', 'NG']",7,long
syllabuses,real,1.93,low,"['S', 'IH1', 'L', 'AH0', 'S', 'AH0', 'B', 'Z']","['S', 'IH', 'L', 'AH', 'S', 'AH', 'B', 'Z']",8,long
readier,real,1.6,low,"['R', 'EH1', 'D', 'IY0', 'ER0']","['R', 'EH', 'D', 'IY', 'ER']",5,short
starkly,real,2.56,low,"['S', 'T', 'AA1', 'R', 'K', 'L', 'IY0']","['S', 'T', 'AA', 'R', 'K', 'L', 'IY']",7,long
foreshortened,real,1.71,low,"['F', 'AO0', 'R', 'HH', 'AO1', 'S', 'T', 'ER0', 'HH', 'EH2', 'N', 'T']","['F', 'AO', 'R', 'HH', 'AO', 'S', 'T', 'ER', 'HH', 'EH', 'N', 'T']",12,long
throaty,real,2.24,low,"['TH', 'R', 'OW1', 'T', 'IY0']","['TH', 'R', 'OW', 'T', 'IY']",5,short
apology,real,4.05,high,"['AH0', 'P', 'AA1', 'L', 'AH0', 'JH', 'IY0']","['AH', 'P', 'AA', 'L', 'AH', 'JH', 'IY']",7,long
lavishness,real,1.62,low,"['L', 'AE1', 'V', 'IH0', 'SH', 'N', 'AH0', 'S']","['L', 'AE', 'V', 'IH', 'SH', 'N', 'AH', 'S']",8,long
lobules,real,1.47,low,"['L', 'AA1', 'B', 'Y', 'UW2', 'L', 'Z']","['L', 'AA', 'B', 'Y', 'UW', 'L', 'Z']",7,long
overburden,real,2.26,low,"['OW1', 'V', 'ER0', 'B', 'ER1', 'D', 'AH0', 'N']","['OW', 'V', 'ER', 'B', 'ER', 'D', 'AH', 'N']",8,long
section,real,5.0,high,"['S', 'EH1', 'K', 'SH', 'AH0', 'N']","['S', 'EH', 'K', 'SH', 'AH', 'N']",6,short
lacy,real,3.23,low,"['L', 'EY1', 'S', 'IY0']","['L', 'EY', 'S', 'IY']",4,short
emblematic,real,2.87,low,"['EH2', 'M', 'B', 'L', 'AH0', 'M', 'AE1', 'T', 'IH0', 'K']","['EH', 'M', 'B', 'L', 'AH', 'M', 'AE', 'T', 'IH', 'K']",10,long
thrillingly,real,1.88,low,"['TH', 'R', 'IH1', 'L', 'IH0', 'NG', 'L', 'IY0']","['TH', 'R', 'IH', 'L', 'IH', 'NG', 'L', 'IY']",8,long
diffidently,real,1.3,low,"['D', 'IH1', 'F', 'AH0', 'D', 'AH0', 'N', 'T', 'L', 'IY0']","['D', 'IH', 'F', 'AH', 'D', 'AH', 'N', 'T', 'L', 'IY']",10,long
denser,real,2.95,low,"['D', 'EH1', 'N', 'S', 'ER0']","['D', 'EH', 'N', 'S', 'ER']",5,short
utilized,real,3.83,high,"['Y', 'UW1', 'T', 'AH0', 'L', 'AY2', 'Z', 'D']","['Y', 'UW', 'T', 'AH', 'L', 'AY', 'Z', 'D']",8,long
orientating,real,1.28,low,"['Y', 'AO1', 'R', 'IY0', 'AH0', 'N', 'T', 'EY2', 'T', 'IH0', 'NG']","['Y', 'AO', 'R', 'IY', 'AH', 'N', 'T', 'EY', 'T', 'IH', 'NG']",11,long
favorable,real,3.85,high,"['F', 'EY1', 'V', 'ER0', 'AH0', 'B', 'AH0', 'L']","['F', 'EY', 'V', 'ER', 'AH', 'B', 'AH', 'L']",8,long
segmentations,real,1.34,low,"['S', 'EH2', 'G', 'M', 'AH0', 'N', 'T', 'EY1', 'SH', 'AH0', 'N', 'Z']","['S', 'EH', 'G', 'M', 'AH', 'N', 'T', 'EY', 'SH', 'AH', 'N', 'Z']",12,long
dislocated,real,3.03,low,"['D', 'IH1', 'S', 'L', 'OW0', 'K', 'EY0', 'T', 'IH0', 'D']","['D', 'IH', 'S', 'L', 'OW', 'K', 'EY', 'T', 'IH', 'D']",10,long
convolved,real,1.33,low,"['K', 'AH0', 'N', 'V', 'AA1', 'L', 'V', 'D']","['K', 'AH', 'N', 'V', 'AA', 'L', 'V', 'D']",8,long
destruct,real,2.9,low,"['D', 'IH0', 'S', 'T', 'R', 'AH1', 'K', 'T']","['D', 'IH', 'S', 'T', 'R', 'AH', 'K', 'T']",8,long
interlinks,real,1.04,low,"['IH1', 'N', 'T', 'ER0', 'L', 'IH0', 'NG', 'K', 'S']","['IH', 'N', 'T', 'ER', 'L', 'IH', 'NG', 'K', 'S']",9,long
positioning,real,3.73,high,"['P', 'AH0', 'Z', 'IH1', 'SH', 'AH0', 'N', 'IH0', 'NG']","['P', 'AH', 'Z', 'IH', 'SH', 'AH', 'N', 'IH', 'NG']",9,long
rupture,real,3.28,low,"['R', 'AH1', 'P', 'CH', 'ER0']","['R', 'AH', 'P', 'CH', 'ER']",5,short
undertaken,real,3.85,high,"['AH1', 'N', 'D', 'ER0', 'T', 'EY2', 'K', 'AH0', 'N']","['AH', 'N', 'D', 'ER', 'T', 'EY', 'K', 'AH', 'N']",9,long
vacated,real,3.3,low,"['V', 'EY0', 'K', 'EY1', 'T', 'AH0', 'D']","['V', 'EY', 'K', 'EY', 'T', 'AH', 'D']",7,long
civilians,real,4.1,high,"['S', 'AH0', 'V', 'IH1', 'L', 'Y', 'AH0', 'N', 'Z']","['S', 'AH', 'V', 'IH', 'L', 'Y', 'AH', 'N', 'Z']",9,long
pliers,real,2.9,low,"['P', 'L', 'AY1', 'ER0', 'Z']","['P', 'L', 'AY', 'ER', 'Z']",5,short
prohibitions,real,2.91,low,"['P', 'R', 'OW2', 'AH0', 'B', 'IH1', 'SH', 'AH0', 'N', 'Z']","['P', 'R', 'OW', 'AH', 'B', 'IH', 'SH', 'AH', 'N', 'Z']",10,long
rower,real,3.11,low,"['R', 'OW1', 'ER0']","['R', 'OW', 'ER']",3,short
sacral,real,2.52,low,"['S', 'EY1', 'K', 'R', 'AH0', 'L']","['S', 'EY', 'K', 'R', 'AH', 'L']",6,short
forbearing,real,1.6,low,"['F', 'ER0', 'B', 'IH1', 'R', 'IH0', 'NG']","['F', 'ER', 'B', 'IH', 'R', 'IH', 'NG']",7,long
maternity,real,3.66,high,"['M', 'AH0', 'T', 'ER1', 'N', 'IH0', 'T', 'IY0']","['M', 'AH', 'T', 'ER', 'N', 'IH', 'T', 'IY']",8,long
antislavery,real,2.11,low,"['AE0', 'N', 'T', 'IH1', 'S', 'L', 'AH0', 'V', 'ER0', 'IY0']","['AE', 'N', 'T', 'IH', 'S', 'L', 'AH', 'V', 'ER', 'IY']",10,long
cheerful,real,3.6,high,"['CH', 'IH1', 'R', 'F', 'AH0', 'L']","['CH', 'IH', 'R', 'F', 'AH', 'L']",6,short
costumer,real,2.26,low,"['K', 'AA1', 'S', 'T', 'UW0', 'M', 'ER0']","['K', 'AA', 'S', 'T', 'UW', 'M', 'ER']",7,long
Americana,real,3.21,low,"['AH0', 'M', 'EH2', 'R', 'AH0', 'K', 'AE1', 'N', 'AH0']","['AH', 'M', 'EH', 'R', 'AH', 'K', 'AE', 'N', 'AH']",9,long
harmony,real,4.11,high,"['HH', 'AA1', 'R', 'M', 'AH0', 'N', 'IY0']","['HH', 'AA', 'R', 'M', 'AH', 'N', 'IY']",7,long
antechamber,real,2.16,low,"['AE2', 'N', 'T', 'AE2', 'K', 'AH0', 'B', 'M', 'EH1', 'R']","['AE', 'N', 'T', 'AE', 'K', 'AH', 'B', 'M', 'EH', 'R']",10,long
hireling,real,1.82,low,"['HH', 'AY1', 'R', 'L', 'IH0', 'NG']","['HH', 'AY', 'R', 'L', 'IH', 'NG']",6,short
sector,real,4.66,high,"['S', 'EH1', 'K', 'T', 'ER0']","['S', 'EH', 'K', 'T', 'ER']",5,short
corpulence,real,1.5,low,"['K', 'AO1', 'R', 'P', 'Y', 'AH0', 'L', 'AH0', 'N', 'S']","['K', 'AO', 'R', 'P', 'Y', 'AH', 'L', 'AH', 'N', 'S']",10,long
notables,real,2.64,low,"['N', 'OW1', 'T', 'AH0', 'B', 'AH0', 'L', 'Z']","['N', 'OW', 'T', 'AH', 'B', 'AH', 'L', 'Z']",8,long
overhears,real,2.12,low,"['OW1', 'V', 'ER0', 'HH', 'IY1', 'R', 'Z']","['OW', 'V', 'ER', 'HH', 'IY', 'R', 'Z']",7,long
subsidies,real,3.74,high,"['S', 'AH1', 'B', 'S', 'AH0', 'D', 'IY0', 'Z']","['S', 'AH', 'B', 'S', 'AH', 'D', 'IY', 'Z']",8,long
envisioning,real,2.65,low,"['EH0', 'N', 'V', 'IH1', 'ZH', 'AH0', 'N', 'IH0', 'NG']","['EH', 'N', 'V', 'IH', 'ZH', 'AH', 'N', 'IH', 'NG']",9,long
inextricable,real,2.06,low,"['IH0', 'N', 'EH1', 'K', 'S', 'T', 'R', 'IH0', 'K', 'AH0', 'B', 'AH0', 'L']","['IH', 'N', 'EH', 'K', 'S', 'T', 'R', 'IH', 'K', 'AH', 'B', 'AH', 'L']",13,long
overgrowth,real,2.52,low,"['OW1', 'V', 'ER0', 'G', 'R', 'OW0', 'TH']","['OW', 'V', 'ER', 'G', 'R', 'OW', 'TH']",7,long
colder,real,3.54,high,"['K', 'OW1', 'L', 'D', 'ER0']","['K', 'OW', 'L', 'D', 'ER']",5,short
