Unnamed: 0,Word,Size,Length,Frequency,Zipf Frequency,Morphology,Lexicality,Part of Speech,Phonemes,No Stress,Condition
267,lindle,short,6,,,simple,pseudo,,"['L', 'IH1', 'N', 'D', 'AH0', 'L']","['L', 'IH', 'N', 'D', 'AH', 'L']",PSS
268,lindol,short,6,,,simple,pseudo,,"['L', 'IH1', 'N', 'D', 'AO2', 'L']","['L', 'IH', 'N', 'D', 'AO', 'L']",PSS
269,lingin,short,6,,,simple,pseudo,,"['L', 'IH1', 'NG', 'G', 'IH0', 'N']","['L', 'IH', 'NG', 'G', 'IH', 'N']",PSS
270,lirgal,short,5,,,simple,pseudo,,"['L', 'ER1', 'G', 'AH0', 'L']","['L', 'ER', 'G', 'AH', 'L']",PSS
271,lithyr,short,4,,,simple,pseudo,,"['L', 'IH1', 'TH', 'ER0']","['L', 'IH', 'TH', 'ER']",PSS
272,livend,short,6,,,simple,pseudo,,"['L', 'AY1', 'V', 'AH0', 'N', 'D']","['L', 'AY', 'V', 'AH', 'N', 'D']",PSS
273,mample,short,6,,,simple,pseudo,,"['M', 'AE1', 'M', 'P', 'AH0', 'L']","['M', 'AE', 'M', 'P', 'AH', 'L']",PSS
274,margar,short,5,,,simple,pseudo,,"['M', 'AA1', 'R', 'G', 'ER0']","['M', 'AA', 'R', 'G', 'ER']",PSS
275,marget,short,6,,,simple,pseudo,,"['M', 'AA1', 'R', 'G', 'IH0', 'T']","['M', 'AA', 'R', 'G', 'IH', 'T']",PSS
276,margon,short,6,,,simple,pseudo,,"['M', 'AA1', 'R', 'G', 'AH0', 'N']","['M', 'AA', 'R', 'G', 'AH', 'N']",PSS
277,mimble,short,6,,,simple,pseudo,,"['M', 'IH1', 'M', 'B', 'AH0', 'L']","['M', 'IH', 'M', 'B', 'AH', 'L']",PSS
278,mindow,short,5,,,simple,pseudo,,"['M', 'IH1', 'N', 'D', 'OW0']","['M', 'IH', 'N', 'D', 'OW']",PSS
279,oriend,short,6,,,simple,pseudo,,"['AO1', 'R', 'IY0', 'AH0', 'N', 'D']","['AO', 'R', 'IY', 'AH', 'N', 'D']",PSS
280,orithe,short,4,,,simple,pseudo,,"['AO1', 'R', 'IH0', 'TH']","['AO', 'R', 'IH', 'TH']",PSS
281,oriver,short,5,,,simple,pseudo,,"['AO1', 'R', 'IH0', 'V', 'ER0']","['AO', 'R', 'IH', 'V', 'ER']",PSS
282,orivol,short,6,,,simple,pseudo,,"['AO1', 'R', 'IY0', 'V', 'OW2', 'L']","['AO', 'R', 'IY', 'V', 'OW', 'L']",PSS
283,orivon,short,6,,,simple,pseudo,,"['AO1', 'R', 'IH0', 'V', 'AA0', 'N']","['AO', 'R', 'IH', 'V', 'AA', 'N']",PSS
284,peigle,short,5,,,simple,pseudo,,"['P', 'EY1', 'G', 'AH0', 'L']","['P', 'EY', 'G', 'AH', 'L']",PSS
285,pepply,short,5,,,simple,pseudo,,"['P', 'EH1', 'P', 'L', 'IY0']","['P', 'EH', 'P', 'L', 'IY']",PSS
286,perker,short,4,,,simple,pseudo,,"['P', 'ER1', 'K', 'ER0']","['P', 'ER', 'K', 'ER']",PSS
287,pernel,short,5,,,simple,pseudo,,"['P', 'ER1', 'N', 'AH0', 'L']","['P', 'ER', 'N', 'AH', 'L']",PSS
288,peveal,short,5,,,simple,pseudo,,"['P', 'AH0', 'V', 'IY1', 'L']","['P', 'AH', 'V', 'IY', 'L']",PSS
289,pleane,short,4,,,simple,pseudo,,"['P', 'L', 'IY1', 'N']","['P', 'L', 'IY', 'N']",PSS
290,puivon,short,6,,,simple,pseudo,,"['P', 'W', 'IH1', 'V', 'AH0', 'N']","['P', 'W', 'IH', 'V', 'AH', 'N']",PSS
291,pullew,short,5,,,simple,pseudo,,"['P', 'UH1', 'L', 'W', 'EH0']","['P', 'UH', 'L', 'W', 'EH']",PSS
292,puzzly,short,5,,,simple,pseudo,,"['P', 'AH1', 'Z', 'L', 'IY0']","['P', 'AH', 'Z', 'L', 'IY']",PSS
293,quigol,short,6,,,simple,pseudo,,"['K', 'W', 'IH1', 'G', 'AH0', 'L']","['K', 'W', 'IH', 'G', 'AH', 'L']",PSS
294,quivol,short,6,,,simple,pseudo,,"['K', 'W', 'IH1', 'V', 'AA0', 'L']","['K', 'W', 'IH', 'V', 'AA', 'L']",PSS
295,quzzle,short,5,,,simple,pseudo,,"['K', 'AH1', 'Z', 'AH0', 'L']","['K', 'AH', 'Z', 'AH', 'L']",PSS
296,ramily,short,6,,,simple,pseudo,,"['R', 'EY1', 'M', 'AH0', 'L', 'IY0']","['R', 'EY', 'M', 'AH', 'L', 'IY']",PSS
297,rarker,short,5,,,simple,pseudo,,"['R', 'AA1', 'R', 'K', 'ER0']","['R', 'AA', 'R', 'K', 'ER']",PSS
298,reanel,short,5,,,simple,pseudo,,"['R', 'IY1', 'N', 'AH0', 'L']","['R', 'IY', 'N', 'AH', 'L']",PSS
299,reaner,short,4,,,simple,pseudo,,"['R', 'IY1', 'N', 'ER0']","['R', 'IY', 'N', 'ER']",PSS
300,rearce,short,3,,,simple,pseudo,,"['R', 'IY1', 'S']","['R', 'IY', 'S']",PSS
301,rearch,short,4,,,simple,pseudo,,"['R', 'IH1', 'R', 'CH']","['R', 'IH', 'R', 'CH']",PSS
302,rettle,short,5,,,simple,pseudo,,"['R', 'EH1', 'T', 'AH0', 'L']","['R', 'EH', 'T', 'AH', 'L']",PSS
303,revide,short,5,,,simple,pseudo,,"['R', 'IY0', 'V', 'AY1', 'D']","['R', 'IY', 'V', 'AY', 'D']",PSS
304,schong,short,3,,,simple,pseudo,,"['SH', 'AO1', 'NG']","['SH', 'AO', 'NG']",PSS
305,schoon,short,4,,,simple,pseudo,,"['S', 'K', 'UW1', 'N']","['S', 'K', 'UW', 'N']",PSS
306,searce,short,3,,,simple,pseudo,,"['S', 'ER1', 'S']","['S', 'ER', 'S']",PSS
307,sedide,short,5,,,simple,pseudo,,"['S', 'EH1', 'D', 'AY0', 'D']","['S', 'EH', 'D', 'AY', 'D']",PSS
308,sirind,short,6,,,simple,pseudo,,"['S', 'IH1', 'R', 'IH0', 'N', 'D']","['S', 'IH', 'R', 'IH', 'N', 'D']",PSS
309,sollow,short,4,,,simple,pseudo,,"['S', 'AA1', 'L', 'OW0']","['S', 'AA', 'L', 'OW']",PSS
310,somine,short,6,,,simple,pseudo,,"['S', 'OW0', 'M', 'IY1', 'N', 'IY0']","['S', 'OW', 'M', 'IY', 'N', 'IY']",PSS
311,souipt,short,4,,,simple,pseudo,,"['S', 'UW1', 'P', 'T']","['S', 'UW', 'P', 'T']",PSS
312,sourch,short,4,,,simple,pseudo,,"['S', 'AO1', 'R', 'CH']","['S', 'AO', 'R', 'CH']",PSS
313,sourse,short,4,,,simple,pseudo,,"['S', 'AO1', 'R', 'S']","['S', 'AO', 'R', 'S']",PSS
314,systle,short,6,,,simple,pseudo,,"['S', 'IH1', 'S', 'T', 'AH0', 'L']","['S', 'IH', 'S', 'T', 'AH', 'L']",PSS
315,systle,short,6,,,simple,pseudo,,"['S', 'IH1', 'S', 'T', 'AH0', 'L']","['S', 'IH', 'S', 'T', 'AH', 'L']",PSS
316,systly,short,6,,,simple,pseudo,,"['S', 'IH1', 'S', 'T', 'L', 'IY0']","['S', 'IH', 'S', 'T', 'L', 'IY']",PSS
317,tamble,short,6,,,simple,pseudo,,"['T', 'AE1', 'M', 'B', 'AH0', 'L']","['T', 'AE', 'M', 'B', 'AH', 'L']",PSS
318,taphyr,short,5,,,simple,pseudo,,"['T', 'AE1', 'F', 'IH0', 'R']","['T', 'AE', 'F', 'IH', 'R']",PSS
319,tapply,short,5,,,simple,pseudo,,"['T', 'AE1', 'P', 'L', 'IY0']","['T', 'AE', 'P', 'L', 'IY']",PSS
320,targle,short,6,,,simple,pseudo,,"['T', 'AA1', 'R', 'G', 'AH0', 'L']","['T', 'AA', 'R', 'G', 'AH', 'L']",PSS
321,targon,short,6,,,simple,pseudo,,"['T', 'AA1', 'R', 'G', 'AH0', 'N']","['T', 'AA', 'R', 'G', 'AH', 'N']",PSS
322,tarket,short,6,,,simple,pseudo,,"['T', 'AA1', 'R', 'K', 'AH0', 'T']","['T', 'AA', 'R', 'K', 'AH', 'T']",PSS
323,terker,short,4,,,simple,pseudo,,"['T', 'ER1', 'K', 'ER0']","['T', 'ER', 'K', 'ER']",PSS
324,tethen,short,5,,,simple,pseudo,,"['T', 'EH1', 'TH', 'AH0', 'N']","['T', 'EH', 'TH', 'AH', 'N']",PSS
325,tettle,short,5,,,simple,pseudo,,"['T', 'EH1', 'T', 'AH0', 'L']","['T', 'EH', 'T', 'AH', 'L']",PSS
326,wicear,short,4,,,simple,pseudo,,"['W', 'IH1', 'S', 'ER0']","['W', 'IH', 'S', 'ER']",PSS
327,wimiew,short,5,,,simple,pseudo,,"['W', 'IH1', 'M', 'IY0', 'W']","['W', 'IH', 'M', 'IY', 'W']",PSS
328,wimper,short,5,,,simple,pseudo,,"['W', 'IH1', 'M', 'P', 'ER0']","['W', 'IH', 'M', 'P', 'ER']",PSS
329,wingin,short,5,,,simple,pseudo,,"['W', 'IH1', 'NG', 'IH0', 'N']","['W', 'IH', 'NG', 'IH', 'N']",PSS
330,wingle,short,6,,,simple,pseudo,,"['W', 'IH1', 'NG', 'G', 'AH0', 'L']","['W', 'IH', 'NG', 'G', 'AH', 'L']",PSS
331,wirker,short,4,,,simple,pseudo,,"['W', 'ER1', 'K', 'ER0']","['W', 'ER', 'K', 'ER']",PSS
332,wittle,short,5,,,simple,pseudo,,"['W', 'IH1', 'T', 'AH0', 'L']","['W', 'IH', 'T', 'AH', 'L']",PSS
333,wracle,short,5,,,simple,pseudo,,"['R', 'AE1', 'K', 'AH0', 'L']","['R', 'AE', 'K', 'AH', 'L']",PSS
334,wriend,short,4,,,simple,pseudo,,"['R', 'IY1', 'N', 'D']","['R', 'IY', 'N', 'D']",PSS
335,wrigin,short,5,,,simple,pseudo,,"['R', 'IH1', 'JH', 'AH0', 'N']","['R', 'IH', 'JH', 'AH', 'N']",PSS
336,wriver,short,4,,,simple,pseudo,,"['R', 'AY1', 'V', 'ER0']","['R', 'AY', 'V', 'ER']",PSS
337,wrivol,short,5,,,simple,pseudo,,"['R', 'AY1', 'V', 'AH0', 'L']","['R', 'AY', 'V', 'AH', 'L']",PSS
338,wrivow,short,4,,,simple,pseudo,,"['R', 'IH1', 'V', 'OW0']","['R', 'IH', 'V', 'OW']",PSS
339,wruide,short,3,,,simple,pseudo,,"['R', 'UW1', 'D']","['R', 'UW', 'D']",PSS
340,zevene,short,5,,,simple,pseudo,,"['Z', 'EH1', 'V', 'IY0', 'N']","['Z', 'EH', 'V', 'IY', 'N']",PSS
341,acip,short,4,,,simple,pseudo,,"['EY1', 'S', 'AH0', 'P']","['EY', 'S', 'AH', 'P']",PSS
342,anth,short,3,,,simple,pseudo,,"['AE1', 'N', 'TH']","['AE', 'N', 'TH']",PSS
343,dack,short,3,,,simple,pseudo,,"['D', 'AE1', 'K']","['D', 'AE', 'K']",PSS
344,dall,short,3,,,simple,pseudo,,"['D', 'AO1', 'L']","['D', 'AO', 'L']",PSS
345,foay,short,3,,,simple,pseudo,,"['F', 'OW1', 'IY0']","['F', 'OW', 'IY']",PSS
346,gloe,short,3,,,simple,pseudo,,"['G', 'L', 'OW1']","['G', 'L', 'OW']",PSS
347,hane,short,3,,,simple,pseudo,,"['HH', 'EY1', 'N']","['HH', 'EY', 'N']",PSS
348,loar,short,3,,,simple,pseudo,,"['L', 'AO1', 'R']","['L', 'AO', 'R']",PSS
349,nith,short,3,,,simple,pseudo,,"['N', 'IH1', 'TH']","['N', 'IH', 'TH']",PSS
350,pild,short,4,,,simple,pseudo,,"['P', 'IH1', 'L', 'D']","['P', 'IH', 'L', 'D']",PSS
351,quab,short,4,,,simple,pseudo,,"['K', 'W', 'AA1', 'B']","['K', 'W', 'AA', 'B']",PSS
352,ralk,short,3,,,simple,pseudo,,"['R', 'AO1', 'K']","['R', 'AO', 'K']",PSS
353,seft,short,4,,,simple,pseudo,,"['S', 'EH1', 'F', 'T']","['S', 'EH', 'F', 'T']",PSS
354,wigh,short,3,,,simple,pseudo,,"['W', 'AY1', 'G']","['W', 'AY', 'G']",PSS
355,zeft,short,4,,,simple,pseudo,,"['Z', 'EH1', 'F', 'T']","['Z', 'EH', 'F', 'T']",PSS
356,abosh,short,4,,,simple,pseudo,,"['AH0', 'B', 'AA1', 'SH']","['AH', 'B', 'AA', 'SH']",PSS
357,blaid,short,4,,,simple,pseudo,,"['B', 'L', 'EY1', 'D']","['B', 'L', 'EY', 'D']",PSS
358,brose,short,4,,,simple,pseudo,,"['B', 'R', 'OW1', 'Z']","['B', 'R', 'OW', 'Z']",PSS
359,clect,short,5,,,simple,pseudo,,"['K', 'L', 'EH1', 'K', 'T']","['K', 'L', 'EH', 'K', 'T']",PSS
360,flean,short,4,,,simple,pseudo,,"['F', 'L', 'IY1', 'N']","['F', 'L', 'IY', 'N']",PSS
361,knash,short,3,,,simple,pseudo,,"['N', 'AE1', 'SH']","['N', 'AE', 'SH']",PSS
362,lepar,short,4,,,simple,pseudo,,"['L', 'EH1', 'P', 'ER0']","['L', 'EH', 'P', 'ER']",PSS
363,neerd,short,4,,,simple,pseudo,,"['N', 'IH1', 'R', 'D']","['N', 'IH', 'R', 'D']",PSS
364,offee,short,3,,,simple,pseudo,,"['AH0', 'F', 'IY1']","['AH', 'F', 'IY']",PSS
365,pring,short,4,,,simple,pseudo,,"['P', 'R', 'IH1', 'NG']","['P', 'R', 'IH', 'NG']",PSS
366,sevel,short,5,,,simple,pseudo,,"['S', 'EH1', 'V', 'AH0', 'L']","['S', 'EH', 'V', 'AH', 'L']",PSS
367,staib,short,4,,,simple,pseudo,,"['S', 'T', 'EY1', 'B']","['S', 'T', 'EY', 'B']",PSS
368,stull,short,4,,,simple,pseudo,,"['S', 'T', 'AH1', 'L']","['S', 'T', 'AH', 'L']",PSS
369,vance,short,4,,,simple,pseudo,,"['V', 'AE1', 'N', 'S']","['V', 'AE', 'N', 'S']",PSS
370,whild,short,4,,,simple,pseudo,,"['W', 'IH1', 'L', 'D']","['W', 'IH', 'L', 'D']",PSS
371,acriel,short,6,,,simple,pseudo,,"['AE1', 'K', 'R', 'IY0', 'AH0', 'L']","['AE', 'K', 'R', 'IY', 'AH', 'L']",PSS
372,bullow,short,4,,,simple,pseudo,,"['B', 'UH1', 'L', 'OW0']","['B', 'UH', 'L', 'OW']",PSS
373,buzzle,short,5,,,simple,pseudo,,"['B', 'AH1', 'Z', 'AH0', 'L']","['B', 'AH', 'Z', 'AH', 'L']",PSS
374,courch,short,4,,,simple,pseudo,,"['K', 'AO1', 'R', 'CH']","['K', 'AO', 'R', 'CH']",PSS
375,dimbly,short,6,,,simple,pseudo,,"['D', 'IH1', 'M', 'B', 'L', 'IY0']","['D', 'IH', 'M', 'B', 'L', 'IY']",PSS
376,famble,short,6,,,simple,pseudo,,"['F', 'AE1', 'M', 'B', 'AH0', 'L']","['F', 'AE', 'M', 'B', 'AH', 'L']",PSS
377,friver,short,5,,,simple,pseudo,,"['F', 'R', 'AY1', 'V', 'ER0']","['F', 'R', 'AY', 'V', 'ER']",PSS
378,haphem,short,5,,,simple,pseudo,,"['HH', 'AE1', 'F', 'AH0', 'M']","['HH', 'AE', 'F', 'AH', 'M']",PSS
379,jamble,short,6,,,simple,pseudo,,"['JH', 'AE1', 'M', 'B', 'AH0', 'L']","['JH', 'AE', 'M', 'B', 'AH', 'L']",PSS
380,lindle,short,6,,,simple,pseudo,,"['L', 'IH1', 'N', 'D', 'AH0', 'L']","['L', 'IH', 'N', 'D', 'AH', 'L']",PSS
381,mindow,short,5,,,simple,pseudo,,"['M', 'IH1', 'N', 'D', 'OW0']","['M', 'IH', 'N', 'D', 'OW']",PSS
382,puzzly,short,5,,,simple,pseudo,,"['P', 'AH1', 'Z', 'L', 'IY0']","['P', 'AH', 'Z', 'L', 'IY']",PSS
383,rettle,short,5,,,simple,pseudo,,"['R', 'EH1', 'T', 'AH0', 'L']","['R', 'EH', 'T', 'AH', 'L']",PSS
384,searce,short,3,,,simple,pseudo,,"['S', 'ER1', 'S']","['S', 'ER', 'S']",PSS
385,tarket,short,6,,,simple,pseudo,,"['T', 'AA1', 'R', 'K', 'AH0', 'T']","['T', 'AA', 'R', 'K', 'AH', 'T']",PSS
