Word,Lexicality,Zipf Frequency,Frequency,Phonemes,No Stress,Length,Size
berne,real,2.75,low,"['B', 'ER1', 'N']","['B', 'ER', 'N']",3,short
bernhard,real,2.85,low,"['B', 'ER1', 'N', 'HH', 'AA0', 'R', 'D']","['B', 'ER', 'N', 'HH', 'AA', 'R', 'D']",7,long
bernhardt,real,2.5,low,"['B', 'ER1', 'N', 'HH', 'AA0', 'R', 'T']","['B', 'ER', 'N', 'HH', 'AA', 'R', 'T']",7,long
bernie,real,3.99,high,"['B', 'ER1', 'N', 'IY0']","['B', 'ER', 'N', 'IY']",4,short
bernini,real,2.32,low,"['B', 'ER0', 'N', 'IY1', 'N', 'IY0']","['B', 'ER', 'N', 'IY', 'N', 'IY']",6,short
bernoulli,real,2.41,low,"['B', 'ER0', 'N', 'UW1', 'L', 'IY0']","['B', 'ER', 'N', 'UW', 'L', 'IY']",6,short
bernstein,real,3.43,low,"['B', 'ER1', 'N', 'S', 'T', 'AY0', 'N']","['B', 'ER', 'N', 'S', 'T', 'AY', 'N']",7,long
berry,real,3.97,high,"['B', 'EH1', 'R', 'IY0']","['B', 'EH', 'R', 'IY']",4,short
berth,real,3.44,low,"['B', 'ER1', 'TH']","['B', 'ER', 'TH']",3,short
bertrand,real,3.17,low,"['B', 'ER1', 'T', 'R', 'AH0', 'N', 'D']","['B', 'ER', 'T', 'R', 'AH', 'N', 'D']",7,long
beryl,real,2.91,low,"['B', 'EH1', 'R', 'AH0', 'L']","['B', 'EH', 'R', 'AH', 'L']",5,short
beryllium,real,2.86,low,"['B', 'ER0', 'IH1', 'L', 'IY0', 'AH0', 'M']","['B', 'ER', 'IH', 'L', 'IY', 'AH', 'M']",7,long
beseech,real,2.74,low,"['B', 'IY0', 'S', 'IY1', 'CH']","['B', 'IY', 'S', 'IY', 'CH']",5,short
besom,real,1.5,low,"['B', 'IY1', 'S', 'AH0', 'M']","['B', 'IY', 'S', 'AH', 'M']",5,short
bess,real,3.06,low,"['B', 'EH1', 'S']","['B', 'EH', 'S']",3,short
bessie,real,3.05,low,"['B', 'EH1', 'S', 'IY0']","['B', 'EH', 'S', 'IY']",4,short
beast,real,4.29,high,"['B', 'IY1', 'S', 'T']","['B', 'IY', 'S', 'T']",4,short
bestow,real,2.98,low,"['B', 'IH0', 'S', 'T', 'OW1']","['B', 'IH', 'S', 'T', 'OW']",5,short
betake,real,1.39,low,"['B', 'IY0', 'T', 'EY1', 'K']","['B', 'IY', 'T', 'EY', 'K']",5,short
beta,real,4.2,high,"['B', 'EY1', 'T', 'AH0']","['B', 'EY', 'T', 'AH']",4,short
betel,real,2.53,low,"['B', 'EH1', 'T', 'AH0', 'L']","['B', 'EH', 'T', 'AH', 'L']",5,short
bethel,real,3.11,low,"['B', 'EH1', 'TH', 'AH0', 'L']","['B', 'EH', 'TH', 'AH', 'L']",5,short
betimes,real,1.6,low,"['B', 'EH1', 'T', 'IY0', 'M', 'Z']","['B', 'EH', 'T', 'IY', 'M', 'Z']",6,short
betsey,real,2.53,low,"['B', 'EH1', 'T', 'S', 'IY0']","['B', 'EH', 'T', 'S', 'IY']",5,short
betsy,real,3.42,low,"['B', 'EH1', 'T', 'S', 'IY0']","['B', 'EH', 'T', 'S', 'IY']",5,short
bet,real,4.79,high,"['B', 'EH1', 'T']","['B', 'EH', 'T']",3,short
better,real,5.76,high,"['B', 'EH1', 'T', 'ER0']","['B', 'EH', 'T', 'ER']",4,short
bevel,real,2.61,low,"['B', 'EH1', 'V', 'AH0', 'L']","['B', 'EH', 'V', 'AH', 'L']",5,short
beverly,real,3.87,high,"['B', 'EH1', 'V', 'ER0', 'L', 'IY0']","['B', 'EH', 'V', 'ER', 'L', 'IY']",6,short
bevy,real,2.55,low,"['B', 'EH1', 'V', 'IY0']","['B', 'EH', 'V', 'IY']",4,short
bey,real,3.31,low,"['B', 'EY1']","['B', 'EY']",2,short
bezique,real,1.11,low,"['B', 'AH0', 'Z', 'IY1', 'K']","['B', 'AH', 'Z', 'IY', 'K']",5,short
bianco,real,2.56,low,"['B', 'IY0', 'AA1', 'NG', 'K', 'OW0']","['B', 'IY', 'AA', 'NG', 'K', 'OW']",6,short
bias,real,4.18,high,"['B', 'AY1', 'AH0', 'S']","['B', 'AY', 'AH', 'S']",4,short
bib,real,2.97,low,"['B', 'IH1', 'B']","['B', 'IH', 'B']",3,short
bibulous,real,1.31,low,"['B', 'IH1', 'B', 'Y', 'AH0', 'L', 'AH0', 'S']","['B', 'IH', 'B', 'Y', 'AH', 'L', 'AH', 'S']",8,long
bicker,real,2.56,low,"['B', 'IH1', 'K', 'ER0']","['B', 'IH', 'K', 'ER']",4,short
biddy,real,2.39,low,"['B', 'IH1', 'D', 'IY0']","['B', 'IH', 'D', 'IY']",4,short
bidet,real,2.58,low,"['B', 'AY1', 'D', 'AH0', 'T']","['B', 'AY', 'D', 'AH', 'T']",5,short
bien,real,3.1,low,"['B', 'IY1', 'N']","['B', 'IY', 'N']",3,short
bier,real,2.46,low,"['B', 'IY1', 'R']","['B', 'IY', 'R']",3,short
biff,real,2.8,low,"['B', 'IH1', 'F']","['B', 'IH', 'F']",3,short
bifurcate,real,1.72,low,"['B', 'IH1', 'F', 'ER0', 'K', 'EY2', 'T']","['B', 'IH', 'F', 'ER', 'K', 'EY', 'T']",7,long
bight,real,2.67,low,"['B', 'AY1', 'T']","['B', 'AY', 'T']",3,short
bijouterie,real,1.16,low,"['B', 'AY0', 'S', 'AO1', 'T', 'ER0', 'IY0']","['B', 'AY', 'S', 'AO', 'T', 'ER', 'IY']",7,long
bike,real,4.53,high,"['B', 'AY1', 'K']","['B', 'AY', 'K']",3,short
billow,real,2.12,low,"['B', 'IH1', 'L', 'OW0']","['B', 'IH', 'L', 'OW']",4,short
bilious,real,2.03,low,"['B', 'IH1', 'L', 'IY0', 'AH0', 'S']","['B', 'IH', 'L', 'IY', 'AH', 'S']",6,short
bilk,real,2.07,low,"['B', 'IH1', 'L', 'K']","['B', 'IH', 'L', 'K']",4,short
billet,real,2.75,low,"['B', 'IH1', 'L', 'AH0', 'T']","['B', 'IH', 'L', 'AH', 'T']",5,short
bill,real,5.15,high,"['B', 'IH1', 'L']","['B', 'IH', 'L']",3,short
bare,real,4.18,high,"['B', 'EH1', 'R']","['B', 'EH', 'R']",3,short
bargain,real,3.95,high,"['B', 'AA1', 'R', 'G', 'AH0', 'N']","['B', 'AA', 'R', 'G', 'AH', 'N']",6,short
barge,real,3.5,low,"['B', 'AA1', 'R', 'JH']","['B', 'AA', 'R', 'JH']",4,short
bari,real,2.83,low,"['B', 'AA1', 'R', 'IY0']","['B', 'AA', 'R', 'IY']",4,short
baritone,real,2.98,low,"['B', 'EH1', 'R', 'AH0', 'T', 'OW2', 'N']","['B', 'EH', 'R', 'AH', 'T', 'OW', 'N']",7,long
bark,real,3.85,high,"['B', 'AA1', 'R', 'K']","['B', 'AA', 'R', 'K']",4,short
barmy,real,2.32,low,"['B', 'AA1', 'R', 'M', 'IY0']","['B', 'AA', 'R', 'M', 'IY']",5,short
barnacle,real,2.55,low,"['B', 'AA1', 'R', 'N', 'AH0', 'K', 'AH0', 'L']","['B', 'AA', 'R', 'N', 'AH', 'K', 'AH', 'L']",8,long
barnard,real,3.15,low,"['B', 'AA1', 'R', 'N', 'ER0', 'R', 'D']","['B', 'AA', 'R', 'N', 'ER', 'R', 'D']",7,long
barnes,real,3.94,high,"['B', 'AA1', 'R', 'N', 'Z']","['B', 'AA', 'R', 'N', 'Z']",5,short
barnet,real,2.86,low,"['B', 'AA1', 'R', 'N', 'IH0', 'T']","['B', 'AA', 'R', 'N', 'IH', 'T']",6,short
barnett,real,3.43,low,"['B', 'AA0', 'R', 'N', 'EH1', 'T']","['B', 'AA', 'R', 'N', 'EH', 'T']",6,short
barney,real,3.54,high,"['B', 'AA1', 'R', 'N', 'IY0']","['B', 'AA', 'R', 'N', 'IY']",5,short
barr,real,3.46,low,"['B', 'AA1', 'R']","['B', 'AA', 'R']",3,short
barrack,real,2.79,low,"['B', 'AE1', 'R', 'AH0', 'K']","['B', 'AE', 'R', 'AH', 'K']",5,short
barracuda,real,2.78,low,"['B', 'EH2', 'R', 'AH0', 'K', 'UW1', 'D', 'AH0']","['B', 'EH', 'R', 'AH', 'K', 'UW', 'D', 'AH']",8,long
barrage,real,3.39,low,"['B', 'ER0', 'AA1', 'ZH']","['B', 'ER', 'AA', 'ZH']",4,short
barre,real,3.08,low,"['B', 'EH1', 'R', 'IY0']","['B', 'EH', 'R', 'IY']",4,short
barrel,real,4.17,high,"['B', 'AE1', 'R', 'AH0', 'L']","['B', 'AE', 'R', 'AH', 'L']",5,short
barrett,real,3.64,high,"['B', 'AE1', 'R', 'IH0', 'T']","['B', 'AE', 'R', 'IH', 'T']",5,short
barricade,real,3.09,low,"['B', 'AE1', 'R', 'AH0', 'K', 'EY2', 'D']","['B', 'AE', 'R', 'AH', 'K', 'EY', 'D']",7,long
barrington,real,2.94,low,"['B', 'AE1', 'R', 'IH0', 'NG', 'T', 'AH0', 'N']","['B', 'AE', 'R', 'IH', 'NG', 'T', 'AH', 'N']",8,long
barrister,real,3.37,low,"['B', 'AE1', 'R', 'IH0', 'S', 'T', 'ER0']","['B', 'AE', 'R', 'IH', 'S', 'T', 'ER']",7,long
barrow,real,3.38,low,"['B', 'AE1', 'R', 'OW0']","['B', 'AE', 'R', 'OW']",4,short
barrymore,real,2.93,low,"['B', 'AE1', 'R', 'IY0', 'M', 'AO2', 'R']","['B', 'AE', 'R', 'IY', 'M', 'AO', 'R']",7,long
barstow,real,2.55,low,"['B', 'AA1', 'R', 'S', 'T', 'OW2']","['B', 'AA', 'R', 'S', 'T', 'OW']",6,short
barter,real,3.05,low,"['B', 'AA1', 'R', 'T', 'ER0']","['B', 'AA', 'R', 'T', 'ER']",5,short
barth,real,2.87,low,"['B', 'AA1', 'R', 'TH']","['B', 'AA', 'R', 'TH']",4,short
bartok,real,2.25,low,"['B', 'AA1', 'R', 'T', 'AH0', 'K']","['B', 'AA', 'R', 'T', 'AH', 'K']",6,short
barton,real,3.61,high,"['B', 'AA1', 'R', 'T', 'AH0', 'N']","['B', 'AA', 'R', 'T', 'AH', 'N']",6,short
basel,real,3.42,low,"['B', 'AA1', 'Z', 'AH0', 'L']","['B', 'AA', 'Z', 'AH', 'L']",5,short
bashaw,real,1.46,low,"['B', 'AH0', 'SH', 'AO1']","['B', 'AH', 'SH', 'AO']",4,short
bash,real,3.81,high,"['B', 'AE1', 'SH']","['B', 'AE', 'SH']",3,short
basho,real,2.13,low,"['B', 'AA1', 'SH', 'OW0']","['B', 'AA', 'SH', 'OW']",4,short
basie,real,2.41,low,"['B', 'EY1', 'Z', 'IY0']","['B', 'EY', 'Z', 'IY']",4,short
basilica,real,3.08,low,"['B', 'AH0', 'S', 'IH1', 'L', 'IH0', 'K', 'AH0']","['B', 'AH', 'S', 'IH', 'L', 'IH', 'K', 'AH']",8,long
basilisk,real,2.42,low,"['B', 'EY1', 'S', 'IH0', 'L', 'IH0', 'S', 'K']","['B', 'EY', 'S', 'IH', 'L', 'IH', 'S', 'K']",8,long
basin,real,4.08,high,"['B', 'EY1', 'S', 'AH0', 'N']","['B', 'EY', 'S', 'AH', 'N']",5,short
bask,real,2.93,low,"['B', 'AE1', 'S', 'K']","['B', 'AE', 'S', 'K']",4,short
basset,real,2.62,low,"['B', 'AE1', 'S', 'IH0', 'T']","['B', 'AE', 'S', 'IH', 'T']",5,short
bassinet,real,2.27,low,"['B', 'AE1', 'S', 'IH0', 'N', 'EH0', 'T']","['B', 'AE', 'S', 'IH', 'N', 'EH', 'T']",7,long
basso,real,2.44,low,"['B', 'AE1', 'S', 'OW0']","['B', 'AE', 'S', 'OW']",4,short
bassoon,real,2.53,low,"['B', 'AH0', 'S', 'UW1', 'N']","['B', 'AH', 'S', 'UW', 'N']",5,short
baste,real,2.39,low,"['B', 'EY1', 'S', 'T']","['B', 'EY', 'S', 'T']",4,short
bastion,real,3.31,low,"['B', 'AE1', 'S', 'CH', 'AH0', 'N']","['B', 'AE', 'S', 'CH', 'AH', 'N']",6,short
batavia,real,2.72,low,"['B', 'AH0', 'T', 'EY1', 'V', 'IY0', 'AH0']","['B', 'AH', 'T', 'EY', 'V', 'IY', 'AH']",7,long
batch,real,3.91,high,"['B', 'AE1', 'CH']","['B', 'AE', 'CH']",3,short
bateau,real,2.05,low,"['B', 'AH0', 'T', 'OW1']","['B', 'AH', 'T', 'OW']",4,short
bate,real,2.76,low,"['B', 'EY1', 'T']","['B', 'EY', 'T']",3,short
bates,real,3.64,high,"['B', 'EY1', 'T', 'S']","['B', 'EY', 'T', 'S']",4,short
bath,real,4.44,high,"['B', 'AE1', 'TH']","['B', 'AE', 'TH']",3,short
bathos,real,1.71,low,"['B', 'AE1', 'TH', 'OW0', 'S']","['B', 'AE', 'TH', 'OW', 'S']",5,short
batik,real,2.54,low,"['B', 'AH0', 'T', 'IY1', 'K']","['B', 'AH', 'T', 'IY', 'K']",5,short
baton,real,3.64,high,"['B', 'AH0', 'T', 'AA1', 'N']","['B', 'AH', 'T', 'AA', 'N']",5,short
batterie,real,1.42,low,"['B', 'AE1', 'T', 'ER0', 'IY0']","['B', 'AE', 'T', 'ER', 'IY']",5,short
battle,real,4.94,high,"['B', 'AE1', 'T', 'AH0', 'L']","['B', 'AE', 'T', 'AH', 'L']",5,short
baudelaire,real,2.61,low,"['B', 'AW1', 'D', 'AH0', 'L', 'AO2', 'R']","['B', 'AW', 'D', 'AH', 'L', 'AO', 'R']",7,long
bauer,real,3.51,high,"['B', 'AW1', 'ER0']","['B', 'AW', 'ER']",3,short
bauxite,real,2.71,low,"['B', 'AO1', 'K', 'S', 'AY0', 'T']","['B', 'AO', 'K', 'S', 'AY', 'T']",6,short
bawd,real,1.63,low,"['B', 'AO1', 'D']","['B', 'AO', 'D']",3,short
bawl,real,2.32,low,"['B', 'AO1', 'L']","['B', 'AO', 'L']",3,short
bayonet,real,3.15,low,"['B', 'EY1', 'AH0', 'N', 'EH2', 'T']","['B', 'EY', 'AH', 'N', 'EH', 'T']",6,short
bayreuth,real,2.32,low,"['B', 'EY1', 'R', 'OY2', 'TH']","['B', 'EY', 'R', 'OY', 'TH']",5,short
bazooka,real,2.63,low,"['B', 'AH0', 'Z', 'UW1', 'K', 'AH0']","['B', 'AH', 'Z', 'UW', 'K', 'AH']",6,short
bea,real,3.34,low,"['B', 'IY1']","['B', 'IY']",2,short
beach,real,4.92,high,"['B', 'IY1', 'CH']","['B', 'IY', 'CH']",3,short
beacon,real,3.74,high,"['B', 'IY1', 'K', 'AH0', 'N']","['B', 'IY', 'K', 'AH', 'N']",5,short
bead,real,3.44,low,"['B', 'IY1', 'D']","['B', 'IY', 'D']",3,short
beagle,real,3.06,low,"['B', 'IY1', 'G', 'AH0', 'L']","['B', 'IY', 'G', 'AH', 'L']",5,short
beak,real,3.3,low,"['B', 'IY1', 'K']","['B', 'IY', 'K']",3,short
beale,real,3.19,low,"['B', 'IY1', 'L']","['B', 'IY', 'L']",3,short
beam,real,4.14,high,"['B', 'IY1', 'M']","['B', 'IY', 'M']",3,short
beano,real,2.31,low,"['B', 'IY1', 'N', 'OW0']","['B', 'IY', 'N', 'OW']",4,short
beauchamp,real,2.78,low,"['B', 'OW1', 'SH', 'AA2', 'M', 'P']","['B', 'OW', 'SH', 'AA', 'M', 'P']",6,short
beauclerk,real,1.47,low,"['B', 'OW1', 'K', 'L', 'ER0', 'K']","['B', 'OW', 'K', 'L', 'ER', 'K']",6,short
beaulieu,real,2.57,low,"['B', 'OW2', 'L', 'Y', 'UH1']","['B', 'OW', 'L', 'Y', 'UH']",5,short
beaumont,real,3.31,low,"['B', 'OW1', 'M', 'AO0', 'N', 'T']","['B', 'OW', 'M', 'AO', 'N', 'T']",6,short
beaux,real,2.73,low,"['B', 'OW1']","['B', 'OW']",2,short
beaver,real,3.61,high,"['B', 'IY1', 'V', 'ER0']","['B', 'IY', 'V', 'ER']",4,short
beaverton,real,2.48,low,"['B', 'IY1', 'V', 'ER0', 'T', 'AH0', 'N']","['B', 'IY', 'V', 'ER', 'T', 'AH', 'N']",7,long
beckett,real,3.42,low,"['B', 'EH1', 'K', 'IH0', 'T']","['B', 'EH', 'K', 'IH', 'T']",5,short
beckman,real,2.77,low,"['B', 'EH1', 'K', 'M', 'AH0', 'N']","['B', 'EH', 'K', 'M', 'AH', 'N']",6,short
becks,real,2.46,low,"['B', 'EH1', 'K', 'S']","['B', 'EH', 'K', 'S']",4,short
bede,real,2.67,low,"['B', 'IY1', 'D']","['B', 'IY', 'D']",3,short
bedford,real,3.6,high,"['B', 'EH1', 'D', 'F', 'ER0', 'D']","['B', 'EH', 'D', 'F', 'ER', 'D']",6,short
bedlam,real,2.69,low,"['B', 'EH1', 'D', 'L', 'AH0', 'M']","['B', 'EH', 'D', 'L', 'AH', 'M']",6,short
bedouin,real,2.81,low,"['B', 'EH1', 'D', 'OW0', 'AH0', 'N']","['B', 'EH', 'D', 'OW', 'AH', 'N']",6,short
beecher,real,2.87,low,"['B', 'IY1', 'CH', 'ER0']","['B', 'IY', 'CH', 'ER']",4,short
beech,real,3.27,low,"['B', 'IY1', 'CH']","['B', 'IY', 'CH']",3,short
beef,real,4.29,high,"['B', 'IY1', 'F']","['B', 'IY', 'F']",3,short
beetle,real,3.53,high,"['B', 'IY1', 'T', 'AH0', 'L']","['B', 'IY', 'T', 'AH', 'L']",5,short
begonia,real,2.13,low,"['B', 'IH0', 'G', 'OW1', 'N', 'Y', 'AH0']","['B', 'IH', 'G', 'OW', 'N', 'Y', 'AH']",7,long
begot,real,1.97,low,"['B', 'IY0', 'G', 'AO1', 'T']","['B', 'IY', 'G', 'AO', 'T']",5,short
behan,real,2.17,low,"['B', 'EH1', 'HH', 'AH0', 'N']","['B', 'EH', 'HH', 'AH', 'N']",5,short
behemoth,real,2.97,low,"['B', 'AH0', 'HH', 'IY1', 'M', 'AH0', 'TH']","['B', 'AH', 'HH', 'IY', 'M', 'AH', 'TH']",7,long
behest,real,2.99,low,"['B', 'IH0', 'HH', 'EH1', 'S', 'T']","['B', 'IH', 'HH', 'EH', 'S', 'T']",6,short
behind,real,5.29,high,"['B', 'IH0', 'HH', 'AY1', 'N', 'D']","['B', 'IH', 'HH', 'AY', 'N', 'D']",6,short
automata,real,2.91,low,"['AO0', 'T', 'AA1', 'M', 'AH0', 'T', 'AH0']","['AO', 'T', 'AA', 'M', 'AH', 'T', 'AH']",7,long
automate,real,3.08,low,"['AO1', 'T', 'AH0', 'M', 'EY2', 'T']","['AO', 'T', 'AH', 'M', 'EY', 'T']",6,short
autopsy,real,3.57,high,"['AO1', 'T', 'AA2', 'P', 'S', 'IY0']","['AO', 'T', 'AA', 'P', 'S', 'IY']",6,short
autumn,real,4.26,high,"['AO1', 'T', 'AH0', 'M']","['AO', 'T', 'AH', 'M']",4,short
aux,real,3.44,low,['OW1'],['OW'],1,short
avalanche,real,3.48,low,"['AE1', 'V', 'AH0', 'L', 'AE2', 'N', 'CH']","['AE', 'V', 'AH', 'L', 'AE', 'N', 'CH']",7,long
avant,real,3.36,low,"['AH0', 'V', 'AA1', 'N', 'T']","['AH', 'V', 'AA', 'N', 'T']",5,short
avatar,real,3.69,high,"['AE1', 'V', 'AH0', 'T', 'AA2', 'R']","['AE', 'V', 'AH', 'T', 'AA', 'R']",6,short
ave,real,4.04,high,"['AE1', 'V', 'AH0', 'N', 'UW0']","['AE', 'V', 'AH', 'N', 'UW']",5,short
avec,real,3.03,low,"['EY1', 'V', 'EH0', 'K']","['EY', 'V', 'EH', 'K']",4,short
aver,real,2.2,low,"['EY1', 'V', 'ER0']","['EY', 'V', 'ER']",3,short
avert,real,3.14,low,"['AH0', 'V', 'ER1', 'T']","['AH', 'V', 'ER', 'T']",4,short
avery,real,3.6,high,"['EY1', 'V', 'ER0', 'IY0']","['EY', 'V', 'ER', 'IY']",4,short
aviary,real,2.49,low,"['EY1', 'V', 'IY0', 'EH2', 'R', 'IY0']","['EY', 'V', 'IY', 'EH', 'R', 'IY']",6,short
avis,real,2.9,low,"['EY1', 'V', 'IH0', 'S']","['EY', 'V', 'IH', 'S']",4,short
aviv,real,3.53,high,"['AA0', 'V', 'IY1', 'V']","['AA', 'V', 'IY', 'V']",4,short
avocet,real,1.83,low,"['AE1', 'V', 'AH0', 'S', 'EH2', 'T']","['AE', 'V', 'AH', 'S', 'EH', 'T']",6,short
avoirdupois,real,1.63,low,"['AH0', 'V', 'OY1', 'D', 'R', 'AH0', 'S', 'UW2', 'P']","['AH', 'V', 'OY', 'D', 'R', 'AH', 'S', 'UW', 'P']",9,long
avon,real,3.45,low,"['EY1', 'V', 'AA0', 'N']","['EY', 'V', 'AA', 'N']",4,short
avouch,real,1.21,low,"['AE1', 'V', 'UW0', 'K']","['AE', 'V', 'UW', 'K']",4,short
avuncular,real,1.82,low,"['AH0', 'V', 'AH1', 'NG', 'K', 'Y', 'AH0', 'L', 'ER0']","['AH', 'V', 'AH', 'NG', 'K', 'Y', 'AH', 'L', 'ER']",9,long
awe,real,3.8,high,['AA1'],['AA'],1,short
awl,real,2.41,low,"['AO1', 'L']","['AO', 'L']",2,short
axe,real,3.79,high,"['AE1', 'K', 'S']","['AE', 'K', 'S']",3,short
axolotl,real,2.02,low,"['AE1', 'K', 'S', 'AH0', 'L', 'AA2', 'T', 'AH0', 'T']","['AE', 'K', 'S', 'AH', 'L', 'AA', 'T', 'AH', 'T']",9,long
azimuth,real,2.51,low,"['AH0', 'Z', 'IH1', 'M', 'Y', 'UW0', 'TH']","['AH', 'Z', 'IH', 'M', 'Y', 'UW', 'TH']",7,long
ba,real,4.13,high,"['B', 'AA1']","['B', 'AA']",2,short
babbitt,real,2.59,low,"['B', 'AE1', 'B', 'IH0', 'T']","['B', 'AE', 'B', 'IH', 'T']",5,short
babble,real,2.77,low,"['B', 'AE1', 'B', 'AH0', 'L']","['B', 'AE', 'B', 'AH', 'L']",5,short
babcock,real,3.1,low,"['B', 'AE1', 'B', 'K', 'AO0', 'K']","['B', 'AE', 'B', 'K', 'AO', 'K']",6,short
babel,real,2.91,low,"['B', 'AE1', 'B', 'AH0', 'L']","['B', 'AE', 'B', 'AH', 'L']",5,short
baby,real,5.26,high,"['B', 'EY1', 'B', 'IY0']","['B', 'EY', 'B', 'IY']",4,short
baboon,real,2.73,low,"['B', 'AH0', 'B', 'UW1', 'N']","['B', 'AH', 'B', 'UW', 'N']",5,short
baccy,real,1.64,low,"['B', 'AA1', 'CH', 'IY0']","['B', 'AA', 'CH', 'IY']",4,short
bacilli,real,1.99,low,"['B', 'AH0', 'S', 'IH1', 'L', 'IY0']","['B', 'AH', 'S', 'IH', 'L', 'IY']",6,short
bacillus,real,2.7,low,"['B', 'AH0', 'S', 'IH1', 'L', 'AH0', 'S']","['B', 'AH', 'S', 'IH', 'L', 'AH', 'S']",7,long
back,real,6.04,high,"['B', 'AE1', 'K']","['B', 'AE', 'K']",3,short
badger,real,3.48,low,"['B', 'AE1', 'JH', 'ER0']","['B', 'AE', 'JH', 'ER']",4,short
badinage,real,1.57,low,"['B', 'AE1', 'D', 'IH0', 'N', 'AE0', 'G']","['B', 'AE', 'D', 'IH', 'N', 'AE', 'G']",7,long
baffle,real,2.72,low,"['B', 'AE1', 'F', 'AH0', 'L']","['B', 'AE', 'F', 'AH', 'L']",5,short
bagatelle,real,2.04,low,"['B', 'AE1', 'G', 'AH0', 'T', 'EH2', 'L']","['B', 'AE', 'G', 'AH', 'T', 'EH', 'L']",7,long
bag,real,4.79,high,"['B', 'AE1', 'G']","['B', 'AE', 'G']",3,short
bagley,real,2.76,low,"['B', 'AE1', 'G', 'L', 'IY0']","['B', 'AE', 'G', 'L', 'IY']",5,short
bahamian,real,2.55,low,"['B', 'AH0', 'HH', 'EY1', 'M', 'IY0', 'AH0', 'N']","['B', 'AH', 'HH', 'EY', 'M', 'IY', 'AH', 'N']",8,long
bail,real,4.01,high,"['B', 'EY1', 'L']","['B', 'EY', 'L']",3,short
bailey,real,4.06,high,"['B', 'EY1', 'L', 'IY0']","['B', 'EY', 'L', 'IY']",4,short
baileys,real,2.46,low,"['B', 'EY1', 'L', 'IY0', 'Z']","['B', 'EY', 'L', 'IY', 'Z']",5,short
bailiff,real,3.0,low,"['B', 'EY1', 'L', 'AH0', 'F']","['B', 'EY', 'L', 'AH', 'F']",5,short
baines,real,3.01,low,"['B', 'EY1', 'N', 'Z']","['B', 'EY', 'N', 'Z']",4,short
baird,real,3.36,low,"['B', 'EH1', 'R', 'D']","['B', 'EH', 'R', 'D']",4,short
bairn,real,2.04,low,"['B', 'EH1', 'R', 'N']","['B', 'EH', 'R', 'N']",4,short
bait,real,3.85,high,"['B', 'EY1', 'T']","['B', 'EY', 'T']",3,short
baize,real,1.83,low,"['B', 'EY1', 'Z']","['B', 'EY', 'Z']",3,short
bakelite,real,2.34,low,"['B', 'EY1', 'K', 'L', 'AY2', 'T']","['B', 'EY', 'K', 'L', 'AY', 'T']",6,short
baker,real,4.23,high,"['B', 'EY1', 'K', 'ER0']","['B', 'EY', 'K', 'ER']",4,short
bakersfield,real,3.12,low,"['B', 'EY1', 'K', 'ER0', 'Z', 'F', 'IY2', 'L', 'D']","['B', 'EY', 'K', 'ER', 'Z', 'F', 'IY', 'L', 'D']",9,long
bal,real,3.13,low,"['B', 'AE1', 'L']","['B', 'AE', 'L']",3,short
balaclava,real,2.51,low,"['B', 'AA0', 'L', 'AA1', 'L', 'K', 'AH0']","['B', 'AA', 'L', 'AA', 'L', 'K', 'AH']",7,long
balaguer,real,1.64,low,"['B', 'AE1', 'L', 'AH0', 'G', 'ER0']","['B', 'AE', 'L', 'AH', 'G', 'ER']",6,short
balcony,real,3.78,high,"['B', 'AE1', 'L', 'K', 'AH0', 'N', 'IY0']","['B', 'AE', 'L', 'K', 'AH', 'N', 'IY']",7,long
baldrige,real,1.77,low,"['B', 'AO1', 'L', 'D', 'R', 'IH0', 'JH']","['B', 'AO', 'L', 'D', 'R', 'IH', 'JH']",7,long
balkan,real,3.19,low,"['B', 'AO1', 'L', 'K', 'AH0', 'N']","['B', 'AO', 'L', 'K', 'AH', 'N']",6,short
ballard,real,3.25,low,"['B', 'AE1', 'L', 'ER0', 'D']","['B', 'AE', 'L', 'ER', 'D']",5,short
ballast,real,3.16,low,"['B', 'AE1', 'L', 'AH0', 'S', 'T']","['B', 'AE', 'L', 'AH', 'S', 'T']",6,short
balloon,real,3.9,high,"['B', 'AH0', 'L', 'UW1', 'N']","['B', 'AH', 'L', 'UW', 'N']",5,short
ballot,real,4.06,high,"['B', 'AE1', 'L', 'AH0', 'T']","['B', 'AE', 'L', 'AH', 'T']",5,short
bally,real,2.73,low,"['B', 'AE1', 'L', 'IY0']","['B', 'AE', 'L', 'IY']",4,short
balm,real,3.25,low,"['B', 'AA1', 'M']","['B', 'AA', 'M']",3,short
balsa,real,2.48,low,"['B', 'AO1', 'L', 'S', 'AH0']","['B', 'AO', 'L', 'S', 'AH']",5,short
baluster,real,1.64,low,"['B', 'AE1', 'L', 'AH0', 'S', 'T', 'ER0']","['B', 'AE', 'L', 'AH', 'S', 'T', 'ER']",7,long
balustrade,real,2.41,low,"['B', 'AE1', 'L', 'AH0', 'S', 'T', 'R', 'EY2', 'D']","['B', 'AE', 'L', 'AH', 'S', 'T', 'R', 'EY', 'D']",9,long
balzac,real,2.65,low,"['B', 'AO1', 'L', 'Z', 'AH0', 'K']","['B', 'AO', 'L', 'Z', 'AH', 'K']",6,short
bambino,real,2.46,low,"['B', 'AE2', 'M', 'B', 'IY1', 'N', 'OW0']","['B', 'AE', 'M', 'B', 'IY', 'N', 'OW']",7,long
