,Word,Phonemes,No Stress,Length,Morphology
8116,nealys,"['N', 'IY1', 'L', 'IY0', 'Z']","['N', 'IY', 'L', 'IY', 'Z']",5,simple
8141,hovess,"['HH', 'AH1', 'V', 'EH0', 'S']","['HH', 'AH', 'V', 'EH', 'S']",5,simple
8147,takele,"['T', 'AA0', 'K', 'EY1', 'L']","['T', 'AA', 'K', 'EY', 'L']",5,simple
8196,escass,"['IY1', 'S', 'K', 'AE2', 'S']","['IY', 'S', 'K', 'AE', 'S']",5,simple
8279,locure,"['L', 'OW1', 'K', 'Y', 'ER0']","['L', 'OW', 'K', 'Y', 'ER']",5,simple
8283,hitteve,"['HH', 'IH0', 'T', 'IY1', 'V']","['HH', 'IH', 'T', 'IY', 'V']",5,simple
8288,toweved,"['T', 'AH0', 'V', 'EH1', 'D']","['T', 'AH', 'V', 'EH', 'D']",5,simple
8318,nottied,"['N', 'AA1', 'T', 'IY0', 'D']","['N', 'AA', 'T', 'IY', 'D']",5,simple
8327,fatury,"['F', 'AE1', 'CH', 'ER0', 'IY0']","['F', 'AE', 'CH', 'ER', 'IY']",5,simple
8328,lisside,"['L', 'IH1', 'S', 'AY0', 'D']","['L', 'IH', 'S', 'AY', 'D']",5,simple
8347,thilic,"['TH', 'IH1', 'L', 'IH0', 'K']","['TH', 'IH', 'L', 'IH', 'K']",5,simple
8385,onerat,"['OW0', 'N', 'ER1', 'AH0', 'T']","['OW', 'N', 'ER', 'AH', 'T']",5,simple
8412,shocely,"['SH', 'OW1', 'S', 'L', 'IY0']","['SH', 'OW', 'S', 'L', 'IY']",5,simple
8417,sunigh,"['S', 'UW1', 'N', 'IH0', 'G']","['S', 'UW', 'N', 'IH', 'G']",5,simple
8475,modgered,"['M', 'AA1', 'JH', 'ER0', 'D']","['M', 'AA', 'JH', 'ER', 'D']",5,simple
8488,dakine,"['D', 'AE1', 'K', 'IY0', 'N']","['D', 'AE', 'K', 'IY', 'N']",5,simple
8504,ethnnes,"['EH1', 'TH', 'N', 'AH0', 'S']","['EH', 'TH', 'N', 'AH', 'S']",5,simple
8509,sharthy,"['SH', 'AA1', 'R', 'TH', 'IY0']","['SH', 'AA', 'R', 'TH', 'IY']",5,simple
8535,shethage,"['SH', 'EH1', 'TH', 'IH0', 'JH']","['SH', 'EH', 'TH', 'IH', 'JH']",5,simple
8552,cheatown,"['CH', 'IY1', 'T', 'AW2', 'N']","['CH', 'IY', 'T', 'AW', 'N']",5,simple
8618,unlang,"['AH1', 'N', 'L', 'AE0', 'NG']","['AH', 'N', 'L', 'AE', 'NG']",5,simple
8647,suricy,"['S', 'ER1', 'AH0', 'S', 'IY0']","['S', 'ER', 'AH', 'S', 'IY']",5,simple
8697,espeth,"['EH1', 'S', 'P', 'IH0', 'TH']","['EH', 'S', 'P', 'IH', 'TH']",5,simple
8707,shoket,"['SH', 'OW1', 'K', 'AH0', 'T']","['SH', 'OW', 'K', 'AH', 'T']",5,simple
8748,pippern,"['P', 'IH1', 'P', 'ER0', 'N']","['P', 'IH', 'P', 'ER', 'N']",5,simple
8751,atlard,"['AE1', 'T', 'L', 'ER0', 'D']","['AE', 'T', 'L', 'ER', 'D']",5,simple
8766,coniew,"['K', 'AA1', 'N', 'IY0', 'W']","['K', 'AA', 'N', 'IY', 'W']",5,simple
8823,assuld,"['AH0', 'S', 'AH1', 'L', 'D']","['AH', 'S', 'AH', 'L', 'D']",5,simple
8826,fornitte,"['F', 'ER0', 'N', 'IH1', 'T']","['F', 'ER', 'N', 'IH', 'T']",5,simple
8831,sechine,"['S', 'EH1', 'K', 'IY0', 'N']","['S', 'EH', 'K', 'IY', 'N']",5,simple
8848,wiletow,"['W', 'AY1', 'L', 'T', 'OW2']","['W', 'AY', 'L', 'T', 'OW']",5,simple
8849,regmer,"['R', 'EH1', 'G', 'M', 'ER0']","['R', 'EH', 'G', 'M', 'ER']",5,simple
8856,schoonly,"['SH', 'UW1', 'N', 'L', 'IY0']","['SH', 'UW', 'N', 'L', 'IY']",5,simple
8859,beavive,"['B', 'IY1', 'V', 'IH0', 'V']","['B', 'IY', 'V', 'IH', 'V']",5,simple
8869,servele,"['S', 'ER0', 'V', 'EH1', 'L']","['S', 'ER', 'V', 'EH', 'L']",5,simple
8886,fanday,"['F', 'AE1', 'N', 'D', 'EY2']","['F', 'AE', 'N', 'D', 'EY']",5,simple
8917,newpos,"['N', 'UW1', 'P', 'OW0', 'Z']","['N', 'UW', 'P', 'OW', 'Z']",5,simple
8949,throured,"['TH', 'R', 'UW1', 'ER0', 'D']","['TH', 'R', 'UW', 'ER', 'D']",5,simple
8969,chicied,"['CH', 'AY1', 'S', 'IY0', 'D']","['CH', 'AY', 'S', 'IY', 'D']",5,simple
8989,watteme,"['W', 'AA0', 'T', 'EH1', 'M']","['W', 'AA', 'T', 'EH', 'M']",5,simple
9019,avider,"['AH0', 'V', 'AY1', 'D', 'ER0']","['AH', 'V', 'AY', 'D', 'ER']",5,simple
9059,snatia,"['S', 'N', 'AA1', 'SH', 'AH0']","['S', 'N', 'AA', 'SH', 'AH']",5,simple
9063,norael,"['N', 'AO0', 'R', 'EY1', 'L']","['N', 'AO', 'R', 'EY', 'L']",5,simple
9076,fucceive,"['F', 'UW0', 'S', 'K', 'EY1']","['F', 'UW', 'S', 'K', 'EY']",5,simple
9097,edulow,"['EH1', 'JH', 'AH0', 'L', 'AW0']","['EH', 'JH', 'AH', 'L', 'AW']",5,simple
9111,reaumpt,"['R', 'OW1', 'M', 'AE0', 'T']","['R', 'OW', 'M', 'AE', 'T']",5,simple
9136,pichno,"['P', 'IH1', 'K', 'N', 'OW0']","['P', 'IH', 'K', 'N', 'OW']",5,simple
9166,ulthing,"['AH1', 'L', 'TH', 'IH0', 'NG']","['AH', 'L', 'TH', 'IH', 'NG']",5,simple
9171,shoubal,"['SH', 'UW1', 'B', 'AH0', 'L']","['SH', 'UW', 'B', 'AH', 'L']",5,simple
9193,peopored,"['P', 'IY1', 'P', 'ER0', 'D']","['P', 'IY', 'P', 'ER', 'D']",5,simple
9220,divief,"['D', 'IH1', 'V', 'IH0', 'F']","['D', 'IH', 'V', 'IH', 'F']",5,simple
9270,meddert,"['M', 'EH1', 'D', 'ER0', 'T']","['M', 'EH', 'D', 'ER', 'T']",5,simple
9283,everille,"['EH1', 'V', 'ER0', 'IH2', 'L']","['EH', 'V', 'ER', 'IH', 'L']",5,simple
9305,discia,"['D', 'IH1', 'S', 'IY0', 'AH0']","['D', 'IH', 'S', 'IY', 'AH']",5,simple
9324,inglar,"['IH1', 'NG', 'G', 'L', 'ER0']","['IH', 'NG', 'G', 'L', 'ER']",5,simple
9356,loalther,"['L', 'OW1', 'L', 'DH', 'ER0']","['L', 'OW', 'L', 'DH', 'ER']",5,simple
9401,socause,"['S', 'OW1', 'K', 'AO2', 'S']","['S', 'OW', 'K', 'AO', 'S']",5,simple
9423,operged,"['OW1', 'P', 'ER0', 'JH', 'D']","['OW', 'P', 'ER', 'JH', 'D']",5,simple
9439,evened,"['IY1', 'V', 'AH0', 'N', 'D']","['IY', 'V', 'AH', 'N', 'D']",5,simple
9482,yesess,"['Y', 'IY1', 'S', 'EH2', 'S']","['Y', 'IY', 'S', 'EH', 'S']",5,simple
9519,jounched,"['JH', 'AW1', 'N', 'CH', 'T']","['JH', 'AW', 'N', 'CH', 'T']",5,simple
9520,natern,"['N', 'EY1', 'T', 'ER0', 'N']","['N', 'EY', 'T', 'ER', 'N']",5,simple
9530,lookier,"['L', 'UH1', 'K', 'IY0', 'ER0']","['L', 'UH', 'K', 'IY', 'ER']",5,simple
9551,assapper,"['AH0', 'S', 'AE1', 'P', 'ER0']","['AH', 'S', 'AE', 'P', 'ER']",5,simple
9604,eviday,"['EH1', 'V', 'AH0', 'D', 'EY2']","['EH', 'V', 'AH', 'D', 'EY']",5,simple
9642,anythes,"['EH1', 'N', 'IY0', 'TH', 'S']","['EH', 'N', 'IY', 'TH', 'S']",5,simple
9680,peopon,"['P', 'IY1', 'P', 'AO0', 'N']","['P', 'IY', 'P', 'AO', 'N']",5,simple
9697,econys,"['IY1', 'K', 'OW0', 'N', 'Z']","['IY', 'K', 'OW', 'N', 'Z']",5,simple
9703,totire,"['T', 'OW0', 'T', 'AY1', 'R']","['T', 'OW', 'T', 'AY', 'R']",5,simple
9724,burroace,"['B', 'ER0', 'OW1', 'CH', 'AH0']","['B', 'ER', 'OW', 'CH', 'AH']",5,simple
9751,docause,"['D', 'OW1', 'K', 'AA2', 'S']","['D', 'OW', 'K', 'AA', 'S']",5,simple
9781,cashous,"['K', 'AE0', 'SH', 'UW1', 'Z']","['K', 'AE', 'SH', 'UW', 'Z']",5,simple
9796,wooket,"['W', 'UH1', 'K', 'IH0', 'T']","['W', 'UH', 'K', 'IH', 'T']",5,simple
9839,cheeverne,"['CH', 'IY1', 'V', 'ER0', 'N']","['CH', 'IY', 'V', 'ER', 'N']",5,simple
9874,seposs,"['S', 'EH1', 'P', 'AH0', 'S']","['S', 'EH', 'P', 'AH', 'S']",5,simple
9917,therage,"['TH', 'EH1', 'R', 'AH0', 'JH']","['TH', 'EH', 'R', 'AH', 'JH']",5,simple
9929,althoure,"['AO1', 'L', 'CH', 'AW0', 'R']","['AO', 'L', 'CH', 'AW', 'R']",5,simple
9968,litire,"['L', 'IH1', 'T', 'IY0', 'R']","['L', 'IH', 'T', 'IY', 'R']",5,simple
9976,tatchase,"['T', 'AE1', 'CH', 'AH0', 'S']","['T', 'AE', 'CH', 'AH', 'S']",5,simple
9985,isoley,"['AY1', 'S', 'OW0', 'L', 'IY0']","['AY', 'S', 'OW', 'L', 'IY']",5,simple
9989,despor,"['D', 'EH1', 'S', 'P', 'ER0']","['D', 'EH', 'S', 'P', 'ER']",5,simple
10031,overaing,"['OW1', 'V', 'ER0', 'IH0', 'NG']","['OW', 'V', 'ER', 'IH', 'NG']",5,simple
10032,squalle,"['S', 'K', 'W', 'AO1', 'L']","['S', 'K', 'W', 'AO', 'L']",5,simple
10053,meeket,"['M', 'IY1', 'K', 'IY2', 'K']","['M', 'IY', 'K', 'IY', 'K']",5,simple
10070,neinert,"['N', 'AY1', 'N', 'ER0', 'T']","['N', 'AY', 'N', 'ER', 'T']",5,simple
10090,unliet,"['AH2', 'N', 'L', 'AY1', 'T']","['AH', 'N', 'L', 'AY', 'T']",5,simple
10092,thoulaught,"['TH', 'AW1', 'L', 'AW2', 'T']","['TH', 'AW', 'L', 'AW', 'T']",5,simple
10111,choulary,"['CH', 'UW1', 'L', 'ER0', 'IY0']","['CH', 'UW', 'L', 'ER', 'IY']",5,simple
10202,autfire,"['AO1', 'T', 'F', 'IH2', 'R']","['AO', 'T', 'F', 'IH', 'R']",5,simple
10208,relver,"['R', 'EH1', 'L', 'V', 'ER0']","['R', 'EH', 'L', 'V', 'ER']",5,simple
10211,govese,"['G', 'OW0', 'V', 'EH1', 'S']","['G', 'OW', 'V', 'EH', 'S']",5,simple
10212,reavic,"['R', 'IY1', 'V', 'IH0', 'K']","['R', 'IY', 'V', 'IH', 'K']",5,simple
10214,shouble,"['SH', 'UW1', 'B', 'AH0', 'L']","['SH', 'UW', 'B', 'AH', 'L']",5,simple
