,Word,Phonemes,No Stress,Length,Morphology
4400,mettecie,"['M', 'EH1', 'T', 'AH0', 'S', 'IY0']","['M', 'EH', 'T', 'AH', 'S', 'IY']",6,simple
4405,assultia,"['AH0', 'S', 'L', 'UW1', 'SH', 'AH0']","['AH', 'S', 'L', 'UW', 'SH', 'AH']",6,simple
4414,buspen,"['B', 'AH1', 'S', 'P', 'AH0', 'N']","['B', 'AH', 'S', 'P', 'AH', 'N']",6,simple
4417,sisnes,"['S', 'IH1', 'S', 'N', 'IY0', 'Z']","['S', 'IH', 'S', 'N', 'IY', 'Z']",6,simple
4443,frinked,"['F', 'R', 'IH1', 'NG', 'K', 'T']","['F', 'R', 'IH', 'NG', 'K', 'T']",6,simple
4444,benniver,"['B', 'EH1', 'N', 'IH0', 'V', 'ER0']","['B', 'EH', 'N', 'IH', 'V', 'ER']",6,simple
4450,healthin,"['HH', 'EH1', 'L', 'TH', 'IH0', 'N']","['HH', 'EH', 'L', 'TH', 'IH', 'N']",6,simple
4451,atterse,"['AH0', 'T', 'S', 'ER1', 'AH0', 'S']","['AH', 'T', 'S', 'ER', 'AH', 'S']",6,simple
4464,somaged,"['S', 'OW1', 'M', 'AE0', 'G', 'D']","['S', 'OW', 'M', 'AE', 'G', 'D']",6,simple
4472,crelage,"['K', 'R', 'EH1', 'L', 'AH0', 'JH']","['K', 'R', 'EH', 'L', 'AH', 'JH']",6,simple
4473,proween,"['P', 'R', 'OW0', 'IY1', 'V', 'N']","['P', 'R', 'OW', 'IY', 'V', 'N']",6,simple
4474,fatcheri,"['F', 'AA0', 'CH', 'EH1', 'R', 'IY0']","['F', 'AA', 'CH', 'EH', 'R', 'IY']",6,simple
4480,buitinue,"['B', 'IH1', 'Y', 'AH0', 'N', 'OW2']","['B', 'IH', 'Y', 'AH', 'N', 'OW']",6,simple
4497,scienday,"['S', 'IY1', 'AH0', 'N', 'D', 'EY2']","['S', 'IY', 'AH', 'N', 'D', 'EY']",6,simple
4500,nutson,"['N', 'AH1', 'T', 'S', 'AH0', 'N']","['N', 'AH', 'T', 'S', 'AH', 'N']",6,simple
4514,bervion,"['B', 'ER1', 'V', 'IY0', 'AH0', 'N']","['B', 'ER', 'V', 'IY', 'AH', 'N']",6,simple
4515,fattiple,"['F', 'AE1', 'T', 'P', 'AH0', 'L']","['F', 'AE', 'T', 'P', 'AH', 'L']",6,simple
4517,sovempan,"['S', 'OW1', 'V', 'M', 'AH0', 'P']","['S', 'OW', 'V', 'M', 'AH', 'P']",6,simple
4518,buffmate,"['B', 'AH1', 'F', 'M', 'EY2', 'T']","['B', 'AH', 'F', 'M', 'EY', 'T']",6,simple
4519,plearati,"['P', 'L', 'ER0', 'AA1', 'T', 'IY0']","['P', 'L', 'ER', 'AA', 'T', 'IY']",6,simple
4548,unswees,"['AH0', 'N', 'S', 'W', 'IY1', 'Z']","['AH', 'N', 'S', 'W', 'IY', 'Z']",6,simple
4549,camberch,"['K', 'AE1', 'M', 'B', 'ER2', 'K']","['K', 'AE', 'M', 'B', 'ER', 'K']",6,simple
4555,consuay,"['K', 'AA1', 'N', 'S', 'UW0', 'AH0']","['K', 'AA', 'N', 'S', 'UW', 'AH']",6,simple
4557,wormater,"['W', 'ER1', 'M', 'EY2', 'T', 'ER0']","['W', 'ER', 'M', 'EY', 'T', 'ER']",6,simple
4579,cheortag,"['CH', 'IY1', 'ER0', 'T', 'IH0', 'G']","['CH', 'IY', 'ER', 'T', 'IH', 'G']",6,simple
4582,bruset,"['B', 'R', 'UW1', 'S', 'AH0', 'T']","['B', 'R', 'UW', 'S', 'AH', 'T']",6,simple
4587,repref,"['R', 'IY0', 'P', 'R', 'EH1', 'F']","['R', 'IY', 'P', 'R', 'EH', 'F']",6,simple
4604,comethoo,"['K', 'AH1', 'M', 'TH', 'IY0', 'OW0']","['K', 'AH', 'M', 'TH', 'IY', 'OW']",6,simple
4612,donnersi,"['D', 'AA1', 'N', 'ER0', 'S', 'IY0']","['D', 'AA', 'N', 'ER', 'S', 'IY']",6,simple
4621,becider,"['B', 'EH1', 'S', 'AH0', 'D', 'ER0']","['B', 'EH', 'S', 'AH', 'D', 'ER']",6,simple
4622,vehiced,"['V', 'IY1', 'HH', 'IH0', 'S', 'T']","['V', 'IY', 'HH', 'IH', 'S', 'T']",6,simple
4634,polones,"['P', 'AH0', 'L', 'OW1', 'N', 'Z']","['P', 'AH', 'L', 'OW', 'N', 'Z']",6,simple
4639,suchapse,"['S', 'AH0', 'K', 'AA1', 'P', 'S']","['S', 'AH', 'K', 'AA', 'P', 'S']",6,simple
4648,wildin,"['W', 'IH1', 'L', 'D', 'IH0', 'N']","['W', 'IH', 'L', 'D', 'IH', 'N']",6,simple
4651,sournin,"['S', 'AO1', 'R', 'N', 'IH0', 'N']","['S', 'AO', 'R', 'N', 'IH', 'N']",6,simple
4665,agairess,"['AH0', 'G', 'EH1', 'R', 'AH0', 'S']","['AH', 'G', 'EH', 'R', 'AH', 'S']",6,simple
4711,numember,"['N', 'UW1', 'M', 'AH0', 'B', 'ER0']","['N', 'UW', 'M', 'AH', 'B', 'ER']",6,simple
4716,beteral,"['B', 'EH1', 'T', 'ER0', 'AH0', 'L']","['B', 'EH', 'T', 'ER', 'AH', 'L']",6,simple
4723,unforte,"['AH0', 'N', 'F', 'AO1', 'R', 'T']","['AH', 'N', 'F', 'AO', 'R', 'T']",6,simple
4732,subbying,"['S', 'AH1', 'B', 'IY0', 'IH0', 'NG']","['S', 'AH', 'B', 'IY', 'IH', 'NG']",6,simple
4733,provic,"['P', 'R', 'AA1', 'V', 'IH0', 'K']","['P', 'R', 'AA', 'V', 'IH', 'K']",6,simple
4734,repros,"['R', 'EH1', 'P', 'R', 'OW2', 'Z']","['R', 'EH', 'P', 'R', 'OW', 'Z']",6,simple
4740,cerearen,"['CH', 'ER0', 'IY1', 'R', 'N', 'AH0']","['CH', 'ER', 'IY', 'R', 'N', 'AH']",6,simple
4754,stolows,"['S', 'T', 'OW1', 'L', 'OW2', 'Z']","['S', 'T', 'OW', 'L', 'OW', 'Z']",6,simple
4757,accogate,"['AH0', 'K', 'AA1', 'G', 'AH0', 'T']","['AH', 'K', 'AA', 'G', 'AH', 'T']",6,simple
4762,foomens,"['F', 'UW1', 'M', 'AH0', 'N', 'Z']","['F', 'UW', 'M', 'AH', 'N', 'Z']",6,simple
4769,perivide,"['P', 'ER0', 'IH1', 'V', 'AH0', 'D']","['P', 'ER', 'IH', 'V', 'AH', 'D']",6,simple
4774,aftens,"['AE1', 'F', 'T', 'EH2', 'N', 'Z']","['AE', 'F', 'T', 'EH', 'N', 'Z']",6,simple
4780,obsolo,"['AA0', 'B', 'S', 'OW1', 'L', 'OW0']","['AA', 'B', 'S', 'OW', 'L', 'OW']",6,simple
4783,suffese,"['S', 'AH0', 'F', 'EY1', 'Z', 'IY0']","['S', 'AH', 'F', 'EY', 'Z', 'IY']",6,simple
4785,aducard,"['AH0', 'D', 'AH1', 'K', 'ER0', 'D']","['AH', 'D', 'AH', 'K', 'ER', 'D']",6,simple
4800,himuld,"['HH', 'IH1', 'M', 'AH0', 'L', 'D']","['HH', 'IH', 'M', 'AH', 'L', 'D']",6,simple
4804,choweess,"['CH', 'AW1', 'IY0', 'Z', 'IH0', 'Z']","['CH', 'AW', 'IY', 'Z', 'IH', 'Z']",6,simple
4816,siblize,"['S', 'IH1', 'B', 'L', 'AY2', 'Z']","['S', 'IH', 'B', 'L', 'AY', 'Z']",6,simple
4818,fuccent,"['F', 'AH1', 'K', 'IH0', 'N', 'T']","['F', 'AH', 'K', 'IH', 'N', 'T']",6,simple
4827,suppica,"['S', 'AH0', 'P', 'IH1', 'K', 'AH0']","['S', 'AH', 'P', 'IH', 'K', 'AH']",6,simple
4844,thriody,"['TH', 'R', 'AY1', 'AH0', 'D', 'IY0']","['TH', 'R', 'AY', 'AH', 'D', 'IY']",6,simple
4854,fainturn,"['F', 'EY1', 'N', 'T', 'ER0', 'N']","['F', 'EY', 'N', 'T', 'ER', 'N']",6,simple
4858,affervin,"['AE1', 'F', 'ER0', 'V', 'IH0', 'N']","['AE', 'F', 'ER', 'V', 'IH', 'N']",6,simple
4875,sillitur,"['S', 'IH1', 'L', 'IH0', 'CH', 'ER0']","['S', 'IH', 'L', 'IH', 'CH', 'ER']",6,simple
4879,matchoma,"['M', 'AH0', 'CH', 'OW1', 'M', 'AH0']","['M', 'AH', 'CH', 'OW', 'M', 'AH']",6,simple
4894,freshing,"['F', 'R', 'EH1', 'SH', 'IH0', 'NG']","['F', 'R', 'EH', 'SH', 'IH', 'NG']",6,simple
4905,throlved,"['TH', 'R', 'OW1', 'L', 'V', 'D']","['TH', 'R', 'OW', 'L', 'V', 'D']",6,simple
4912,expree,"['IH0', 'K', 'S', 'P', 'R', 'IY1']","['IH', 'K', 'S', 'P', 'R', 'IY']",6,simple
4913,sloadate,"['S', 'L', 'OW1', 'D', 'EY2', 'T']","['S', 'L', 'OW', 'D', 'EY', 'T']",6,simple
4916,oblist,"['OW1', 'B', 'L', 'IH0', 'S', 'T']","['OW', 'B', 'L', 'IH', 'S', 'T']",6,simple
4936,sprieved,"['S', 'P', 'R', 'IY1', 'V', 'D']","['S', 'P', 'R', 'IY', 'V', 'D']",6,simple
4940,veterst,"['V', 'EH1', 'T', 'ER0', 'S', 'T']","['V', 'EH', 'T', 'ER', 'S', 'T']",6,simple
4952,brocesse,"['B', 'R', 'OW1', 'S', 'EH0', 'S']","['B', 'R', 'OW', 'S', 'EH', 'S']",6,simple
4955,haviver,"['HH', 'AE1', 'V', 'IH0', 'V', 'ER0']","['HH', 'AE', 'V', 'IH', 'V', 'ER']",6,simple
4956,enerythe,"['EH1', 'N', 'R', 'IH0', 'DH', 'IY0']","['EH', 'N', 'R', 'IH', 'DH', 'IY']",6,simple
4958,worpled,"['W', 'ER1', 'P', 'AH0', 'L', 'D']","['W', 'ER', 'P', 'AH', 'L', 'D']",6,simple
4963,othernme,"['AH1', 'DH', 'ER0', 'M', 'IH0', 'N']","['AH', 'DH', 'ER', 'M', 'IH', 'N']",6,simple
4971,floble,"['F', 'L', 'AA1', 'B', 'AH0', 'L']","['F', 'L', 'AA', 'B', 'AH', 'L']",6,simple
4979,thingeme,"['TH', 'IH1', 'NG', 'G', 'M', 'IY0']","['TH', 'IH', 'NG', 'G', 'M', 'IY']",6,simple
4981,strougho,"['S', 'T', 'R', 'AW1', 'W', 'OW1']","['S', 'T', 'R', 'AW', 'W', 'OW']",6,simple
4983,useffies,"['Y', 'UW1', 'S', 'F', 'AY2', 'Z']","['Y', 'UW', 'S', 'F', 'AY', 'Z']",6,simple
4986,dangues,"['D', 'AE1', 'NG', 'Y', 'UW0', 'Z']","['D', 'AE', 'NG', 'Y', 'UW', 'Z']",6,simple
5002,sommews,"['S', 'AH1', 'M', 'W', 'EH0', 'S']","['S', 'AH', 'M', 'W', 'EH', 'S']",6,simple
5003,reverite,"['R', 'EH1', 'V', 'ER0', 'AY2', 'T']","['R', 'EH', 'V', 'ER', 'AY', 'T']",6,simple
5008,detape,"['D', 'IH0', 'T', 'AA1', 'P', 'EY2']","['D', 'IH', 'T', 'AA', 'P', 'EY']",6,simple
5019,alphand,"['AE1', 'L', 'F', 'AE2', 'N', 'D']","['AE', 'L', 'F', 'AE', 'N', 'D']",6,simple
5022,fleatime,"['F', 'L', 'IY1', 'T', 'AY2', 'M']","['F', 'L', 'IY', 'T', 'AY', 'M']",6,simple
5025,everany,"['EH1', 'V', 'R', 'AH0', 'N', 'IY0']","['EH', 'V', 'R', 'AH', 'N', 'IY']",6,simple
5032,boortion,"['B', 'UH1', 'R', 'SH', 'AH0', 'N']","['B', 'UH', 'R', 'SH', 'AH', 'N']",6,simple
5042,reallems,"['R', 'IY1', 'L', 'M', 'AH0', 'S']","['R', 'IY', 'L', 'M', 'AH', 'S']",6,simple
5043,wasume,"['W', 'AA0', 'S', 'UW1', 'M', 'OW0']","['W', 'AA', 'S', 'UW', 'M', 'OW']",6,simple
5047,billoyee,"['B', 'IH0', 'L', 'OY1', 'T', 'IY0']","['B', 'IH', 'L', 'OY', 'T', 'IY']",6,simple
5054,zepord,"['Z', 'IY1', 'P', 'AO0', 'R', 'D']","['Z', 'IY', 'P', 'AO', 'R', 'D']",6,simple
5057,othenst,"['AA1', 'TH', 'AH0', 'N', 'S', 'T']","['AA', 'TH', 'AH', 'N', 'S', 'T']",6,simple
5058,creecil,"['K', 'R', 'IY1', 'S', 'AH0', 'L']","['K', 'R', 'IY', 'S', 'AH', 'L']",6,simple
5068,applany,"['AH0', 'P', 'L', 'AE1', 'N', 'IY0']","['AH', 'P', 'L', 'AE', 'N', 'IY']",6,simple
5069,pountio,"['P', 'AW1', 'N', 'T', 'IY0', 'OW0']","['P', 'AW', 'N', 'T', 'IY', 'OW']",6,simple
5074,peopelly,"['P', 'IY1', 'AH0', 'P', 'L', 'IY0']","['P', 'IY', 'AH', 'P', 'L', 'IY']",6,simple
5092,tealion,"['T', 'IY1', 'L', 'Y', 'AH0', 'N']","['T', 'IY', 'L', 'Y', 'AH', 'N']",6,simple
5097,wonerol,"['W', 'AA1', 'N', 'ER0', 'AO2', 'L']","['W', 'AA', 'N', 'ER', 'AO', 'L']",6,simple
5101,mensid,"['M', 'EH1', 'N', 'S', 'AH0', 'D']","['M', 'EH', 'N', 'S', 'AH', 'D']",6,simple
5102,awkwaren,"['AA1', 'K', 'W', 'ER0', 'AH0', 'N']","['AA', 'K', 'W', 'ER', 'AH', 'N']",6,simple
5106,plackly,"['P', 'AE1', 'L', 'K', 'L', 'IY0']","['P', 'AE', 'L', 'K', 'L', 'IY']",6,simple
5108,depuld,"['D', 'IH0', 'P', 'AH1', 'L', 'D']","['D', 'IH', 'P', 'AH', 'L', 'D']",6,simple
5125,physion,"['F', 'IH1', 'Z', 'IY0', 'AH0', 'N']","['F', 'IH', 'Z', 'IY', 'AH', 'N']",6,simple
5128,scration,"['SH', 'R', 'EY1', 'SH', 'AH0', 'N']","['SH', 'R', 'EY', 'SH', 'AH', 'N']",6,simple
5143,worretba,"['W', 'ER0', 'EH1', 'T', 'B', 'AH0']","['W', 'ER', 'EH', 'T', 'B', 'AH']",6,simple
5146,milond,"['M', 'IH1', 'L', 'AH0', 'N', 'D']","['M', 'IH', 'L', 'AH', 'N', 'D']",6,simple
5147,wedicy,"['W', 'EH1', 'D', 'AH0', 'S', 'IY0']","['W', 'EH', 'D', 'AH', 'S', 'IY']",6,simple
5151,everatio,"['EH0', 'V', 'R', 'EY1', 'SH', 'AH0']","['EH', 'V', 'R', 'EY', 'SH', 'AH']",6,simple
5154,exacks,"['EH1', 'K', 'S', 'AE0', 'K', 'S']","['EH', 'K', 'S', 'AE', 'K', 'S']",6,simple
5164,pubson,"['P', 'AH1', 'S', 'B', 'AH0', 'N']","['P', 'AH', 'S', 'B', 'AH', 'N']",6,simple
5168,despil,"['D', 'EH1', 'S', 'P', 'AH0', 'L']","['D', 'EH', 'S', 'P', 'AH', 'L']",6,simple
5176,averity,"['AE1', 'V', 'ER0', 'AH0', 'T', 'IY0']","['AE', 'V', 'ER', 'AH', 'T', 'IY']",6,simple
5184,modiver,"['M', 'OW0', 'D', 'IY1', 'V', 'ER0']","['M', 'OW', 'D', 'IY', 'V', 'ER']",6,simple
5188,orgence,"['AO1', 'R', 'JH', 'AH0', 'N', 'S']","['AO', 'R', 'JH', 'AH', 'N', 'S']",6,simple
5195,byprewed,"['B', 'AY1', 'P', 'R', 'AW2', 'D']","['B', 'AY', 'P', 'R', 'AW', 'D']",6,simple
5198,pranesse,"['P', 'R', 'AA0', 'N', 'EH1', 'S']","['P', 'R', 'AA', 'N', 'EH', 'S']",6,simple
5200,voyallis,"['V', 'IY0', 'AA1', 'L', 'AH0', 'S']","['V', 'IY', 'AA', 'L', 'AH', 'S']",6,simple
5221,turawber,"['T', 'UH1', 'R', 'AH0', 'B', 'ER0']","['T', 'UH', 'R', 'AH', 'B', 'ER']",6,simple
5223,actica,"['AE1', 'K', 'T', 'IH0', 'K', 'AH0']","['AE', 'K', 'T', 'IH', 'K', 'AH']",6,simple
5232,imphounc,"['IH1', 'M', 'P', 'HH', 'AO2', 'F']","['IH', 'M', 'P', 'HH', 'AO', 'F']",6,simple
5235,adhernme,"['AE1', 'D', 'ER0', 'HH', 'IH2', 'N']","['AE', 'D', 'ER', 'HH', 'IH', 'N']",6,simple
5241,groween,"['G', 'R', 'OW0', 'EY1', 'N', 'AH0']","['G', 'R', 'OW', 'EY', 'N', 'AH']",6,simple
5260,treatic,"['T', 'R', 'EH1', 'T', 'IH0', 'K']","['T', 'R', 'EH', 'T', 'IH', 'K']",6,simple
5261,comerned,"['K', 'AA1', 'M', 'ER0', 'N', 'D']","['K', 'AA', 'M', 'ER', 'N', 'D']",6,simple
5262,draderch,"['D', 'R', 'EY1', 'D', 'ER0', 'K']","['D', 'R', 'EY', 'D', 'ER', 'K']",6,simple
5264,matains,"['M', 'AH0', 'T', 'EY1', 'N', 'Z']","['M', 'AH', 'T', 'EY', 'N', 'Z']",6,simple
5265,alwarle,"['AO1', 'L', 'W', 'ER0', 'L', 'EH2']","['AO', 'L', 'W', 'ER', 'L', 'EH']",6,simple
5267,woungion,"['W', 'AH1', 'NG', 'G', 'AH0', 'N']","['W', 'AH', 'NG', 'G', 'AH', 'N']",6,simple
5269,billand,"['B', 'IH1', 'L', 'AH0', 'N', 'D']","['B', 'IH', 'L', 'AH', 'N', 'D']",6,simple
5277,babito,"['B', 'AA0', 'B', 'IY1', 'T', 'OW0']","['B', 'AA', 'B', 'IY', 'T', 'OW']",6,simple
5282,teedity,"['T', 'IY1', 'D', 'AH0', 'T', 'IY0']","['T', 'IY', 'D', 'AH', 'T', 'IY']",6,simple
5289,figrese,"['F', 'IH1', 'G', 'R', 'AH0', 'S']","['F', 'IH', 'G', 'R', 'AH', 'S']",6,simple
5291,lannever,"['L', 'AE1', 'N', 'IH0', 'V', 'ER0']","['L', 'AE', 'N', 'IH', 'V', 'ER']",6,simple
5310,tonasur,"['T', 'AA1', 'N', 'AH0', 'S', 'ER0']","['T', 'AA', 'N', 'AH', 'S', 'ER']",6,simple
5319,denerles,"['D', 'IH0', 'N', 'ER1', 'L', 'Z']","['D', 'IH', 'N', 'ER', 'L', 'Z']",6,simple
5321,alrend,"['AA1', 'L', 'R', 'EH0', 'N', 'D']","['AA', 'L', 'R', 'EH', 'N', 'D']",6,simple
5328,britious,"['B', 'R', 'IH1', 'SH', 'AH0', 'S']","['B', 'R', 'IH', 'SH', 'AH', 'S']",6,simple
5337,indund,"['IH1', 'N', 'D', 'AH0', 'N', 'D']","['IH', 'N', 'D', 'AH', 'N', 'D']",6,simple
5357,addining,"['AH0', 'D', 'IY1', 'N', 'IH0', 'NG']","['AH', 'D', 'IY', 'N', 'IH', 'NG']",6,simple
5386,thapons,"['TH', 'EY1', 'P', 'AH0', 'N', 'Z']","['TH', 'EY', 'P', 'AH', 'N', 'Z']",6,simple
5388,annoritio,"['AE2', 'N', 'ER0', 'IY1', 'T', 'IY0']","['AE', 'N', 'ER', 'IY', 'T', 'IY']",6,simple
5399,hourcely,"['AW1', 'R', 'AH0', 'S', 'L', 'IY0']","['AW', 'R', 'AH', 'S', 'L', 'IY']",6,simple
5404,almosed,"['AE1', 'L', 'M', 'AH0', 'S', 'T']","['AE', 'L', 'M', 'AH', 'S', 'T']",6,simple
5410,afriter,"['AE1', 'F', 'R', 'AY0', 'T', 'ER0']","['AE', 'F', 'R', 'AY', 'T', 'ER']",6,simple
5421,diample,"['D', 'AY1', 'M', 'P', 'AH0', 'L']","['D', 'AY', 'M', 'P', 'AH', 'L']",6,simple
5429,undines,"['AH1', 'N', 'D', 'AY2', 'N', 'Z']","['AH', 'N', 'D', 'AY', 'N', 'Z']",6,simple
5430,obsofs,"['AA1', 'B', 'S', 'AA2', 'F', 'S']","['AA', 'B', 'S', 'AA', 'F', 'S']",6,simple
5441,statert,"['S', 'T', 'EY1', 'T', 'ER0', 'T']","['S', 'T', 'EY', 'T', 'ER', 'T']",6,simple
5461,runist,"['R', 'UW1', 'N', 'IH0', 'S', 'T']","['R', 'UW', 'N', 'IH', 'S', 'T']",6,simple
5464,higuld,"['HH', 'AY1', 'G', 'AH0', 'L', 'D']","['HH', 'AY', 'G', 'AH', 'L', 'D']",6,simple
5471,elexpe,"['IH0', 'L', 'EH1', 'K', 'S', 'P']","['IH', 'L', 'EH', 'K', 'S', 'P']",6,simple
5474,filvese,"['F', 'IH0', 'L', 'V', 'EY1', 'Z']","['F', 'IH', 'L', 'V', 'EY', 'Z']",6,simple
5475,amenty,"['AE1', 'M', 'AH0', 'N', 'T', 'IY0']","['AE', 'M', 'AH', 'N', 'T', 'IY']",6,simple
5479,romilly,"['R', 'AA1', 'M', 'AH0', 'L', 'IY0']","['R', 'AA', 'M', 'AH', 'L', 'IY']",6,simple
5491,succial,"['S', 'UW1', 'K', 'Y', 'AH0', 'L']","['S', 'UW', 'K', 'Y', 'AH', 'L']",6,simple
5495,apparware,"['AE1', 'P', 'ER0', 'W', 'EH2', 'R']","['AE', 'P', 'ER', 'W', 'EH', 'R']",6,simple
5497,orgust,"['AO1', 'R', 'G', 'AH0', 'S', 'T']","['AO', 'R', 'G', 'AH', 'S', 'T']",6,simple
5511,perciday,"['P', 'ER0', 'S', 'AY1', 'D', 'EY0']","['P', 'ER', 'S', 'AY', 'D', 'EY']",6,simple
5520,relator,"['R', 'IY0', 'L', 'EY1', 'T', 'ER0']","['R', 'IY', 'L', 'EY', 'T', 'ER']",6,simple
5542,gettese,"['G', 'EH1', 'T', 'S', 'IY0', 'Z']","['G', 'EH', 'T', 'S', 'IY', 'Z']",6,simple
5547,superon,"['S', 'UW1', 'P', 'ER0', 'AA2', 'N']","['S', 'UW', 'P', 'ER', 'AA', 'N']",6,simple
5550,anybough,"['EH1', 'N', 'IY0', 'B', 'W', 'AA2']","['EH', 'N', 'IY', 'B', 'W', 'AA']",6,simple
5551,togind,"['T', 'OW1', 'JH', 'IH0', 'N', 'D']","['T', 'OW', 'JH', 'IH', 'N', 'D']",6,simple
5557,pailrous,"['P', 'EY1', 'L', 'R', 'AH0', 'S']","['P', 'EY', 'L', 'R', 'AH', 'S']",6,simple
5558,siticer,"['S', 'IH1', 'T', 'IH0', 'S', 'ER0']","['S', 'IH', 'T', 'IH', 'S', 'ER']",6,simple
5602,kithoutio,"['K', 'IH0', 'TH', 'OW1', 'T', 'IY0']","['K', 'IH', 'TH', 'OW', 'T', 'IY']",6,simple
5603,bilmembe,"['B', 'IH1', 'L', 'M', 'AH0', 'B']","['B', 'IH', 'L', 'M', 'AH', 'B']",6,simple
5617,opporco,"['AH0', 'P', 'AO1', 'R', 'K', 'OW0']","['AH', 'P', 'AO', 'R', 'K', 'OW']",6,simple
5633,absouries,"['AE1', 'B', 'S', 'ER0', 'IY0', 'Z']","['AE', 'B', 'S', 'ER', 'IY', 'Z']",6,simple
5644,manatere,"['M', 'AE0', 'N', 'T', 'EH1', 'R']","['M', 'AE', 'N', 'T', 'EH', 'R']",6,simple
5654,comewed,"['K', 'AH1', 'M', 'W', 'EH2', 'D']","['K', 'AH', 'M', 'W', 'EH', 'D']",6,simple
5655,natics,"['N', 'AE1', 'T', 'IH0', 'K', 'S']","['N', 'AE', 'T', 'IH', 'K', 'S']",6,simple
5664,pleciam,"['P', 'L', 'IY1', 'CH', 'AH0', 'M']","['P', 'L', 'IY', 'CH', 'AH', 'M']",6,simple
5673,couroact,"['K', 'AO1', 'R', 'OW2', 'K', 'T']","['K', 'AO', 'R', 'OW', 'K', 'T']",6,simple
5689,cariew,"['K', 'EH1', 'R', 'IY0', 'W', 'EH0']","['K', 'EH', 'R', 'IY', 'W', 'EH']",6,simple
5698,vianks,"['V', 'AY1', 'AH0', 'NG', 'K', 'S']","['V', 'AY', 'AH', 'NG', 'K', 'S']",6,simple
5712,supearawa,"['S', 'UW2', 'P', 'ER0', 'W', 'AA1']","['S', 'UW', 'P', 'ER', 'W', 'AA']",6,simple
5718,deself,"['D', 'EH1', 'Z', 'AH0', 'L', 'F']","['D', 'EH', 'Z', 'AH', 'L', 'F']",6,simple
5720,withoures,"['W', 'IH1', 'TH', 'OW0', 'ER0', 'Z']","['W', 'IH', 'TH', 'OW', 'ER', 'Z']",6,simple
5721,shoicial,"['SH', 'OW1', 'AH0', 'S', 'AH0', 'L']","['SH', 'OW', 'AH', 'S', 'AH', 'L']",6,simple
5752,comethle,"['K', 'AH1', 'M', 'TH', 'EH2', 'L']","['K', 'AH', 'M', 'TH', 'EH', 'L']",6,simple
5757,televed,"['T', 'AH0', 'L', 'IY1', 'V', 'D']","['T', 'AH', 'L', 'IY', 'V', 'D']",6,simple
5767,mishroade,"['M', 'IH0', 'SH', 'R', 'OW1', 'D']","['M', 'IH', 'SH', 'R', 'OW', 'D']",6,simple
5786,cemorion,"['CH', 'EH1', 'M', 'ER0', 'IY0', 'N']","['CH', 'EH', 'M', 'ER', 'IY', 'N']",6,simple
5790,wonfil,"['W', 'AH1', 'N', 'F', 'IH0', 'L']","['W', 'AH', 'N', 'F', 'IH', 'L']",6,simple
5796,inspen,"['IH0', 'N', 'S', 'P', 'EH1', 'N']","['IH', 'N', 'S', 'P', 'EH', 'N']",6,simple
5803,eassided,"['IH0', 'S', 'IH1', 'D', 'AH0', 'D']","['IH', 'S', 'IH', 'D', 'AH', 'D']",6,simple
5805,orleady,"['AO1', 'R', 'L', 'IH0', 'D', 'IY0']","['AO', 'R', 'L', 'IH', 'D', 'IY']",6,simple
5807,everembed,"['IH0', 'V', 'ER1', 'M', 'AH0', 'D']","['IH', 'V', 'ER', 'M', 'AH', 'D']",6,simple
5817,fignine,"['F', 'IH1', 'G', 'N', 'AY2', 'N']","['F', 'IH', 'G', 'N', 'AY', 'N']",6,simple
5829,varewhati,"['V', 'ER0', 'W', 'EH1', 'TH', 'IY0']","['V', 'ER', 'W', 'EH', 'TH', 'IY']",6,simple
5846,assurnmen,"['AH0', 'S', 'K', 'ER1', 'N', 'M']","['AH', 'S', 'K', 'ER', 'N', 'M']",6,simple
5852,enhaved,"['EH0', 'N', 'HH', 'EY1', 'V', 'D']","['EH', 'N', 'HH', 'EY', 'V', 'D']",6,simple
5854,famebooke,"['F', 'EY1', 'M', 'B', 'UH2', 'K']","['F', 'EY', 'M', 'B', 'UH', 'K']",6,simple
5863,issernmes,"['IH1', 'Z', 'ER0', 'N', 'M', 'Z']","['IH', 'Z', 'ER', 'N', 'M', 'Z']",6,simple
5864,ownester,"['AW1', 'N', 'IH0', 'S', 'T', 'ER0']","['AW', 'N', 'IH', 'S', 'T', 'ER']",6,simple
5870,libruage,"['L', 'IH1', 'B', 'R', 'IH0', 'JH']","['L', 'IH', 'B', 'R', 'IH', 'JH']",6,simple
5876,prothing,"['P', 'R', 'AO1', 'TH', 'IH0', 'NG']","['P', 'R', 'AO', 'TH', 'IH', 'NG']",6,simple
5901,reactry,"['R', 'IY1', 'K', 'T', 'R', 'IY0']","['R', 'IY', 'K', 'T', 'R', 'IY']",6,simple
5907,tigult,"['T', 'IH1', 'G', 'AH0', 'L', 'T']","['T', 'IH', 'G', 'AH', 'L', 'T']",6,simple
5908,issiding,"['IH1', 'S', 'AH0', 'D', 'IH0', 'NG']","['IH', 'S', 'AH', 'D', 'IH', 'NG']",6,simple
5909,sersidow,"['S', 'ER1', 'S', 'D', 'IY0', 'OW0']","['S', 'ER', 'S', 'D', 'IY', 'OW']",6,simple
5912,memosed,"['M', 'EH1', 'M', 'OW0', 'S', 'T']","['M', 'EH', 'M', 'OW', 'S', 'T']",6,simple
